tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
"['amazon-s3', 'amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 4373618, 'reputation': 441, 'user_id': 3567195, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/445899e70e35e6eab612bd9bd1f1cfcb?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3567195', 'link': 'https://stackoverflow.com/users/3567195/user3567195'}",True,909,1,0,1548721905,1526536568,,50384240,CC BY-SA 4.0,https://stackoverflow.com/questions/50384240/how-to-load-multiple-huge-csv-with-different-columns-into-aws-s3,How to load multiple huge csv (with different columns) into AWS S3,50404899.0,,
"['amazon-web-services', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 4004282, 'reputation': 6055, 'user_id': 3299397, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/HvJkt.jpg?s=256&g=1', 'display_name': 'Kyle Bridenstine', 'link': 'https://stackoverflow.com/users/3299397/kyle-bridenstine'}",True,899,1,1,1526587229,1526395496,,50353136,CC BY-SA 4.0,https://stackoverflow.com/questions/50353136/security-configuration-field-for-aws-data-pipeline-emrcluster,Security-Configuration Field For AWS Data Pipeline EmrCluster,50399662.0,,
"['amazon-web-services', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 4004282, 'reputation': 6055, 'user_id': 3299397, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/HvJkt.jpg?s=256&g=1', 'display_name': 'Kyle Bridenstine', 'link': 'https://stackoverflow.com/users/3299397/kyle-bridenstine'}",True,444,1,0,1526380984,1526335147,1526336756.0,50339607,CC BY-SA 4.0,https://stackoverflow.com/questions/50339607/creating-an-aws-data-pipeline-emr-cluster-using-shellcommandactivity,Creating an AWS Data Pipeline EMR cluster using ShellCommandActivity,,,
"['amazon-web-services', 'continuous-integration', 'amazon-data-pipeline', 'continuous-delivery', 'aws-codepipeline']","{'account_id': 10224720, 'reputation': 284, 'user_id': 9552269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7666eaba9feff88ed538f7bc1a8faac?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Anupam', 'link': 'https://stackoverflow.com/users/9552269/anupam'}",False,89,0,0,1525401231,1525401231,,50166320,CC BY-SA 4.0,https://stackoverflow.com/questions/50166320/converting-data-pipleine-into-code-pipeline,Converting Data pipleine into Code Pipeline,,,
"['amazon-web-services', 'amazon-s3', 'amazon-data-pipeline']","{'account_id': 5624508, 'reputation': 2218, 'user_id': 4453351, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RmdMo.jpg?s=256&g=1', 'display_name': 'David Webster', 'link': 'https://stackoverflow.com/users/4453351/david-webster'}",False,591,1,0,1527851609,1525109129,1527851609.0,50105358,CC BY-SA 4.0,https://stackoverflow.com/questions/50105358/data-pipeline-error-when-exporting-rds-to-s3,Data pipeline error when exporting RDS to S3,,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 3983929, 'reputation': 2502, 'user_id': 3285138, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/6be73cfe12a1d7b1f8041ba388f0df9d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'goelakash', 'link': 'https://stackoverflow.com/users/3285138/goelakash'}",True,2916,3,2,1626441948,1524820666,,50059149,CC BY-SA 3.0,https://stackoverflow.com/questions/50059149/set-maxactiveinstances-error,Set &#39;maxActiveInstances&#39; error,50105986.0,,
"['amazon-web-services', 'hive', 'amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 2092448, 'reputation': 207, 'user_id': 1861938, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/ccd93b56a8475507a3cdbfbe975f2255?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Pomacanthidae', 'link': 'https://stackoverflow.com/users/1861938/pomacanthidae'}",False,445,1,1,1524387462,1524381142,,49963481,CC BY-SA 3.0,https://stackoverflow.com/questions/49963481/clear-all-existing-entries-in-dynamodb-table-in-aws-data-pipeline,Clear All Existing Entries In DynamoDB Table In AWS Data Pipeline,,,
"['amazon-s3', 'hive', 'amazon-data-pipeline', 'amazon-athena']","{'account_id': 11944276, 'reputation': 41, 'user_id': 8739999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b55f65315f2d177a7f9d835570e1d0e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ramesh Gunasekaran', 'link': 'https://stackoverflow.com/users/8739999/ramesh-gunasekaran'}",False,1653,0,4,1524011754,1524011705,1524011754.0,49889393,CC BY-SA 3.0,https://stackoverflow.com/questions/49889393/hive-cursor-error-unexpected-end-of-input-stream,HIVE_CURSOR_ERROR: Unexpected end of input stream,,,
"['amazon-web-services', 'amazon-s3', 'amazon-ec2', 'amazon-data-pipeline']","{'account_id': 2215537, 'reputation': 129, 'user_id': 3633279, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/C5QT6.png?s=256&g=1', 'display_name': 'Mark Evans', 'link': 'https://stackoverflow.com/users/3633279/mark-evans'}",False,119,1,0,1523914286,1523907888,,49865099,CC BY-SA 3.0,https://stackoverflow.com/questions/49865099/how-to-run-cut-command-on-csv-using-aws-data-pipeline-shellcommandactivity,How to run &quot;cut&quot; command on csv using AWS Data Pipeline ShellCommandActivity,,,
"['amazon-data-pipeline', 'amazon-kms']","{'account_id': 11594395, 'reputation': 251, 'user_id': 8493558, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60389dd16523e2305325f82200035b4f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Neha Ranjan', 'link': 'https://stackoverflow.com/users/8493558/neha-ranjan'}",False,1393,3,1,1603304955,1523007742,1523009116.0,49689840,CC BY-SA 3.0,https://stackoverflow.com/questions/49689840/hide-or-encrypt-credentials-information-in-aws-data-pipeline,Hide or encrypt credentials information in AWS Data pipeline,,,
"['java', 'amazon-ec2', 'aws-sdk', 'amazon-data-pipeline']","{'account_id': 10773729, 'reputation': 1852, 'user_id': 7926479, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://lh4.googleusercontent.com/-h0cTmvESd2U/AAAAAAAAAAI/AAAAAAAAAG0/AgASXHA7WdQ/photo.jpg?sz=256', 'display_name': 'Andres Urrego Angel', 'link': 'https://stackoverflow.com/users/7926479/andres-urrego-angel'}",True,532,1,0,1522857673,1522788903,,49639013,CC BY-SA 3.0,https://stackoverflow.com/questions/49639013/aws-data-pipeline-task-runner-running-java-9-ubuntu-ec2,AWS Data Pipeline - Task Runner running java 9 Ubuntu EC2,49655574.0,,
"['amazon-s3', 'aws-lambda', 'amazon-redshift', 'boto3', 'amazon-data-pipeline']","{'account_id': 9965977, 'reputation': 41, 'user_id': 7373669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f4f1afe7b8adbe8cbcd48782e910caa?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'kovthe', 'link': 'https://stackoverflow.com/users/7373669/kovthe'}",False,518,1,0,1522782280,1522307336,1522318988.0,49549989,CC BY-SA 3.0,https://stackoverflow.com/questions/49549989/continuous-data-ingestion-from-on-prem-data-sources-to-redshift,Continuous data ingestion from on prem data sources to redshift,,,
"['amazon-web-services', 'etl', 'amazon-data-pipeline']","{'account_id': 7465314, 'reputation': 2443, 'user_id': 5675130, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/e96218f58ac0675bebaa6b5f89b7b4ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'lfk', 'link': 'https://stackoverflow.com/users/5675130/lfk'}",False,727,1,0,1522696795,1522104644,1522137656.0,49501855,CC BY-SA 3.0,https://stackoverflow.com/questions/49501855/in-amazon-data-pipeline-how-to-make-sure-only-once-instance-of-a-pipeline-is-ru,"In Amazon Data Pipeline, how to make sure only once instance of a pipeline is running at any time?",,,
"['amazon-web-services', 'amazon-s3', 'rds', 'amazon-data-pipeline']","{'account_id': 7981108, 'reputation': 31, 'user_id': 6022416, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-WVCmkjDfrZ0/AAAAAAAAAAI/AAAAAAAAACE/q9DEfjZ0k9I/photo.jpg?sz=256', 'display_name': 'sinu john', 'link': 'https://stackoverflow.com/users/6022416/sinu-john'}",False,424,1,1,1522090056,1521785238,,49443365,CC BY-SA 3.0,https://stackoverflow.com/questions/49443365/how-can-i-delete-data-from-rds-on-the-onsuccess-of-a-copyactivity-of-data-from-r,How can I delete data from RDS on the onSuccess of a copyActivity of data from RDS to S3 in AWS Data Pipeline?,,,
"['amazon-web-services', 'amazon-s3', 'amazon-redshift', 'amazon-data-pipeline', 'data-pipeline']","{'account_id': 5516765, 'reputation': 181, 'user_id': 4388099, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/977afa6d5579c74ca24e864d7f2182ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'darekarsam', 'link': 'https://stackoverflow.com/users/4388099/darekarsam'}",True,2942,2,0,1521994005,1521744091,1521755712.0,49436189,CC BY-SA 3.0,https://stackoverflow.com/questions/49436189/best-approach-to-automate-archiving-aws-redshift-table,Best approach to automate archiving aws-redshift table,,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 408203, 'reputation': 24989, 'user_id': 778719, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/Sq5s7.jpg?s=256&g=1', 'display_name': 'Danack', 'link': 'https://stackoverflow.com/users/778719/danack'}",False,313,1,0,1521234194,1521199181,,49319527,CC BY-SA 3.0,https://stackoverflow.com/questions/49319527/how-to-split-data-when-archiving-from-aws-database-to-s3,How to split data when archiving from AWS database to S3,,,
"['python', 'amazon-data-pipeline']","{'account_id': 179995, 'reputation': 185, 'user_id': 2779192, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06498592c8556b998c38f283c33af798?s=256&d=identicon&r=PG', 'display_name': 'bruckerrlb', 'link': 'https://stackoverflow.com/users/2779192/bruckerrlb'}",False,472,1,1,1522826862,1521126011,,49302814,CC BY-SA 3.0,https://stackoverflow.com/questions/49302814/how-to-fail-a-shellcommandactivity-on-aws-data-pipeline,How to fail a ShellCommandActivity on AWS Data pipeline,,,
"['postgresql', 'amazon-web-services', 'jdbc', 'amazon-ec2', 'amazon-data-pipeline']","{'account_id': 3836065, 'reputation': 461, 'user_id': 3180320, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/99fd3cc9639435bd8005d9e9de57ff53?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'walking_the_cow', 'link': 'https://stackoverflow.com/users/3180320/walking-the-cow'}",True,853,1,1,1521151306,1521064706,1521065503.0,49288274,CC BY-SA 3.0,https://stackoverflow.com/questions/49288274/aws-data-pipelines-with-a-heroku-database,AWS Data Pipelines with a Heroku Database,49309957.0,,
"['amazon-emr', 'amazon-data-pipeline']","{'account_id': 1509295, 'reputation': 3726, 'user_id': 1411812, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/rq3QQ.jpg?s=256&g=1', 'display_name': 'Vinod Jayachandran', 'link': 'https://stackoverflow.com/users/1411812/vinod-jayachandran'}",False,55,0,1,1520933700,1520933700,,49252653,CC BY-SA 3.0,https://stackoverflow.com/questions/49252653/aws-data-pipeline-poststepcommand-unable-to-access-input1-staging-dir,AWS Data pipeline postStepCommand unable to access INPUT1_STAGING_DIR,,,
"['amazon-web-services', 'amazon-s3', 'amazon-redshift', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 4201891, 'reputation': 435, 'user_id': 3441834, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5a62304e259e0b34e18bf7bc8470ac62?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Coder 477', 'link': 'https://stackoverflow.com/users/3441834/coder-477'}",False,153,0,2,1519824019,1519824019,,49030584,CC BY-SA 3.0,https://stackoverflow.com/questions/49030584/issue-with-copying-data-from-s3-to-redshift,Issue with copying data from s3 to Redshift,,,
"['mysql', 'amazon-s3', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 12623294, 'reputation': 53, 'user_id': 9178005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00c2399792277b2d878a6d3b0e935f20?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'flunkout-dvlpr', 'link': 'https://stackoverflow.com/users/9178005/flunkout-dvlpr'}",False,437,1,1,1521968479,1519661175,,48992471,CC BY-SA 3.0,https://stackoverflow.com/questions/48992471/uploading-csv-from-s3-to-mysql-rds-first-row-truncated,Uploading CSV from S3 to MySQL RDS first row truncated,,,
['amazon-data-pipeline'],"{'account_id': 13001902, 'reputation': 11, 'user_id': 9397736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/647ce291f2158640ca6cd52e445d319e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Alegria', 'link': 'https://stackoverflow.com/users/9397736/alegria'}",False,229,1,1,1519455430,1519323463,1519323869.0,48934580,CC BY-SA 3.0,https://stackoverflow.com/questions/48934580/aws-data-pipeline-skips-remote-jar-in-s3,AWS data pipeline skips remote JAR in S3,,,
"['mysql', 'amazon-web-services', 'amazon-s3', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 12623294, 'reputation': 53, 'user_id': 9178005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00c2399792277b2d878a6d3b0e935f20?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'flunkout-dvlpr', 'link': 'https://stackoverflow.com/users/9178005/flunkout-dvlpr'}",True,1717,1,0,1519332185,1519311350,,48930481,CC BY-SA 3.0,https://stackoverflow.com/questions/48930481/s3-to-mysql-aws-data-pipeline-insert-table-error,S3 to MySQL AWS Data Pipeline Insert table error,48936816.0,,
"['amazon-s3', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 5741903, 'reputation': 43, 'user_id': 4534355, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/882601838427762/picture?type=large', 'display_name': 'Keerthika Koka', 'link': 'https://stackoverflow.com/users/4534355/keerthika-koka'}",True,169,1,0,1519746280,1519155279,1519746280.0,48892914,CC BY-SA 3.0,https://stackoverflow.com/questions/48892914/is-there-any-way-to-copy-files-from-s3-to-redshift-through-a-datapipeline-in-a-p,Is there any way to copy files from S3 to redshift through a datapipeline in a predefined order,,,
"['amazon-dynamodb', 'emr', 'amazon-emr', 'amazon-data-pipeline', 'data-pipeline']","{'account_id': 189393, 'reputation': 23002, 'user_id': 428705, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/b8182c95cf5d0f427920118d6d2e4153?s=256&d=identicon&r=PG', 'display_name': 'Vivek Goel', 'link': 'https://stackoverflow.com/users/428705/vivek-goel'}",True,3812,2,4,1590606520,1519078540,,48875021,CC BY-SA 3.0,https://stackoverflow.com/questions/48875021/bulk-add-ttl-column-to-dynamodb-table,Bulk add ttl column to dynamodb table,,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 5373859, 'reputation': 3627, 'user_id': 4281476, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://lh6.googleusercontent.com/-xiaw7S4uhoc/AAAAAAAAAAI/AAAAAAAAAHM/fqkm8_F98-8/photo.jpg?sz=256', 'display_name': 'Aman Gupta', 'link': 'https://stackoverflow.com/users/4281476/aman-gupta'}",False,122,1,0,1521749454,1518766419,,48822050,CC BY-SA 3.0,https://stackoverflow.com/questions/48822050/aws-datapipeline-sellcommandprecondition-does-not-fail,AWS DataPipeline: SellCommandPrecondition does not fail,,,
"['amazon-web-services', 'amazon-ec2', 'amazon-rds', 'amazon-data-pipeline', 'data-pipeline']","{'account_id': 6612653, 'reputation': 318, 'user_id': 5107117, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/176be8994dd13bcce183f5f49d42f73a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Berra2k', 'link': 'https://stackoverflow.com/users/5107117/berra2k'}",False,1019,1,1,1518630662,1518582931,1518630662.0,48779736,CC BY-SA 3.0,https://stackoverflow.com/questions/48779736/connection-timed-out-connection-timed-out-error-for-sqlactivity,&quot;Connection timed out (Connection timed out)&quot; Error for SQLActivity,,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 70530, 'reputation': 162, 'user_id': 204435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/99aefa7739fcfc4c02c33ddd1464ac62?s=256&d=identicon&r=PG', 'display_name': 'Ricardo Teixeira', 'link': 'https://stackoverflow.com/users/204435/ricardo-teixeira'}",True,879,1,0,1518411052,1518175746,,48704846,CC BY-SA 3.0,https://stackoverflow.com/questions/48704846/limit-concurrent-executions-on-aws-data-pipeline,Limit concurrent executions on AWS Data Pipeline,48739729.0,,
"['scala', 'apache-spark', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 4073638, 'reputation': 4277, 'user_id': 3345844, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/27a40d66880d9e66e94385c2b9d48b32?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Atish', 'link': 'https://stackoverflow.com/users/3345844/atish'}",False,948,2,1,1519455674,1517073407,,48478367,CC BY-SA 3.0,https://stackoverflow.com/questions/48478367/aws-emr-spark-scala-job-failing-with-aws-datapipeline-exception-in-thread-main,AWS EMR spark-scala job failing with AWS Datapipeline: Exception in thread &quot;main&quot; org.apache.spark.SparkException,,,
"['amazon-web-services', 'elastic-map-reduce', 'amazon-data-pipeline']","{'account_id': 1743, 'reputation': 25207, 'user_id': 2363, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3b9d20e6e9c3fac02471ba541ebecfaa?s=256&d=identicon&r=PG', 'display_name': 'tghw', 'link': 'https://stackoverflow.com/users/2363/tghw'}",False,1305,1,3,1516956091,1516897023,,48447439,CC BY-SA 3.0,https://stackoverflow.com/questions/48447439/aws-data-pipeline-s3-to-dynamodb-json-error,AWS Data Pipeline S3 to DynamoDB JSON Error,,,
"['apache-spark', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 4073638, 'reputation': 4277, 'user_id': 3345844, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/27a40d66880d9e66e94385c2b9d48b32?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Atish', 'link': 'https://stackoverflow.com/users/3345844/atish'}",True,4754,1,6,1516802454,1516729249,,48407769,CC BY-SA 3.0,https://stackoverflow.com/questions/48407769/aws-emr-spark-error-cannot-load-main-class-from-jar,AWS EMR Spark: Error: Cannot load main class from JAR,48423963.0,,
"['amazon-web-services', 'amazon-redshift', 'amazon-iam', 'amazon-data-pipeline']","{'account_id': 5373859, 'reputation': 3627, 'user_id': 4281476, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://lh6.googleusercontent.com/-xiaw7S4uhoc/AAAAAAAAAAI/AAAAAAAAAHM/fqkm8_F98-8/photo.jpg?sz=256', 'display_name': 'Aman Gupta', 'link': 'https://stackoverflow.com/users/4281476/aman-gupta'}",False,406,1,1,1516610339,1516602808,,48375812,CC BY-SA 3.0,https://stackoverflow.com/questions/48375812/aws-data-pipeline-ec2resource-not-able-to-access-redshift,AWS Data Pipeline. EC2Resource not able to access redshift,,,
"['amazon-web-services', 'amazon-s3', 'lambda', 'amazon-data-pipeline']","{'account_id': 1573341, 'reputation': 1503, 'user_id': 1460514, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/C1Ufr.jpg?s=256&g=1', 'display_name': 'Sudarshan kumar', 'link': 'https://stackoverflow.com/users/1460514/sudarshan-kumar'}",True,3632,1,1,1516349650,1516347372,,48336173,CC BY-SA 3.0,https://stackoverflow.com/questions/48336173/aws-data-pipeline-vs-lambda-for-emr-automation,AWS data pipeline VS lambda for EMR automation,,,
['amazon-data-pipeline'],"{'account_id': 38478, 'reputation': 4129, 'user_id': 110449, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/7f5929244c3aa704d848d30ae9ce0604?s=256&d=identicon&r=PG', 'display_name': 'Nipun', 'link': 'https://stackoverflow.com/users/110449/nipun'}",False,99,0,1,1516088073,1516088073,,48276098,CC BY-SA 3.0,https://stackoverflow.com/questions/48276098/how-to-add-ebs-volume-to-the-data-pipeline-in-emr,How to add EBS volume to the data pipeline in EMR,,,
"['amazon-web-services', 'amazon-s3', 'etl', 'amazon-data-pipeline', 'aws-glue']","{'account_id': 7465314, 'reputation': 2443, 'user_id': 5675130, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/e96218f58ac0675bebaa6b5f89b7b4ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'lfk', 'link': 'https://stackoverflow.com/users/5675130/lfk'}",True,1780,1,1,1562803829,1516074981,,48273879,CC BY-SA 3.0,https://stackoverflow.com/questions/48273879/etl-architecture-with-aws-glue-and-data-pipeline,ETL architecture with AWS Glue and Data Pipeline,,,
"['amazon-web-services', 'amazon-ec2', 'amazon-data-pipeline']","{'account_id': 7465314, 'reputation': 2443, 'user_id': 5675130, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/e96218f58ac0675bebaa6b5f89b7b4ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'lfk', 'link': 'https://stackoverflow.com/users/5675130/lfk'}",True,214,2,0,1516027943,1515994003,,48257353,CC BY-SA 3.0,https://stackoverflow.com/questions/48257353/can-multiple-aws-data-pipelines-share-an-ec2-resource,Can multiple AWS Data Pipelines share an EC2 resource?,48265363.0,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 66246, 'reputation': 11458, 'user_id': 194476, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/wxXC9.jpg?s=256&g=1', 'display_name': 'Shekhar', 'link': 'https://stackoverflow.com/users/194476/shekhar'}",True,468,1,3,1516877807,1515758827,,48226007,CC BY-SA 3.0,https://stackoverflow.com/questions/48226007/what-should-be-return-value-from-shellcommandprecondition-of-aws-data-pipeline,What should be return value from ShellCommandPrecondition of AWS data pipeline?,48441189.0,,
"['hive', 'amazon-data-pipeline', 'amazon-athena']","{'account_id': 118587, 'reputation': 31, 'user_id': 309712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/067a04c0c5e92a31d2405ea932867870?s=256&d=identicon&r=PG', 'display_name': 'Sunil', 'link': 'https://stackoverflow.com/users/309712/sunil'}",False,1398,1,1,1526879328,1515169241,1526879328.0,48117444,CC BY-SA 4.0,https://stackoverflow.com/questions/48117444/aws-athena-fails-when-there-are-empty-files-in-s3,AWS Athena fails when there are empty files in S3,,,
"['command-line-interface', 'amazon-data-pipeline']","{'account_id': 1400427, 'reputation': 370, 'user_id': 7913048, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8869ac913178b75824e35022e0d0e019?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sunil N', 'link': 'https://stackoverflow.com/users/7913048/sunil-n'}",False,894,3,0,1610742278,1514530143,1514538765.0,48018652,CC BY-SA 3.0,https://stackoverflow.com/questions/48018652/how-to-fetch-pipeline-id-of-a-datapipeline-using-aws-cli,How to fetch pipeline id of a datapipeline using aws cli,,,
"['amazon-web-services', 'amazon-s3', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 5741903, 'reputation': 43, 'user_id': 4534355, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/882601838427762/picture?type=large', 'display_name': 'Keerthika Koka', 'link': 'https://stackoverflow.com/users/4534355/keerthika-koka'}",False,987,1,1,1513629443,1513626052,1513629425.0,47875323,CC BY-SA 3.0,https://stackoverflow.com/questions/47875323/transfer-data-between-tables-in-amazon-redshift,Transfer data between tables in Amazon Redshift,,,
"['amazon-web-services', 'amazon-emr', 'elastic-map-reduce', 'amazon-data-pipeline']","{'account_id': 1391324, 'reputation': 4030, 'user_id': 1322092, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/ec8b1f3d30fc9a90bdc5d2335dd63bf9?s=256&d=identicon&r=PG', 'display_name': 'user1322092', 'link': 'https://stackoverflow.com/users/1322092/user1322092'}",False,867,0,6,1513806920,1513534661,1513806920.0,47858108,CC BY-SA 3.0,https://stackoverflow.com/questions/47858108/how-to-upgrade-data-pipeline-definition-from-emr-3-x-to-4-x-5-x,How to upgrade Data Pipeline definition from EMR 3.x to 4.x/5.x?,,,
"['amazon-web-services', 'pyspark', 'escaping', 'amazon-data-pipeline']","{'account_id': 12128266, 'reputation': 529, 'user_id': 8856169, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://lh3.googleusercontent.com/-9jxqmqbsr6Y/AAAAAAAAAAI/AAAAAAAAACE/LSCkPaI0Bac/photo.jpg?sz=256', 'display_name': 'Jugraj Singh', 'link': 'https://stackoverflow.com/users/8856169/jugraj-singh'}",True,1185,1,1,1655295812,1512462003,1655295812.0,47648963,CC BY-SA 4.0,https://stackoverflow.com/questions/47648963/aws-data-pipeline-escaping-comma-in-emr-activity-step-section,AWS Data Pipeline Escaping Comma in emr activity step section,47653511.0,,
"['amazon-web-services', 'amazon-s3', 'amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 9197872, 'reputation': 626, 'user_id': 6836002, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/8e264091de19dadfc76866762faee3e9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Navjot Singh', 'link': 'https://stackoverflow.com/users/6836002/navjot-singh'}",True,1357,1,1,1518791259,1512170099,1512218773.0,47602807,CC BY-SA 3.0,https://stackoverflow.com/questions/47602807/error-while-exporting-data-from-dynamodb-to-s3-using-amazon-data-pipeline,Error while exporting data from dynamodb to s3 using Amazon data pipeline,,,
"['apache-spark', 'environment-variables', 'hadoop-yarn', 'amazon-data-pipeline']","{'account_id': 4437860, 'reputation': 1053, 'user_id': 3613204, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/f44342a4b0f43da161fc58a315bd70b8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sanchay', 'link': 'https://stackoverflow.com/users/3613204/sanchay'}",True,888,1,1,1511949230,1511938086,,47546654,CC BY-SA 3.0,https://stackoverflow.com/questions/47546654/setting-executor-environment-variables-in-spark,Setting executor environment variables in Spark,47549779.0,,
"['apache-spark', 'emr', 'amazon-data-pipeline']","{'account_id': 4437860, 'reputation': 1053, 'user_id': 3613204, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/f44342a4b0f43da161fc58a315bd70b8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sanchay', 'link': 'https://stackoverflow.com/users/3613204/sanchay'}",True,1678,1,2,1511884604,1511883589,,47535424,CC BY-SA 3.0,https://stackoverflow.com/questions/47535424/load-props-file-in-emr-spark-application,Load props file in EMR Spark Application,47535763.0,,
