tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id
"['amazon-web-services', 'aws-lambda', 'aws-data-pipeline']","{'account_id': 17740459, 'reputation': 11, 'user_id': 12880946, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/acdea6686e8f2c20b984498e01bc4a87?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Last Effort', 'link': 'https://stackoverflow.com/users/12880946/last-effort'}",False,603,1,0,1581984728,1581446967,,60175551,CC BY-SA 4.0,https://stackoverflow.com/questions/60175551/invoke-lambda-function-from-aws-datapipeline,Invoke Lambda function from AWS DataPipeline,
"['airflow', 'amazon-data-pipeline', 'google-cloud-composer', 'aws-data-pipeline']","{'account_id': 509640, 'reputation': 349, 'user_id': 1904551, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/beac338125617c47aea5612dbf052198?s=256&d=identicon&r=PG', 'display_name': 'JW2', 'link': 'https://stackoverflow.com/users/1904551/jw2'}",True,2405,1,1,1577207855,1577134190,1577160671.0,59461165,CC BY-SA 4.0,https://stackoverflow.com/questions/59461165/airflow-tasks-that-write-files-locally-gcs,Airflow - Tasks that write files locally (GCS),
"['java', 'amazon-web-services', 'aws-data-pipeline']","{'account_id': 17335989, 'reputation': 1, 'user_id': 12557904, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mA9L3m93dvdNJHdsMHF3ziD-Poh1cXL44qVLkxvpw=k-s256', 'display_name': 'Dhruv Kumar', 'link': 'https://stackoverflow.com/users/12557904/dhruv-kumar'}",True,312,1,0,1578779010,1576665819,,59390263,CC BY-SA 4.0,https://stackoverflow.com/questions/59390263/getting-current-aws-data-pipeline-status-from-java,Getting current AWS Data Pipeline status from Java,
"['amazon-web-services', 'amazon-s3', 'amazon-dynamodb', 'aws-data-pipeline']","{'account_id': 12468843, 'reputation': 161, 'user_id': 9077750, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://graph.facebook.com/1529331723841230/picture?type=large', 'display_name': 'Love Babbar', 'link': 'https://stackoverflow.com/users/9077750/love-babbar'}",False,202,1,0,1576514024,1576229436,1576514024.0,59319632,CC BY-SA 4.0,https://stackoverflow.com/questions/59319632/duplication-of-data-using-data-pipeline,Duplication of data using data pipeline,
"['amazon-web-services', 'amazon-dynamodb', 'amazon-data-pipeline', 'aws-data-pipeline']","{'account_id': 2045696, 'reputation': 681, 'user_id': 1825820, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5bxti.jpg?s=256&g=1', 'display_name': 'venkatvb', 'link': 'https://stackoverflow.com/users/1825820/venkatvb'}",True,415,1,0,1575768243,1574258229,1574258609.0,58956058,CC BY-SA 4.0,https://stackoverflow.com/questions/58956058/increase-decrease-dynamodb-rcu-from-aws-datapipeline,Increase &amp; Decrease DynamoDb RCU from AWS DataPipeline,59231705.0
"['aws-lambda', 'aws-data-pipeline']","{'account_id': 11671865, 'reputation': 135, 'user_id': 8546670, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/41666b4d7335dd6a7b68c2b63158a1b6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Krish', 'link': 'https://stackoverflow.com/users/8546670/krish'}",False,420,0,0,1572867764,1572867764,,58692737,CC BY-SA 4.0,https://stackoverflow.com/questions/58692737/trigger-aws-lambda-function-whenever-a-new-file-arrived-on-two-different-s3-pref,Trigger AWS Lambda function whenever a new file arrived on two different s3 prefixes,
"['amazon-web-services', 'aws-glue', 'aws-batch', 'aws-data-pipeline']","{'account_id': 3641775, 'reputation': 11, 'user_id': 3035692, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a9e32a9038e307e04dfaf8f074d81de?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3035692', 'link': 'https://stackoverflow.com/users/3035692/user3035692'}",False,398,0,0,1572413487,1572392538,1572413487.0,58616846,CC BY-SA 4.0,https://stackoverflow.com/questions/58616846/aws-etl-solutions-for-small-data,AWS ETL solutions for small data,
"['github', 'aws-glue', 'aws-glue-data-catalog', 'aws-data-pipeline']","{'account_id': 15403989, 'reputation': 67, 'user_id': 11112589, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2cjHiBSM8BA/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMfggxwqOzIAN5hvkTh9QiDZDjB9w/mo/photo.jpg?sz=256', 'display_name': 'J184937', 'link': 'https://stackoverflow.com/users/11112589/j184937'}",True,1257,1,0,1571273707,1571144608,1571273707.0,58395405,CC BY-SA 4.0,https://stackoverflow.com/questions/58395405/how-to-integrate-github-with-data-catalog-in-aws-glue,How to integrate Github with Data Catalog in AWS Glue,58418397.0
"['python-3.x', 'amazon-web-services', 'aws-lambda', 'aws-data-pipeline']","{'account_id': 3219982, 'reputation': 1283, 'user_id': 2717674, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://i.stack.imgur.com/V0VU6.jpg?s=256&g=1', 'display_name': 'Juhan', 'link': 'https://stackoverflow.com/users/2717674/juhan'}",True,1234,2,0,1594702524,1569411865,1569412305.0,58097603,CC BY-SA 4.0,https://stackoverflow.com/questions/58097603/pass-parameter-to-aws-data-pipeline-built-in-template-from-lambda-function,Pass parameter to AWS Data pipeline - Built in template from Lambda function,
"['amazon-s3', 'apache-pig', 'amazon-athena', 'aws-data-pipeline']","{'account_id': 6939979, 'reputation': 61, 'user_id': 5326697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/213d2096798069890e517a735d44fc01?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'manojd7sto', 'link': 'https://stackoverflow.com/users/5326697/manojd7sto'}",False,38,0,1,1567564492,1567564492,,57780763,CC BY-SA 4.0,https://stackoverflow.com/questions/57780763/is-there-a-way-pigactivity-in-aws-pipeline-can-read-schema-from-athena-tables-cr,Is there a way PigActivity in AWS Pipeline can read schema from Athena tables created on S3 buckets,
"['amazon-web-services', 'amazon-s3', 'aws-lambda', 'aws-glue', 'aws-data-pipeline']","{'account_id': 7084284, 'reputation': 37662, 'user_id': 5421539, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/e7d7d3f1b775287a7a9eaed48446380c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Joey Yi Zhao', 'link': 'https://stackoverflow.com/users/5421539/joey-yi-zhao'}",False,94,1,0,1565228657,1565220967,,57403438,CC BY-SA 4.0,https://stackoverflow.com/questions/57403438/looking-for-a-better-way-to-visualize-data-lake-pipeline-on-aws,looking for a better way to visualize data lake pipeline on AWS,
"['amazon-s3', 'amazon-redshift', 'aws-glue-data-catalog', 'aws-data-pipeline']","{'account_id': 4248621, 'reputation': 3979, 'user_id': 3476463, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/50ee6d47b80ab2b19986e685bf98ac22?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3476463', 'link': 'https://stackoverflow.com/users/3476463/user3476463'}",True,10283,1,0,1562823959,1562782915,1562783173.0,56976556,CC BY-SA 4.0,https://stackoverflow.com/questions/56976556/create-user-with-access-to-view-in-redshift,Create user with access to view in redshift,
"['amazon-web-services', 'amazon-s3', 'amazon-rds', 'aws-data-pipeline']","{'account_id': 5288199, 'reputation': 2912, 'user_id': 4221475, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/056cd7d352c3d878f858b94da083f028?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sachin', 'link': 'https://stackoverflow.com/users/4221475/sachin'}",False,166,0,2,1558688260,1558688260,,56289157,CC BY-SA 4.0,https://stackoverflow.com/questions/56289157/data-pipeline-stop-creating-empty-file-in-s3,Data Pipeline: Stop creating empty file in S3,
['aws-data-pipeline'],"{'account_id': 418461, 'reputation': 113, 'user_id': 795028, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/041ebdc3d15b6149a41d6cc080c38375?s=256&d=identicon&r=PG', 'display_name': 'user795028', 'link': 'https://stackoverflow.com/users/795028/user795028'}",False,281,0,1,1557410866,1557410866,,56061303,CC BY-SA 4.0,https://stackoverflow.com/questions/56061303/shellcommandactivity-timing-out-despite-setting-3-hours-as-the-timeout-value,ShellCommandActivity timing out despite setting 3 hours as the timeout value,
"['aws-lambda', 'amazon-dynamodb', 'aws-glue', 'aws-batch', 'aws-data-pipeline']","{'account_id': 7300687, 'reputation': 7252, 'user_id': 5563569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8f27ef2a3b6c56f2dc110e4f9cd4498?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Matthew Pope', 'link': 'https://stackoverflow.com/users/5563569/matthew-pope'}",True,1007,1,2,1554583984,1554481409,1554526091.0,55539727,CC BY-SA 4.0,https://stackoverflow.com/questions/55539727/export-existing-dynamodb-items-to-lambda-function,Export existing DynamoDB items to Lambda Function,
"['amazon-web-services', 'amazon-rds', 'aws-data-pipeline']","{'account_id': 7205288, 'reputation': 55, 'user_id': 5501109, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/zb1Ft.jpg?s=256&g=1', 'display_name': 'Vijayasarathi Balasubramanian', 'link': 'https://stackoverflow.com/users/5501109/vijayasarathi-balasubramanian'}",False,1059,2,0,1553833589,1553820494,1553830124.0,55408978,CC BY-SA 4.0,https://stackoverflow.com/questions/55408978/copy-data-from-postgresql-to-s3-using-aws-data-pipeline,Copy data from PostgreSQL to S3 using AWS Data Pipeline,
['aws-data-pipeline'],"{'account_id': 15531632, 'reputation': 51, 'user_id': 11204973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4c314e2f77258dcfb456d13ad71d323?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user11204973', 'link': 'https://stackoverflow.com/users/11204973/user11204973'}",False,123,1,1,1552591563,1552589656,,55170067,CC BY-SA 4.0,https://stackoverflow.com/questions/55170067/has-anyone-used-aws-system-manager-parameter-in-data-pipeline-to-allocate-value,"Has anyone used AWS system manager parameter in data pipeline, to allocate value to a parameter in pipeline?",
"['mysql', 'amazon-web-services', 'google-cloud-platform', 'google-bigquery', 'aws-data-pipeline']","{'account_id': 14327429, 'reputation': 3, 'user_id': 10349123, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-U2061mui38Q/AAAAAAAAAAI/AAAAAAAAADQ/s6ygZZXpwto/photo.jpg?sz=256', 'display_name': 'Buddhika Sameera', 'link': 'https://stackoverflow.com/users/10349123/buddhika-sameera'}",True,752,2,0,1553660890,1552227110,1553660890.0,55088530,CC BY-SA 4.0,https://stackoverflow.com/questions/55088530/aws-mysql-to-gcp-bigquery-data-migration,AWS MySQL to GCP BigQuery data migration,55089966.0
"['amazon-web-services', 'aws-step-functions', 'aws-data-pipeline']","{'account_id': 3213692, 'reputation': 621, 'user_id': 3450425, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/4S7F2.jpg?s=256&g=1', 'display_name': 'archilius', 'link': 'https://stackoverflow.com/users/3450425/archilius'}",True,8594,1,33,1552045067,1552042223,,55061621,CC BY-SA 4.0,https://stackoverflow.com/questions/55061621/aws-data-pipeline-vs-step-functions,AWS Data Pipeline vs Step Functions,55062474.0
"['amazon-web-services', 'aws-lambda', 'aws-data-pipeline']","{'account_id': 6419318, 'reputation': 276, 'user_id': 4976444, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/91164741fa13660be3d04eb0e1bbbee0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'paramvir', 'link': 'https://stackoverflow.com/users/4976444/paramvir'}",True,476,2,0,1552212880,1550814444,,54820791,CC BY-SA 4.0,https://stackoverflow.com/questions/54820791/aws-data-pipeline-dump-data-to-3-s3-nodes,AWS data pipeline: dump data to 3 s3 nodes,55086612.0
"['sql-server', 'amazon-web-services', 'aws-data-pipeline']","{'account_id': 9537601, 'reputation': 617, 'user_id': 7087214, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://lh3.googleusercontent.com/-61TLT5pQPy0/AAAAAAAAAAI/AAAAAAAAGf8/Khtgfog0CEI/photo.jpg?sz=256', 'display_name': 'PyRaider', 'link': 'https://stackoverflow.com/users/7087214/pyraider'}",False,115,1,0,1550789525,1550613131,1550618936.0,54775511,CC BY-SA 4.0,https://stackoverflow.com/questions/54775511/aws-datapipeline-insert-status-with-sqlactivity,AWS DataPipeline insert status with SQLActivity,
"['pyspark', 'spark-streaming', 'amazon-emr', 'amazon-kinesis', 'aws-data-pipeline']","{'account_id': 3465398, 'reputation': 91, 'user_id': 3061091, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f00ff00db03e5c5cb5d831896c040dd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'RockerZ', 'link': 'https://stackoverflow.com/users/3061091/rockerz'}",True,733,2,1,1549173292,1549162738,,54499585,CC BY-SA 4.0,https://stackoverflow.com/questions/54499585/spark-streaming-scheduling-best-practices,Spark Streaming scheduling best practices,54499721.0
"['amazon-web-services', 'amazon-s3', 'amazon-ec2', 'amazon-data-pipeline', 'aws-data-pipeline']","{'account_id': 13766216, 'reputation': 51, 'user_id': 9934737, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-I8ZINZJj52U/AAAAAAAAAAI/AAAAAAAAAAc/tNHrfBVEBOo/photo.jpg?sz=256', 'display_name': 'jeroen', 'link': 'https://stackoverflow.com/users/9934737/jeroen'}",True,2949,2,5,1606128831,1549013235,,54476502,CC BY-SA 4.0,https://stackoverflow.com/questions/54476502/aws-data-pipeline-issue-with-permissions-s3-access-for-iam-role,AWS Data Pipeline: Issue with permissions S3 Access for IAM role,
"['amazon-web-services', 'hive', 'hiveql', 'aws-data-pipeline']","{'account_id': 2043101, 'reputation': 4227, 'user_id': 1823822, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/f285ae8337ab4f02e0853a9af5a735c9?s=256&d=identicon&r=PG', 'display_name': 'Joy', 'link': 'https://stackoverflow.com/users/1823822/joy'}",False,71,1,1,1550792315,1548153648,,54306427,CC BY-SA 4.0,https://stackoverflow.com/questions/54306427/processing-parameters-passed-to-sql-activity-in-aws-data-pipeline,Processing parameters passed to SQL activity in AWS data pipeline,
"['amazon-web-services', 'aws-data-pipeline']","{'account_id': 10374987, 'reputation': 385, 'user_id': 7651428, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-dQn_IRRy1YM/AAAAAAAAAAI/AAAAAAAAHaw/6RWmieBuIKk/photo.jpg?sz=256', 'display_name': 'Njoi', 'link': 'https://stackoverflow.com/users/7651428/njoi'}",False,39,1,0,1551892019,1543242022,,53483115,CC BY-SA 4.0,https://stackoverflow.com/questions/53483115/how-to-give-access-to-a-user-in-one-aws-account-to-aws-datapipeline-in-another-a,how to give access to a user in one AWS account to AWS datapipeline in another account?,
"['python', 'amazon-web-services', 'etl', 'aws-glue', 'aws-data-pipeline']","{'account_id': 3275208, 'reputation': 6401, 'user_id': 2757483, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://graph.facebook.com/7812459/picture?type=large', 'display_name': 'Jackson', 'link': 'https://stackoverflow.com/users/2757483/jackson'}",False,578,0,3,1542489624,1542489624,,53355692,CC BY-SA 4.0,https://stackoverflow.com/questions/53355692/import-file-data-from-s3-into-rds-with-transformation-steps,Import file data from S3 into RDS with transformation steps,
"['amazon-web-services', 'amazon-iam', 'aws-data-pipeline']","{'account_id': 5499619, 'reputation': 71, 'user_id': 4369359, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-59BwGwtLoJM/AAAAAAAAAAI/AAAAAAAAAAA/SrmKLQl-_eE/photo.jpg?sz=256', 'display_name': 'Knut Hellan', 'link': 'https://stackoverflow.com/users/4369359/knut-hellan'}",True,3486,1,3,1541668511,1541598047,1541668211.0,53190613,CC BY-SA 4.0,https://stackoverflow.com/questions/53190613/permissions-for-creating-and-attaching-ebs-volume-to-an-ec2resource-i-aws-data-p,Permissions for creating and attaching EBS Volume to an EC2Resource i AWS Data Pipeline,
"['amazon-emr', 'aws-data-pipeline']","{'account_id': 5733027, 'reputation': 830, 'user_id': 4527988, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/e842bfa6a82350b00870a9b007d8353b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Raghav salotra', 'link': 'https://stackoverflow.com/users/4527988/raghav-salotra'}",False,103,0,1,1541238199,1540967915,,53077646,CC BY-SA 4.0,https://stackoverflow.com/questions/53077646/how-to-run-multiple-steps-in-aws-data-pipeline-using-aws-console,How to run multiple steps in aws data pipeline using aws console,
"['database', 'amazon-web-services', 'aws-glue', 'aws-data-pipeline']","{'account_id': 9558533, 'reputation': 117, 'user_id': 7100210, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32e82c5bafa5443cf486121705f1e1e2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Juan', 'link': 'https://stackoverflow.com/users/7100210/juan'}",True,1062,1,0,1687085954,1538577948,1687085954.0,52629720,CC BY-SA 4.0,https://stackoverflow.com/questions/52629720/aws-copy-data-from-one-database-to-another,AWS Copy data from one database to another,52629879.0
"['elastic-ip', 'aws-data-pipeline']","{'account_id': 162723, 'reputation': 23, 'user_id': 384365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80f1018b12128ab36dd0cbf559032819?s=256&d=identicon&r=PG', 'display_name': 'J2James', 'link': 'https://stackoverflow.com/users/384365/j2james'}",False,236,1,0,1540957121,1534847904,,51946826,CC BY-SA 4.0,https://stackoverflow.com/questions/51946826/associate-elastic-ip-with-scheduled-aws-data-pipeline,Associate Elastic IP with scheduled AWS data pipeline,
"['amazon-web-services', 'aws-cloudformation', 'aws-data-pipeline']","{'account_id': 7291276, 'reputation': 133, 'user_id': 5557594, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/aa543d5d31b164e0aa2b9d1b6b03b2f6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Achal', 'link': 'https://stackoverflow.com/users/5557594/achal'}",False,3393,1,1,1533835676,1533749673,,51752549,CC BY-SA 4.0,https://stackoverflow.com/questions/51752549/unresolved-resource-dependencies-defaultschedule-in-the-resources-block-of-the,Unresolved resource dependencies [DefaultSchedule] in the Resources block of the template,
"['java', 'amazon-web-services', 'amazon-data-pipeline', 'data-pipeline', 'aws-data-pipeline']","{'account_id': 4281018, 'reputation': 31, 'user_id': 3500384, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1807526519/picture?type=large', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/3500384/matt'}",True,196,1,1,1533669819,1533570296,,51711338,CC BY-SA 4.0,https://stackoverflow.com/questions/51711338/aws-datapipeline-incorrect-java-version,AWS Datapipeline incorrect java version,
"['amazon-web-services', 'amazon-s3', 'amazon-cloudwatch', 'aws-data-pipeline']","{'account_id': 8444396, 'reputation': 75, 'user_id': 6335661, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-9jQqgf-UmH8/AAAAAAAAAAI/AAAAAAAAAZs/Oc10yUgd6d8/photo.jpg?sz=256', 'display_name': 'Aritra Kundu', 'link': 'https://stackoverflow.com/users/6335661/aritra-kundu'}",True,2917,1,0,1647857270,1532616547,,51541751,CC BY-SA 4.0,https://stackoverflow.com/questions/51541751/alarm-when-object-size-in-s3-bucket-exceeds-threshold,Alarm when object size in S3 bucket exceeds threshold,
"['mysql', 'amazon-web-services', 'amazon-redshift', 'amazon-data-pipeline', 'aws-data-pipeline']","{'account_id': 4531730, 'reputation': 1201, 'user_id': 3681970, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/212deb59fc5d8910247e33eb41225d76?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3681970', 'link': 'https://stackoverflow.com/users/3681970/user3681970'}",False,299,1,0,1529567839,1529564824,,50962392,CC BY-SA 4.0,https://stackoverflow.com/questions/50962392/default-datetime-with-aws-data-pipeline,Default datetime with AWS Data Pipeline,
"['amazon-web-services', 'amazon-data-pipeline', 'aws-data-pipeline']","{'account_id': 13601964, 'reputation': 11, 'user_id': 9812396, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a84f0fd6824f247a7ec1434f2954cb0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'acs', 'link': 'https://stackoverflow.com/users/9812396/acs'}",True,1053,1,0,1526874802,1526679136,,50419526,CC BY-SA 4.0,https://stackoverflow.com/questions/50419526/load-csv-file-from-s3-to-rds-mysql-using-aws-data-pipeline,Load csv file from S3 to RDS Mysql using AWS data pipeline,
"['amazon-web-services', 'amazon-s3', 'amazon-redshift', 'aws-glue', 'aws-data-pipeline']","{'account_id': 3136885, 'reputation': 1334, 'user_id': 2653232, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/564cc228ccad9693ce46ab587ddcded9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Spark-Beginner', 'link': 'https://stackoverflow.com/users/2653232/spark-beginner'}",True,7238,2,5,1585961766,1510741425,1585961766.0,47304870,CC BY-SA 4.0,https://stackoverflow.com/questions/47304870/scheduling-data-extraction-from-aws-redshift-to-s3,Scheduling data extraction from AWS Redshift to S3,47318157.0
