tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
"['data-warehouse', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 3275445, 'reputation': 61, 'user_id': 6316769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04f77167f6ebe75baee2dae1080853f4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'xmlapi', 'link': 'https://stackoverflow.com/users/6316769/xmlapi'}",False,30,1,0,1683690585,1683651938,76211831,CC BY-SA 4.0,https://stackoverflow.com/questions/76211831/formula-to-determine-sql-pool-distribution-type,Formula to determine SQL Pool Distribution type,,,,
"['sql-server', 'azure', 'azure-synapse']","{'account_id': 3909165, 'reputation': 2351, 'user_id': 3234994, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/14d7086b9ed75eb2cb9698714fd3498d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'LearneR', 'link': 'https://stackoverflow.com/users/3234994/learner'}",True,55,1,0,1683695151,1683612090,76206277,CC BY-SA 4.0,https://stackoverflow.com/questions/76206277/how-to-get-the-security-id-of-the-user-who-is-connecting-to-our-azure-synapse-da,How to get the security ID of the user who is connecting to our Azure Synapse database?,,,,
"['pyspark', 'azure-synapse']","{'account_id': 17666594, 'reputation': 137, 'user_id': 16898658, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/393d65d68b41c38b04573c861a20d3f8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'azuresnowflake1', 'link': 'https://stackoverflow.com/users/16898658/azuresnowflake1'}",False,66,1,1,1683631055,1683596251,76205321,CC BY-SA 4.0,https://stackoverflow.com/questions/76205321/how-can-we-write-to-azure-synapse-dedicated-sql-pool-tables-from-synapse-with-se,How can we write to Azure Synapse dedicated SQL pool tables from synapse with Service Principal authentication?,,,,
"['azure-data-factory', 'azure-synapse', 'power-automate']","{'account_id': 9579101, 'reputation': 2061, 'user_id': 7114196, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/52f4a022cf34135922e3bc314591217f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kenny_I', 'link': 'https://stackoverflow.com/users/7114196/kenny-i'}",True,574,1,0,1683616576,1683549531,76200692,CC BY-SA 4.0,https://stackoverflow.com/questions/76200692/possible-to-create-a-pipeline-run-of-synapse-from-power-automate,Possible to Create a pipeline run of Synapse from Power Automate?,,76206760.0,,
"['python', 'pandas', 'pyodbc', 'azure-synapse']","{'account_id': 11569978, 'reputation': 11, 'user_id': 8477036, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b214754efee92321dadc04437b2f19c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'BestZz', 'link': 'https://stackoverflow.com/users/8477036/bestzz'}",False,113,1,0,1683547631,1683423279,76191870,CC BY-SA 4.0,https://stackoverflow.com/questions/76191870/i-got-typeerror-nonetype-object-is-not-iterable-when-run-in-the-first-of-time,I got TypeError: &#39;NoneType&#39; object is not iterable When run in the first of time,1683424996.0,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'azure-eventgrid']","{'account_id': 12333660, 'reputation': 73, 'user_id': 8998706, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29c6c9a368cf1ef545b14f6aa49557a1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pirate_shady', 'link': 'https://stackoverflow.com/users/8998706/pirate-shady'}",False,84,1,0,1690868091,1683407932,76191196,CC BY-SA 4.0,https://stackoverflow.com/questions/76191196/trigger-azure-synapse-pipeline-only-when-multiple-events-hit-event-grid-topic,Trigger azure synapse pipeline only when multiple events hit event grid topic?,1690868091.0,,,
"['apache-spark', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 5627603, 'reputation': 1121, 'user_id': 4455524, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc9c0fb291a5446725d8d334f69f4531?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'David Beavon', 'link': 'https://stackoverflow.com/users/4455524/david-beavon'}",False,61,0,0,1683311459,1683311459,76185038,CC BY-SA 4.0,https://stackoverflow.com/questions/76185038/spark-job-in-synapse-cannot-be-viewed-in-monitoring-portal-error-message-is-fe,Spark Job in Synapse cannot be viewed in monitoring portal - Error Message is Fetching Failed,,,,
"['pyspark', 'azure-databricks', 'azure-synapse']","{'account_id': 12077235, 'reputation': 447, 'user_id': 8830246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/66fbb8f8127daeda3976d51df10a81a6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Santosh K', 'link': 'https://stackoverflow.com/users/8830246/santosh-k'}",True,101,1,0,1690868119,1683279919,76180881,CC BY-SA 4.0,https://stackoverflow.com/questions/76180881/synapse-apache-pool-how-many-concurrent-sessions-notebooks-are-possible-for-o,Synapse Apache pool: how many concurrent sessions (notebooks) are possible for one apache pool?,1690868119.0,,,
"['pyspark', 'apache-spark-sql', 'azure-synapse', 'spark-notebook']","{'account_id': 15824364, 'reputation': 69, 'user_id': 11417771, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-VKaL1C1NtbI/AAAAAAAAAAI/AAAAAAAAAFk/0HdxPxf5ymA/photo.jpg?sz=256', 'display_name': 'Chad Goldsworthy', 'link': 'https://stackoverflow.com/users/11417771/chad-goldsworthy'}",True,155,1,0,1683293766,1683279114,76180772,CC BY-SA 4.0,https://stackoverflow.com/questions/76180772/mapping-spark-dataframe-columns-to-sql-table-columns-in-azure-synapse-notebook,Mapping Spark Dataframe Columns to SQL Table Columns in Azure Synapse Notebook,1683290061.0,,,
"['sql', 'azure-synapse']","{'account_id': 11740414, 'reputation': 13, 'user_id': 8592933, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/807bd3071209eaa4780fb96210108582?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Zachary Roberts', 'link': 'https://stackoverflow.com/users/8592933/zachary-roberts'}",False,165,2,0,1683516334,1683237610,76177619,CC BY-SA 4.0,https://stackoverflow.com/questions/76177619/sql-query-to-calculate-daily-inventory-over-a-date-range,SQL Query to calculate daily inventory over a date range,1683248194.0,,,
"['azure-synapse', 'delta-lake', 'azure-synapse-analytics']","{'account_id': 27784187, 'reputation': 15, 'user_id': 21211977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12935ef632ee7eeacaa02854ca2c4601?s=256&d=identicon&r=PG', 'display_name': 'Tacti', 'link': 'https://stackoverflow.com/users/21211977/tacti'}",False,229,1,0,1690868100,1683207692,76173870,CC BY-SA 4.0,https://stackoverflow.com/questions/76173870/what-version-of-delta-lake-is-supported-by-synapse-built-in-sql-pool,What version of Delta Lake is supported by Synapse built-in SQL pool,1690868100.0,,,
"['sql-server', 'azure-synapse', 'sqlcmd']","{'account_id': 49433, 'reputation': 26910, 'user_id': 147175, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/PyWe3.jpg?s=256&g=1', 'display_name': 'Scott Stensland', 'link': 'https://stackoverflow.com/users/147175/scott-stensland'}",True,908,1,1,1683536589,1683122324,76164743,CC BY-SA 4.0,https://stackoverflow.com/questions/76164743/sqlcmd-error-there-are-no-batches-in-the-input-script-only-if-sql-file-contains,sqlcmd error There are no batches in the input script. only if sql file contains GO,,76199047.0,,
"['azure', 'apache-spark-sql', 'azure-synapse', 'delta-lake']","{'account_id': 27812751, 'reputation': 7, 'user_id': 21234822, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb88b69b3cdb1ba952f69ab2cce3a81d?s=256&d=identicon&r=PG', 'display_name': 'david', 'link': 'https://stackoverflow.com/users/21234822/david'}",False,37,0,0,1690872853,1683108893,76162705,CC BY-SA 4.0,https://stackoverflow.com/questions/76162705/sample-data-from-columns-in-synapse-delta-table,sample data from columns in synapse delta table,1690872853.0,,,
"['sql-server', 'azure-data-factory', 'etl', 'azure-synapse', 'data-transfer']","{'account_id': 25723294, 'reputation': 29, 'user_id': 19480016, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28df296179e99405907f5a2bd05bfa7b?s=256&d=identicon&r=PG', 'display_name': 'AntonyJ', 'link': 'https://stackoverflow.com/users/19480016/antonyj'}",True,188,1,0,1683235079,1683106019,76162322,CC BY-SA 4.0,https://stackoverflow.com/questions/76162322/delete-records-in-sink-table-when-they-get-removed-in-source-table-while-syncing,Delete records in sink table when they get removed in source table while syncing incremental from two different environments,1683106788.0,76177167.0,,
"['sql', 'azure-synapse']","{'account_id': 16561890, 'reputation': 67, 'user_id': 11967604, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10220158805542679/picture?type=large', 'display_name': 'RobbeVL', 'link': 'https://stackoverflow.com/users/11967604/robbevl'}",True,59,2,0,1683125787,1683102804,76161895,CC BY-SA 4.0,https://stackoverflow.com/questions/76161895/sql-ytd-grouping,SQL YTD + Grouping,1683108269.0,,,
"['azure', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 3275445, 'reputation': 61, 'user_id': 6316769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04f77167f6ebe75baee2dae1080853f4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'xmlapi', 'link': 'https://stackoverflow.com/users/6316769/xmlapi'}",False,149,1,0,1683192727,1683042681,76156684,CC BY-SA 4.0,https://stackoverflow.com/questions/76156684/azure-synapse-pipeline-create-ddl-on-the-fly,Azure Synapse Pipeline - Create DDL on the fly,,,,
"['sql-server', 'azure-synapse', 'sqlcmd']","{'account_id': 49433, 'reputation': 26910, 'user_id': 147175, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/PyWe3.jpg?s=256&g=1', 'display_name': 'Scott Stensland', 'link': 'https://stackoverflow.com/users/147175/scott-stensland'}",True,200,1,0,1683038997,1683038146,76155986,CC BY-SA 4.0,https://stackoverflow.com/questions/76155986/sqlcmd-error-microsoft-odbc-driver-17-for-sql-server-setting-quoted-identifi,Sqlcmd: Error: Microsoft ODBC Driver 17 for SQL Server : Setting QUOTED_IDENTIFIER to &#39;OFF&#39; is not supported,1683038647.0,76156120.0,,
"['azure-synapse', 'invoke-sqlcmd', 'azure-synapse-analytics']","{'account_id': 17666594, 'reputation': 137, 'user_id': 16898658, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/393d65d68b41c38b04573c861a20d3f8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'azuresnowflake1', 'link': 'https://stackoverflow.com/users/16898658/azuresnowflake1'}",False,300,1,1,1683191566,1683033662,76155313,CC BY-SA 4.0,https://stackoverflow.com/questions/76155313/how-can-i-connect-to-azure-synapse-dedicated-sql-pool-sql-dw-from-powershell,How can I connect to Azure Synapse Dedicated SQL pool ( SQL DW) from powershell using service principal authentication?,,,,
"['azure', 'apache-spark', 'pyspark', 'azure-synapse', 'azure-log-analytics']","{'account_id': 25538663, 'reputation': 135, 'user_id': 19325203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxj7e02M-a3lRECfYqMiqImAUzpAyWn4D6mU3V6=k-s256', 'display_name': 'coding', 'link': 'https://stackoverflow.com/users/19325203/coding'}",True,179,1,0,1683293849,1683015370,76152952,CC BY-SA 4.0,https://stackoverflow.com/questions/76152952/pyspark-read-log-analytics-table-through-a-synapse-notebook,Pyspark - Read Log Analytics table through a Synapse Notebook,,76182809.0,,
"['azure', 'azure-synapse', 'azure-data-lake', 'azure-data-lake-gen2', 'azure-synapse-pipeline']","{'account_id': 49433, 'reputation': 26910, 'user_id': 147175, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/PyWe3.jpg?s=256&g=1', 'display_name': 'Scott Stensland', 'link': 'https://stackoverflow.com/users/147175/scott-stensland'}",False,228,1,1,1682799223,1682778258,76136732,CC BY-SA 4.0,https://stackoverflow.com/questions/76136732/azure-synapse-pipeline-how-to-execute-each-file-as-sql-script,Azure Synapse Pipeline How to execute each file as sql script?,1682792136.0,,,
"['azure-synapse', 'delta-lake', 'azure-synapse-analytics']","{'account_id': 5677276, 'reputation': 152, 'user_id': 4489952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3377ec56881c0970e672e45b73ebd7f2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Heether', 'link': 'https://stackoverflow.com/users/4489952/heether'}",False,113,1,0,1683038461,1682760288,76135458,CC BY-SA 4.0,https://stackoverflow.com/questions/76135458/synpase-views-error-duplicate-column-ordinal-cannot-be-provided-in-with-schema-c,Synpase views error Duplicate column ordinal cannot be provided in WITH schema clause,1682777356.0,,,
"['azure', 'pyspark', 'databricks', 'azure-synapse', 'azure-log-analytics']","{'account_id': 25538663, 'reputation': 135, 'user_id': 19325203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxj7e02M-a3lRECfYqMiqImAUzpAyWn4D6mU3V6=k-s256', 'display_name': 'coding', 'link': 'https://stackoverflow.com/users/19325203/coding'}",True,130,1,0,1682757086,1682696413,76131179,CC BY-SA 4.0,https://stackoverflow.com/questions/76131179/pyspark-is-it-possible-to-write-a-pyspark-dataframe-to-a-custom-log-table-in-l,Pyspark - Is it possible to write a pyspark dataframe to a custom log table in Log Analytics workspace,1682707805.0,76135254.0,,
"['azure', 'logging', 'azure-synapse']","{'account_id': 28355562, 'reputation': 31, 'user_id': 21686364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80b12a22ea5c2e0640b8dffe2cd2f8b5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SOUser', 'link': 'https://stackoverflow.com/users/21686364/souser'}",False,164,1,0,1686087523,1682682503,76129277,CC BY-SA 4.0,https://stackoverflow.com/questions/76129277/how-to-find-the-debug-run-details-for-azure-synapse-analytics-in-azure-synapse-l,How to find the debug run details for Azure Synapse Analytics in Azure Synapse logs?,,,,
"['azure', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 25949338, 'reputation': 29, 'user_id': 19667619, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkIWpDbbIhQJ8YAlwOwM-w6JC22N0hQhuBg6NAG=k-s256', 'display_name': 'Vivek KB', 'link': 'https://stackoverflow.com/users/19667619/vivek-kb'}",False,39,1,0,1682675765,1682606755,76121739,CC BY-SA 4.0,https://stackoverflow.com/questions/76121739/conversion-failed-when-converting-smalldatetime-values-stored-as-varchar-to-date,Conversion failed when converting SMALLDATETIME values stored as VARCHAR to DATE,,,,
"['azure', 'apache-spark', 'azure-synapse']","{'account_id': 18783763, 'reputation': 45, 'user_id': 13697807, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/efde7ba435cbffc9f8f33dccdfebfa61?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Su1tan', 'link': 'https://stackoverflow.com/users/13697807/su1tan'}",False,94,1,0,1683023449,1682601941,76120969,CC BY-SA 4.0,https://stackoverflow.com/questions/76120969/how-to-handle-binary-datatype-while-using-spark-cdm-connector-in-azure-synapse-a,How to handle binary datatype while using Spark CDM connector in Azure Synapse Analytics,1683022775.0,,,
"['sql', 'insert', 'data-warehouse', 'azure-synapse']","{'account_id': 6261038, 'reputation': 35, 'user_id': 4868188, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8R2CNeSEEsk/AAAAAAAAAAI/AAAAAAAAASQ/pfos_-1EaJc/photo.jpg?sz=256', 'display_name': 'Monika Patel', 'link': 'https://stackoverflow.com/users/4868188/monika-patel'}",False,141,1,0,1682678058,1682600241,76120714,CC BY-SA 4.0,https://stackoverflow.com/questions/76120714/azure-synapse-creating-random-duplicate-data-while-inserting-from-staging-to-fin,Azure Synapse Creating random duplicate data while inserting from staging to final table,,,,
"['sql', 'mysql', 'data-analysis', 'azure-synapse', 'analysis']","{'account_id': 2635502, 'reputation': 464, 'user_id': 2280309, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/d09f44d056b142e80a35c130b66c6eef?s=256&d=identicon&r=PG', 'display_name': 'KBR', 'link': 'https://stackoverflow.com/users/2280309/kbr'}",False,95,0,0,1682636168,1682572602,76116957,CC BY-SA 4.0,https://stackoverflow.com/questions/76116957/update-string-column-having-array-of-json-strings-using-sql,Update string column having array of json strings using SQL,1682636168.0,,,
"['powershell', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 16301807, 'reputation': 1, 'user_id': 11772728, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9f7d5d3b70ee9c8e5e8483fb7df9df4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'DevFahim', 'link': 'https://stackoverflow.com/users/11772728/devfahim'}",False,115,1,0,1682576563,1682548166,76115519,CC BY-SA 4.0,https://stackoverflow.com/questions/76115519/how-to-create-restore-point-or-bacpac-file-for-azure-synapse-dedicated-sql-pool,How to create restore point or bacpac file for Azure Synapse Dedicated SQL Pool using Azure Powershell or GitHub Action,,,,
"['azure', 'apache-spark', 'pyspark', 'apache-spark-sql', 'azure-synapse']","{'account_id': 25538663, 'reputation': 135, 'user_id': 19325203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxj7e02M-a3lRECfYqMiqImAUzpAyWn4D6mU3V6=k-s256', 'display_name': 'coding', 'link': 'https://stackoverflow.com/users/19325203/coding'}",False,156,1,0,1684792856,1682518104,76111761,CC BY-SA 4.0,https://stackoverflow.com/questions/76111761/pyspark-get-all-the-count-rows-of-tables-in-azure-synapse-workspace-and-stored,Pyspark - get all the count rows of tables in azure synapse workspace and stored that data into a dataframe,,,,
"['azure', 'azure-synapse', 'quota']","{'account_id': 28415693, 'reputation': 1, 'user_id': 21738483, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1dbe4f8b6b3af6f6514cbfe3620083e0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Enrique Trejo', 'link': 'https://stackoverflow.com/users/21738483/enrique-trejo'}",False,204,1,0,1690868161,1682452520,76104944,CC BY-SA 4.0,https://stackoverflow.com/questions/76104944/synapse-spark-pool-limit-quota,Synapse Spark Pool - limit Quota,1690868161.0,,,
"['string', 'apache-spark', 'pyspark', 'azure-synapse']","{'account_id': 28415113, 'reputation': 3, 'user_id': 21737984, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a59e9ee56ffa5924c14cbb42a17e7ba?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'multiblue', 'link': 'https://stackoverflow.com/users/21737984/multiblue'}",True,74,1,0,1682483771,1682450903,76104754,CC BY-SA 4.0,https://stackoverflow.com/questions/76104754/quickest-nicest-way-to-add-leading-zeroes-between-indefinite-number-of-dots,Quickest/nicest way to add leading zeroes between indefinite number of dots,1682453148.0,76107201.0,,
"['internet-explorer', 'ssms', 'azure-synapse', 'multi-factor-authentication']","{'account_id': 11158976, 'reputation': 1019, 'user_id': 8189772, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/98564458b32cfbcaab14e9e5b9ea9fb9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SRP', 'link': 'https://stackoverflow.com/users/8189772/srp'}",False,139,1,0,1682423946,1682414829,76099598,CC BY-SA 4.0,https://stackoverflow.com/questions/76099598/error-while-signing-into-azure-data-warehouse-using-ssms-from-internet-explorer,Error while signing into Azure Data warehouse using SSMS from Internet explorer,,,,
"['python', 'apache-spark', 'pip', 'azure-synapse', 'sentence-transformers']","{'account_id': 7026559, 'reputation': 880, 'user_id': 5383733, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10207235696638359/picture?type=large', 'display_name': 'Haritha Thilakarathne', 'link': 'https://stackoverflow.com/users/5383733/haritha-thilakarathne'}",True,253,2,0,1682500292,1682388252,76097199,CC BY-SA 4.0,https://stackoverflow.com/questions/76097199/install-sentence-transformers-as-a-workspace-package-on-azure-synapse-analytics,Install Sentence-Transformers as a Workspace package on Azure Synapse Analytics,,76107950.0,,
"['azure', 'apache-spark', 'pyspark', 'azure-synapse']","{'account_id': 25538663, 'reputation': 135, 'user_id': 19325203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxj7e02M-a3lRECfYqMiqImAUzpAyWn4D6mU3V6=k-s256', 'display_name': 'coding', 'link': 'https://stackoverflow.com/users/19325203/coding'}",True,458,1,0,1682353597,1682340909,76092138,CC BY-SA 4.0,https://stackoverflow.com/questions/76092138/pyspark-get-all-the-contents-of-containers-folder-in-a-list-azure-synapse-work,Pyspark - get all the contents of containers folder in a list azure synapse workspace and stored that data,,76094050.0,,
"['azure', 'apache-spark', 'pyspark', 'azure-synapse', 'johnsnowlabs-spark-nlp']","{'account_id': 7026559, 'reputation': 880, 'user_id': 5383733, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10207235696638359/picture?type=large', 'display_name': 'Haritha Thilakarathne', 'link': 'https://stackoverflow.com/users/5383733/haritha-thilakarathne'}",False,106,0,0,1682590782,1682328046,76090413,CC BY-SA 4.0,https://stackoverflow.com/questions/76090413/how-to-install-spark-nlp-on-azure-synapse-spark-pools,How to install Spark NLP on Azure Synapse Spark Pools?,1682590782.0,,,
"['python', 'sql', 'pyspark', 'hex', 'azure-synapse']","{'account_id': 16561890, 'reputation': 67, 'user_id': 11967604, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10220158805542679/picture?type=large', 'display_name': 'RobbeVL', 'link': 'https://stackoverflow.com/users/11967604/robbevl'}",False,76,1,1,1685098589,1682327373,76090309,CC BY-SA 4.0,https://stackoverflow.com/questions/76090309/unhex-a-value-conversion-sql,Unhex a value Conversion - SQL,1685098589.0,,,
"['azure', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 49433, 'reputation': 26910, 'user_id': 147175, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/PyWe3.jpg?s=256&g=1', 'display_name': 'Scott Stensland', 'link': 'https://stackoverflow.com/users/147175/scott-stensland'}",True,134,1,0,1682677404,1682258682,76085303,CC BY-SA 4.0,https://stackoverflow.com/questions/76085303/how-to-retrieve-object-id-without-hardcoding-values-for-schema-and-stored-proced,How to retrieve object_id without hardcoding values for schema and stored procedure name,1682287045.0,76128645.0,,
"['pyspark', 'azure-synapse']","{'account_id': 16308068, 'reputation': 7, 'user_id': 11777529, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-g8xUSU4wRxw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3renvlB8NvoHQfi10uBGCAaN_DTqzA/photo.jpg?sz=256', 'display_name': 'Dharmesh Rathod', 'link': 'https://stackoverflow.com/users/11777529/dharmesh-rathod'}",False,24,0,0,1690868190,1682225094,76083185,CC BY-SA 4.0,https://stackoverflow.com/questions/76083185/pyspark-notebooks-not-being-deployed-in-test-environment,Pyspark notebooks NOT being deployed in TEST environment,1690868190.0,,,
"['logging', 'azure-synapse', 'workspace', 'azure-log-analytics']","{'account_id': 4905909, 'reputation': 3, 'user_id': 3952655, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bded2fadcfe4fdc8f6aa66be4484fd2f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'TMcMaster', 'link': 'https://stackoverflow.com/users/3952655/tmcmaster'}",False,116,0,0,1686621722,1682208080,76082493,CC BY-SA 4.0,https://stackoverflow.com/questions/76082493/why-does-log-analytics-show-no-logs-for-my-synapse-pipelines,Why does log analytics show no logs for my Synapse Pipelines?,1682232627.0,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'azure-synapse-analytics']","{'account_id': 25752167, 'reputation': 37, 'user_id': 19504539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucp3krfOKuHYNBXjKgfrCX65DPAevWBnN3BeqBdj=k-s256', 'display_name': 'CuteeeeRabbit', 'link': 'https://stackoverflow.com/users/19504539/cuteeeerabbit'}",False,355,1,0,1682332246,1682186598,76081172,CC BY-SA 4.0,https://stackoverflow.com/questions/76081172/how-to-get-full-filepath-and-to-path-them-to-foreach-activity-in-azure-synapse-a,How to get full filepath and to path them to foreach activity in Azure Synapse Analytics?,1682199517.0,,,
"['azure', 'azure-synapse']","{'account_id': 9221361, 'reputation': 67, 'user_id': 6850675, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cfAtc.png?s=256&g=1', 'display_name': 'ckchessmaster', 'link': 'https://stackoverflow.com/users/6850675/ckchessmaster'}",True,171,1,1,1682223207,1682098514,76075522,CC BY-SA 4.0,https://stackoverflow.com/questions/76075522/azure-synapse-pipeline-script-activity-incorrect-syntax-error-when-using-scri,Azure Synapse Pipeline Script Activity: &quot;Incorrect Syntax&quot; Error when using script parameters,1682100293.0,76083099.0,,
"['azure', 'etl', 'azure-synapse']","{'account_id': 26141323, 'reputation': 13, 'user_id': 19830650, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Fqaku.jpg?s=256&g=1', 'display_name': 'Nicholas Jackson', 'link': 'https://stackoverflow.com/users/19830650/nicholas-jackson'}",True,156,1,0,1682418390,1682023790,76068187,CC BY-SA 4.0,https://stackoverflow.com/questions/76068187/can-sql-server-be-used-as-a-sink-in-azure-synapse-with-schema-drift,Can SQL Server be used as a sink in Azure Synapse with schema drift?,,76100145.0,,
"['azure', 'azure-data-factory', 'azure-synapse', 'estimation']","{'account_id': 28355562, 'reputation': 31, 'user_id': 21686364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80b12a22ea5c2e0640b8dffe2cd2f8b5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SOUser', 'link': 'https://stackoverflow.com/users/21686364/souser'}",False,174,0,2,1681958803,1681958803,76060152,,https://stackoverflow.com/questions/76060152/is-azure-data-factory-and-azure-synapse-billing-for-pipelines-are-same,Is Azure data factory and Azure Synapse billing for pipelines are same?,,,1683031459.0,Not suitable for this site
['azure-synapse'],"{'account_id': 9117789, 'reputation': 494, 'user_id': 6806653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef9a5c86cd912bad33c21575bbdc5d1c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/6806653/dan'}",True,135,1,0,1681973878,1681919879,76056581,CC BY-SA 4.0,https://stackoverflow.com/questions/76056581/notebooks-cant-be-deleted-from-synapse-live,Notebooks can&#39;t be deleted from Synapse Live,,76061334.0,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 15428145, 'reputation': 7, 'user_id': 11130313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9363f67d35843bf1cae69add60d04805?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'DE61', 'link': 'https://stackoverflow.com/users/11130313/de61'}",True,122,1,0,1681971714,1681919733,76056563,CC BY-SA 4.0,https://stackoverflow.com/questions/76056563/azure-synapse-data-flow-how-to-drop-a-field-within-an-array,"Azure Synapse Data flow, how to drop a field within an array",,76061121.0,,
