tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date
"['azure', 'azure-data-factory', 'azure-data-lake-gen2']","{'account_id': 25979240, 'reputation': 1, 'user_id': 19693250, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlBFRJRyPjMv4RUefW-wJ8aX_FCr_y_a-I1RGby=k-s256', 'display_name': 'Hari', 'link': 'https://stackoverflow.com/users/19693250/hari'}",False,389,1,0,1659943815,1659630368,73239339,CC BY-SA 4.0,https://stackoverflow.com/questions/73239339/azure-data-factory-copy-activity-dynamic-mapping-error-syntax-error-missing-c,Azure data factory copy activity dynamic mapping error : Syntax error: Missing comma between arguments,1659676015.0,,,,
"['azure', 'azure-powershell', 'azure-data-lake-gen2']","{'account_id': 11152918, 'reputation': 643, 'user_id': 8185525, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/a0d234dd4311077bcf05404b9bd2d985?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pbj', 'link': 'https://stackoverflow.com/users/8185525/pbj'}",False,363,1,1,1659510322,1659030510,73157186,CC BY-SA 4.0,https://stackoverflow.com/questions/73157186/connect-to-azure-blob-storage,Connect to azure blob storage,1659510322.0,,,,
"['apache-spark-sql', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 18241665, 'reputation': 562, 'user_id': 13278594, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UZ4E3.png?s=256&g=1', 'display_name': 'Paul Wilson', 'link': 'https://stackoverflow.com/users/13278594/paul-wilson'}",True,1052,2,0,1678291320,1658922769,73137428,CC BY-SA 4.0,https://stackoverflow.com/questions/73137428/include-partition-steps-as-columns-when-reading-synapse-spark-dataframe,Include partition steps as columns when reading Synapse spark dataframe,1663173530.0,73167910.0,,,
"['apache-kafka', 'apache-kafka-connect', 'azure-data-lake-gen2']","{'account_id': 25895557, 'reputation': 5, 'user_id': 19622161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/711c9aeb674329393eba71cce0351a9f?s=256&d=identicon&r=PG', 'display_name': 'aaron', 'link': 'https://stackoverflow.com/users/19622161/aaron'}",False,159,0,0,1658905278,1658810797,73117845,CC BY-SA 4.0,https://stackoverflow.com/questions/73117845/kafka-connect-to-azure-data-lake-connector-task-failed,Kafka connect to azure data lake connector task failed,1658905278.0,,,,
"['pandas', 'databricks', 'azure-data-lake-gen2']","{'account_id': 19613315, 'reputation': 299, 'user_id': 14355404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89415006c632c24436f7a61c2b4c069e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user19930511', 'link': 'https://stackoverflow.com/users/14355404/user19930511'}",False,1231,2,1,1658767366,1658737414,73106067,CC BY-SA 4.0,https://stackoverflow.com/questions/73106067/read-a-file-in-azure-data-lake-storage-using-pandas,Read a file in Azure data lake storage using pandas,1658753644.0,,,,
"['azure', 'azure-data-explorer', 'azure-data-lake-gen2', 'azure-eventgrid']","{'account_id': 24267094, 'reputation': 156, 'user_id': 18215816, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/i4cBx.jpg?s=256&g=1', 'display_name': 'MMV', 'link': 'https://stackoverflow.com/users/18215816/mmv'}",False,322,1,1,1658386266,1658351386,73058146,CC BY-SA 4.0,https://stackoverflow.com/questions/73058146/does-not-have-permission-to-perform-action-microsoft-resources-deployments-writ,does not have permission to perform action &#39;Microsoft.Resources/deployments/write&#39; at scope,1658381436.0,,,,
"['azure-data-explorer', 'azure-data-lake-gen2', 'azure-eventgrid']","{'account_id': 24267094, 'reputation': 156, 'user_id': 18215816, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/i4cBx.jpg?s=256&g=1', 'display_name': 'MMV', 'link': 'https://stackoverflow.com/users/18215816/mmv'}",True,131,2,2,1658386580,1658339016,73056056,CC BY-SA 4.0,https://stackoverflow.com/questions/73056056/how-to-ingest-data-from-adls-into-azure-data-explorer-by-subscribing-to-event-gr,How to ingest data from ADLS into Azure Data Explorer by subscribing to Event Grid,,73056663.0,,,
"['azure', 'databricks', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 19613315, 'reputation': 299, 'user_id': 14355404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89415006c632c24436f7a61c2b4c069e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user19930511', 'link': 'https://stackoverflow.com/users/14355404/user19930511'}",False,1285,1,0,1658314203,1658305203,73048185,CC BY-SA 4.0,https://stackoverflow.com/questions/73048185/how-to-upload-dbfs-files-and-folders-to-adls-in-databricks,How to upload dbfs files and folders to ADLS in databricks?,,,,,
"['azure', 'azure-data-lake-gen2', 'azure-sas']","{'account_id': 25756738, 'reputation': 1, 'user_id': 19508279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbd4361b9064e715541a4381961dc4d5?s=256&d=identicon&r=PG', 'display_name': 'pratibha', 'link': 'https://stackoverflow.com/users/19508279/pratibha'}",False,277,1,0,1659510367,1658299731,73047096,CC BY-SA 4.0,https://stackoverflow.com/questions/73047096/how-to-list-contents-of-directory-in-azure-data-lake-gen2-using-sas-url-at-direc,How to List contents of directory in azure data lake gen2 using sas url at directory level to get metadata for contents of folder,1659510367.0,,,,
"['azure-data-factory', 'azure-data-lake', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 24809268, 'reputation': 35, 'user_id': 18691717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28a7c9984082abc1aed5dd59cda532fa?s=256&d=identicon&r=PG', 'display_name': 'BenTuran', 'link': 'https://stackoverflow.com/users/18691717/benturan'}",True,449,1,1,1658292706,1658241927,73039042,CC BY-SA 4.0,https://stackoverflow.com/questions/73039042/what-is-the-maximum-number-of-csv-files-i-can-merge-into-one-file-on-azure-data,What is the maximum number of CSV files I can merge into one file on Azure Data Lake Storage Gen2 using ADF?,,73046148.0,,,
"['azure', 'azure-data-lake-gen2', 'downloadfileasync']","{'account_id': 395663, 'reputation': 379, 'user_id': 2168359, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/5d978b003be734c2b439aa47f1d9d363?s=256&d=identicon&r=PG', 'display_name': 'Nands', 'link': 'https://stackoverflow.com/users/2168359/nands'}",False,327,1,0,1659510260,1658119805,73017440,CC BY-SA 4.0,https://stackoverflow.com/questions/73017440/error-when-try-to-download-file-from-azure-data-lake,Error when try to download file from Azure Data Lake,1659510260.0,,,,
"['mysql', 'azure', 'azure-pipelines', 'azure-data-factory', 'azure-data-lake-gen2']","{'account_id': 3125674, 'reputation': 540, 'user_id': 2644575, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://i.stack.imgur.com/sNZyY.jpg?s=256&g=1', 'display_name': 'kucluk', 'link': 'https://stackoverflow.com/users/2644575/kucluk'}",False,380,1,0,1659634689,1657878430,72992113,CC BY-SA 4.0,https://stackoverflow.com/questions/72992113/azure-data-factory-copy-data-from-mysql-error-08s01-microsoftmysql-17,Azure Data Factory - Copy data from MySQL ERROR [08S01] [Microsoft][MySQL] (17) Error during communication with the server,,,,,
"['azure-blob-storage', 'azure-data-lake-gen2', 'azure-python-sdk']","{'account_id': 3222171, 'reputation': 1341, 'user_id': 3192775, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/8htyd.jpg?s=256&g=1', 'display_name': 'Tim', 'link': 'https://stackoverflow.com/users/3192775/tim'}",True,342,1,2,1657885705,1657865892,72989756,CC BY-SA 4.0,https://stackoverflow.com/questions/72989756/azure-pythonsdk-to-fetch-list-of-blobs-in-adls-gen2,Azure pythonsdk to fetch list of blobs in ADLS Gen2,,72993511.0,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 25752167, 'reputation': 37, 'user_id': 19504539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucp3krfOKuHYNBXjKgfrCX65DPAevWBnN3BeqBdj=k-s256', 'display_name': 'CuteeeeRabbit', 'link': 'https://stackoverflow.com/users/19504539/cuteeeerabbit'}",False,639,1,0,1658324065,1657786275,72977272,CC BY-SA 4.0,https://stackoverflow.com/questions/72977272/i-want-to-use-part-of-the-source-file-name-as-the-file-name-in-the-sink-folder,I want to use part of the source file name as the file name in the sink folder. &quot;Azure Synapse Analytics&quot;,1658320727.0,,,,
"['azure-blob-storage', 'azure-storage', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 22751241, 'reputation': 151, 'user_id': 16911368, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28c46af63480839ee224d6bf3509d8fb?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'savreline', 'link': 'https://stackoverflow.com/users/16911368/savreline'}",False,139,0,0,1657736991,1657567776,72943705,CC BY-SA 4.0,https://stackoverflow.com/questions/72943705/refactoring-azure-data-lake-gen2-file-upload-from-frontend-to-backend,Refactoring Azure Data Lake Gen2 file upload from frontend to backend,1657736991.0,,,,
"['c#', 'http', 'stream', 'streaming', 'azure-data-lake-gen2']","{'account_id': 202384, 'reputation': 1521, 'user_id': 449413, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/8c1cd436acb08b87c455586abaa4455d?s=256&d=identicon&r=PG', 'display_name': 'Siva Sankaran', 'link': 'https://stackoverflow.com/users/449413/siva-sankaran'}",False,210,0,0,1657550970,1657549256,72940056,CC BY-SA 4.0,https://stackoverflow.com/questions/72940056/streamreader-read-method-introduces-0-characters-in-between-of-data-from-http-s,StreamReader.Read method introduces \0 characters in between of data from http streaming,1657550970.0,,,,
"['azure', 'azure-data-factory', 'azure-databricks', 'azure-data-explorer', 'azure-data-lake-gen2']","{'account_id': 24267094, 'reputation': 156, 'user_id': 18215816, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/i4cBx.jpg?s=256&g=1', 'display_name': 'MMV', 'link': 'https://stackoverflow.com/users/18215816/mmv'}",False,253,1,0,1657543064,1657503717,72933003,CC BY-SA 4.0,https://stackoverflow.com/questions/72933003/ingest-multiple-json-files-from-adls-gen2-to-adx-through-adf,ingest multiple json files from ADLS gen2 to ADX through ADF,,,,,
"['pyspark', 'azure-synapse', 'delta-lake', 'azure-data-lake-gen2']","{'account_id': 24425925, 'reputation': 183, 'user_id': 18351519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc4806aac8a59c65c3ca28b80f41bf76?s=256&d=identicon&r=PG', 'display_name': 'AzUser1', 'link': 'https://stackoverflow.com/users/18351519/azuser1'}",True,249,1,0,1681363451,1657377084,72922202,CC BY-SA 4.0,https://stackoverflow.com/questions/72922202/combine-batch-data-to-delta-format-in-a-data-lake-using-synapse-and-pyspark,Combine batch data to delta format in a data lake using synapse and pyspark?,1664957844.0,72931526.0,,,
"['azure-blob-storage', 'azure-data-lake-gen2']","{'account_id': 25756738, 'reputation': 1, 'user_id': 19508279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbd4361b9064e715541a4381961dc4d5?s=256&d=identicon&r=PG', 'display_name': 'pratibha', 'link': 'https://stackoverflow.com/users/19508279/pratibha'}",False,627,1,-1,1657269171,1657263155,72907690,CC BY-SA 4.0,https://stackoverflow.com/questions/72907690/how-to-use-sas-url-at-directory-level-in-adls-gen2-to-get-contents-of-folder-usi,How to use SAS url at directory level in ADLS Gen2 to get contents of folder using python,,,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 25752167, 'reputation': 37, 'user_id': 19504539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucp3krfOKuHYNBXjKgfrCX65DPAevWBnN3BeqBdj=k-s256', 'display_name': 'CuteeeeRabbit', 'link': 'https://stackoverflow.com/users/19504539/cuteeeerabbit'}",True,632,2,0,1657542491,1657210977,72901249,CC BY-SA 4.0,https://stackoverflow.com/questions/72901249/i-would-like-to-add-the-date-and-time-string-in-addition-to-the-source-file-name,I would like to add the date and time string in addition to the source file name.(Azure Synapse Analytics),1657277955.0,72938601.0,,,
"['python', 'pyspark', 'azure-databricks', 'delta-lake', 'azure-data-lake-gen2']","{'account_id': 23735636, 'reputation': 19, 'user_id': 17754350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf68a600b7b98a8fda71257a91eb4e7a?s=256&d=identicon&r=PG', 'display_name': 'LightningStack575', 'link': 'https://stackoverflow.com/users/17754350/lightningstack575'}",True,572,1,0,1657167946,1657146244,72890481,CC BY-SA 4.0,https://stackoverflow.com/questions/72890481/what-is-the-best-way-to-transform-many-small-files-to-delta-table-in-pyspark,What is the best way to transform many small files to Delta table in pyspark?,,72892273.0,,,
"['python', 'azure', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 7957266, 'reputation': 65, 'user_id': 6006106, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28d84d3b2ab77e019e07368925c34bcd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'codek', 'link': 'https://stackoverflow.com/users/6006106/codek'}",False,1874,1,1,1656588198,1656579452,72812991,CC BY-SA 4.0,https://stackoverflow.com/questions/72812991/azure-adls-gen2-file-read-using-python-without-adb,Azure ADLS Gen2 File read using Python (without ADB),,,,,
"['.net', 'azure', 'azure-storage', 'azure-data-lake-gen2']","{'account_id': 11579120, 'reputation': 269, 'user_id': 8483576, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/239b5dd1d5c3429e49abb559bf5a2a7a?s=256&d=identicon&r=PG', 'display_name': 'Dušan', 'link': 'https://stackoverflow.com/users/8483576/du%c5%a1an'}",True,108,2,0,1656943772,1656520061,72804866,CC BY-SA 4.0,https://stackoverflow.com/questions/72804866/how-to-retrieve-acls-from-blob-container,How to retrieve ACLs from Blob Container,1656521071.0,72858074.0,,,
"['azure', 'dynamics-ax-2009', 'azure-data-lake-gen2', 'data-integration', 'dataverse']","{'account_id': 15097435, 'reputation': 51, 'user_id': 10895498, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3379c7e157ac3eb3deae3dff63e85a3a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'dragon_fury_', 'link': 'https://stackoverflow.com/users/10895498/dragon-fury'}",False,265,1,0,1656505509,1656497234,72799546,CC BY-SA 4.0,https://stackoverflow.com/questions/72799546/how-to-integrate-microsoft-ax-2009on-premise-to-microsoft-dataverse-and-dump-t,How to integrate Microsoft AX 2009(on-premise) to Microsoft Dataverse and dump to Azure datalake?,,,,,
"['python', 'pyspark', 'parquet', 'azure-data-lake-gen2']","{'account_id': 1522084, 'reputation': 36, 'user_id': 1421466, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/47542886fcb2499dab93247cf63333e3?s=256&d=identicon&r=PG', 'display_name': 'user774952', 'link': 'https://stackoverflow.com/users/1421466/user774952'}",False,73,1,0,1656487012,1656486378,72797133,CC BY-SA 4.0,https://stackoverflow.com/questions/72797133/pyspark-pull-all-files-into-a-dataframe-based-off-filemask,PySpark - Pull all files into a dataframe based off filemask,,,,,
"['pyspark', 'databricks', 'azure-data-lake-gen2']","{'account_id': 1522084, 'reputation': 36, 'user_id': 1421466, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/47542886fcb2499dab93247cf63333e3?s=256&d=identicon&r=PG', 'display_name': 'user774952', 'link': 'https://stackoverflow.com/users/1421466/user774952'}",False,409,1,0,1656437461,1656424955,72787901,CC BY-SA 4.0,https://stackoverflow.com/questions/72787901/databricks-adls-gen-2-mount-missing-all-subfolders-and-files,DataBricks ADLS Gen 2 Mount missing all subfolders and files,1656424987.0,,,,
"['azure', 'search', 'azure-cognitive-search', 'azure-data-lake-gen2']","{'account_id': 5162042, 'reputation': 974, 'user_id': 4133401, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/jatjd.jpg?s=256&g=1', 'display_name': 'roney', 'link': 'https://stackoverflow.com/users/4133401/roney'}",True,138,1,0,1656329032,1656091314,72747477,CC BY-SA 4.0,https://stackoverflow.com/questions/72747477/how-to-return-average-value-azure-cognitive-search-or-semantic-search-query,How to return average value - Azure Cognitive search or Semantic search query,1656101845.0,72771286.0,,,
"['azure-databricks', 'azure-data-factory', 'azure-data-lake-gen2']","{'account_id': 24450238, 'reputation': 65, 'user_id': 18372589, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw5kt1vyz7DVTSMpIc75xJ4-cdoeBLKly7GNCtT=k-s256', 'display_name': 'Jaya Prakash', 'link': 'https://stackoverflow.com/users/18372589/jaya-prakash'}",True,7169,3,1,1673918518,1655961763,72724911,CC BY-SA 4.0,https://stackoverflow.com/questions/72724911/invalid-configuration-value-detected-for-fs-azure-account-key-copy-activity-fail,Invalid configuration value detected for fs.azure.account.key copy activity fails,,72728507.0,,,
"['azure', 'azure-functions', 'azure-databricks', 'azure-data-factory', 'azure-data-lake-gen2']","{'account_id': 3623482, 'reputation': 129, 'user_id': 3021697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54f425c788052fbd2e262694297b8d35?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pratiksadaphal', 'link': 'https://stackoverflow.com/users/3021697/pratiksadaphal'}",True,1759,1,-1,1655910742,1655900013,72715284,CC BY-SA 4.0,https://stackoverflow.com/questions/72715284/how-to-invoke-job-task-in-azure-databricks-from-azure-function,How to invoke Job/Task in Azure Databricks from Azure Function,1655910294.0,72717992.0,,,
"['azure', 'azure-devops', 'azure-active-directory', 'azure-databricks', 'azure-data-lake-gen2']","{'account_id': 22542621, 'reputation': 11, 'user_id': 16733007, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37d59c0e546ad21e044d9b58f213ce5f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Pulkit', 'link': 'https://stackoverflow.com/users/16733007/pulkit'}",True,493,1,1,1655916354,1655886845,72712181,CC BY-SA 4.0,https://stackoverflow.com/questions/72712181/how-to-stop-users-from-accessing-a-certain-mount-point-in-azure-databricks,How to stop users from accessing a certain mount point in Azure Databricks,,,,,
"['sql-server', 'azure-functions', 'serverless', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 15344381, 'reputation': 247, 'user_id': 11070314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5fcc3f5c0e04b401c21b62c156e8389?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ajay', 'link': 'https://stackoverflow.com/users/11070314/ajay'}",True,1650,2,2,1657702288,1655818717,72701834,CC BY-SA 4.0,https://stackoverflow.com/questions/72701834/performance-issue-in-synapse-serverless-sql-pool-while-reading-csv-stored-in-adl,Performance issue in Synapse serverless SQL pool while reading CSV stored in ADLS,,72963429.0,,,
"['csv', 'azure-data-factory', 'azure-data-lake', 'azure-data-lake-gen2', 'dynamics-365-operations']","{'account_id': 15344381, 'reputation': 247, 'user_id': 11070314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5fcc3f5c0e04b401c21b62c156e8389?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ajay', 'link': 'https://stackoverflow.com/users/11070314/ajay'}",True,3616,3,2,1663922900,1655814100,72700691,CC BY-SA 4.0,https://stackoverflow.com/questions/72700691/found-more-columns-than-expected-column-count-in-azure-data-factory-while-readin,Found more columns than expected column count in Azure data factory while reading CSV stored in ADLS,1655816790.0,72728452.0,,,
"['python', 'azure', 'parquet', 'azure-data-lake-gen2']","{'account_id': 18444869, 'reputation': 57, 'user_id': 13436492, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-bt1ilYfIlBU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO8yMnzpGwpgfWx5w5Z2dQOEF2d4g/photo.jpg?sz=256', 'display_name': 'Javier Perez Tobia', 'link': 'https://stackoverflow.com/users/13436492/javier-perez-tobia'}",True,1140,1,3,1655818918,1655753726,72692155,CC BY-SA 4.0,https://stackoverflow.com/questions/72692155/how-can-i-upload-a-parquet-file-from-my-local-machine-to-azure-storage-data-lak,How can I upload a .parquet file from my local machine to Azure Storage Data Lake Gen2?,1655818918.0,72695627.0,,,
"['sql', 'request', 'azure-databricks', 'delta-lake', 'azure-data-lake-gen2']","{'account_id': 20189790, 'reputation': 1, 'user_id': 14808284, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-qmBe5Tu7YWc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckoK3MDz7Nn4-8qxk_0W_PT6mRraQ/s96-c/photo.jpg?sz=256', 'display_name': 'TDS_Mars', 'link': 'https://stackoverflow.com/users/14808284/tds-mars'}",False,46,1,0,1664959174,1655468964,72659410,CC BY-SA 4.0,https://stackoverflow.com/questions/72659410/how-to-allow-sql-request-to-clients-on-azure-datalake,How to allow sql request to clients on Azure datalake,1664959174.0,,,,
"['python', 'azure-databricks', 'azure-data-lake-gen2']","{'account_id': 1277077, 'reputation': 22117, 'user_id': 1232087, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5dd18aac5106e03afdffc1da755b1695?s=256&d=identicon&r=PG', 'display_name': 'nam', 'link': 'https://stackoverflow.com/users/1232087/nam'}",False,490,1,1,1655193397,1655138472,72606274,CC BY-SA 4.0,https://stackoverflow.com/questions/72606274/how-to-do-line-count-of-a-file-in-azure-data-lake-gen2,How to do line count of a file in Azure Data Lake Gen2,,,,,
"['azure', 'powerbi', 'azure-data-lake-gen2']","{'account_id': 20725412, 'reputation': 94, 'user_id': 15218767, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/620db0323ecd9020e81c55a948a907d9?s=256&d=identicon&r=PG', 'display_name': 'Michiel', 'link': 'https://stackoverflow.com/users/15218767/michiel'}",True,772,2,0,1660635091,1654713472,72550680,CC BY-SA 4.0,https://stackoverflow.com/questions/72550680/connecting-power-bi-to-azure-data-lake-gen-2,Connecting power bi to Azure data lake gen 2,1654831587.0,72554822.0,,,
"['azure-databricks', 'azure-data-lake', 'delta-lake', 'azure-data-lake-gen2']","{'account_id': 25387587, 'reputation': 41, 'user_id': 19199151, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/70eec3280b1d095f6e7c4d1ecddfc864?s=256&d=identicon&r=PG', 'display_name': 'Valkyrja.Kara', 'link': 'https://stackoverflow.com/users/19199151/valkyrja-kara'}",False,292,1,1,1654267974,1654260370,72489796,CC BY-SA 4.0,https://stackoverflow.com/questions/72489796/can-you-mount-more-than-one-adls2-instance-in-databricks,Can you mount more than one ADLS2 instance in Databricks?,1654267624.0,,,,
"['azure', 'azure-data-factory', 'azure-databricks', 'azure-powershell', 'azure-data-lake-gen2']","{'account_id': 2448005, 'reputation': 11, 'user_id': 2134877, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc5773a93034809d546f7b91dab912c5?s=256&d=identicon&r=PG', 'display_name': 'user2134877', 'link': 'https://stackoverflow.com/users/2134877/user2134877'}",False,156,0,1,1654599785,1654095537,72464029,CC BY-SA 4.0,https://stackoverflow.com/questions/72464029/downloading-excel-file-from-ms-teams-into-azure-data-lake-using-adf-adb-powershe,Downloading excel file from MS teams into Azure Data Lake using ADF/ADB/PowerShell,1654103693.0,,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 7439345, 'reputation': 65, 'user_id': 5657598, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/203e64b582d50dd91d60adcd69ff708e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nandini', 'link': 'https://stackoverflow.com/users/5657598/nandini'}",True,142,1,-1,1654852496,1653906022,72432750,CC BY-SA 4.0,https://stackoverflow.com/questions/72432750/is-there-any-easy-way-to-move-multiple-tables-in-oracle-which-has-around-5tb-dat,Is there any easy way to move multiple tables in Oracle which has around 5TB data to ADLS,1653911856.0,72447538.0,,,
"['azure-data-lake-gen2', 'azure-storage-account', 'azure-files', 'azure-storage-files', 'storage-file-share']","{'account_id': 11727168, 'reputation': 47, 'user_id': 8584032, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-koxBuRpiQMc/AAAAAAAAAAI/AAAAAAAAC7o/ETb1OjMaFYg/photo.jpg?sz=256', 'display_name': 'Venkatesh N', 'link': 'https://stackoverflow.com/users/8584032/venkatesh-n'}",False,2469,1,1,1653558961,1653545545,72387461,CC BY-SA 4.0,https://stackoverflow.com/questions/72387461/how-to-recover-the-specific-file-which-got-accidentally-deleted-in-azure-file-sh,How to recover the specific file which got accidentally deleted in azure file share,,,,,
"['azure', 'azure-synapse', 'azure-data-lake-gen2', 'azure-data-factory']","{'account_id': 14630990, 'reputation': 302, 'user_id': 10566774, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-8T7iqZlWN8Y/AAAAAAAAAAI/AAAAAAAACu0/hiVsQlXBjzQ/photo.jpg?sz=256', 'display_name': 'Salvatore Nedia', 'link': 'https://stackoverflow.com/users/10566774/salvatore-nedia'}",False,798,1,0,1653845262,1653470963,72375081,CC BY-SA 4.0,https://stackoverflow.com/questions/72375081/azure-data-factory-exception-while-reading-table-from-synapse-and-using-staging,Azure Data Factory Exception while reading table from Synapse and using staging for Polybase,,,,,
"['azure', 'apache-spark', 'hadoop', 'azure-data-lake-gen2']","{'account_id': 21552646, 'reputation': 1, 'user_id': 15888474, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxJRFjmqMvbtJX1h8_zTJRipzNUDZkLbhMy22x6=k-s256', 'display_name': 'CarMaxxxx', 'link': 'https://stackoverflow.com/users/15888474/carmaxxxx'}",False,382,1,0,1653466609,1653459388,72372731,CC BY-SA 4.0,https://stackoverflow.com/questions/72372731/access-azure-adls-gen-2-from-hadoop-on-prem-using-cli,Access Azure ADLS Gen 2 from Hadoop On-Prem using CLI,,,,,
"['azure', 'azure-blob-storage', 'azure-storage', 'azure-data-lake-gen2']","{'account_id': 22416715, 'reputation': 91, 'user_id': 16624671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1250da718d7cceb5a0e833d3cc3b88af?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rohini', 'link': 'https://stackoverflow.com/users/16624671/rohini'}",True,1931,1,1,1684522634,1653386410,72360911,CC BY-SA 4.0,https://stackoverflow.com/questions/72360911/listing-azure-storage-blob-contents-in-a-browser,Listing Azure storage blob contents in a browser,,,,,
"['python', 'pandas', 'azure', 'azure-data-lake-gen2']","{'account_id': 13374959, 'reputation': 93, 'user_id': 9652079, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97f0512ff30ec72ee3c9076388416d95?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mayank', 'link': 'https://stackoverflow.com/users/9652079/mayank'}",True,3768,1,2,1678136077,1653376575,72358668,CC BY-SA 4.0,https://stackoverflow.com/questions/72358668/read-csv-from-azure-data-lake-storage-gen-2-to-pandas-dataframe-no-databricks,Read CSV from Azure Data Lake Storage Gen 2 to Pandas Dataframe | NO DATABRICKS,,73495637.0,,,
