tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,migrated_to,closed_date,locked_date,closed_reason,accepted_answer_id,migrated_from,protected_date
"['python', 'mysql-workbench', 'etl', 'mysql-python']","{'account_id': 19630023, 'reputation': 5, 'user_id': 14368560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/305cc15750ee02414a1d6f2b0bccbae6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'mcq7', 'link': 'https://stackoverflow.com/users/14368560/mcq7'}",False,20,0,0,1642542106,1642542106,,70762730,,https://stackoverflow.com/questions/70762730/trying-to-load-data-into-mysql-databse-but-keep-getting-error-message,Trying to load data into mysql databse but keep getting error message,,1642588214.0,,Duplicate,,,
"['python', 'python-3.x', 'dataframe', 'etl', 'teradata']","{'account_id': 18725227, 'reputation': 135, 'user_id': 13652094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cab178a25a3e58106f47ec8e7f5c63ba?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'starlord', 'link': 'https://stackoverflow.com/users/13652094/starlord'}",False,188,0,0,1642482796,1642482796,,70750566,CC BY-SA 4.0,https://stackoverflow.com/questions/70750566/best-approach-to-extract-1000-gbs-of-data-from-teradata,Best approach to extract 1000 Gbs of Data from Teradata,,,,,,,
"['django', 'django-models', 'etl']","{'account_id': 14093069, 'reputation': 130, 'user_id': 10180757, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-DI8Ge6PUMAA/AAAAAAAAAAI/AAAAAAAAAAA/SUBxkoM5s0k/photo.jpg?sz=256', 'display_name': 'Azamat Uzbekov', 'link': 'https://stackoverflow.com/users/10180757/azamat-uzbekov'}",False,106,2,0,1642658890,1642469858,,70749388,CC BY-SA 4.0,https://stackoverflow.com/questions/70749388/what-is-the-best-way-to-build-django-model,What is the best way to build Django model?,,,,,,,
"['sql-server', 'ssis', 'properties', 'components', 'etl']","{'account_id': 19969337, 'reputation': 77, 'user_id': 14635213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/30c1b32f49753d7072f07f991cba7c80?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rbailey56', 'link': 'https://stackoverflow.com/users/14635213/rbailey56'}",True,245,2,1,1689649404,1642454865,1642455560.0,70747726,CC BY-SA 4.0,https://stackoverflow.com/questions/70747726/ssis-custom-column-property,SSIS Custom Column Property,,,,,70748142.0,,
"['amazon-web-services', 'amazon-redshift', 'airflow', 'etl', 'aws-glue']","{'account_id': 6291671, 'reputation': 374, 'user_id': 4889150, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/42690a42dbab4128f423d2677b6c9d45?s=256&d=identicon&r=PG', 'display_name': 'Ivan Rubanau', 'link': 'https://stackoverflow.com/users/4889150/ivan-rubanau'}",False,165,0,1,1642432167,1642432167,,70743518,CC BY-SA 4.0,https://stackoverflow.com/questions/70743518/what-is-a-proper-way-to-write-an-airflow-sensor-on-top-of-redshift-spectrum-with,What is a proper way to write an Airflow Sensor on top of Redshift Spectrum with option to skip partitions,,,,,,,
"['python', 'etl', 'apache-beam', 'transformation']","{'account_id': 16203066, 'reputation': 33, 'user_id': 15145992, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2267844446614492/picture?type=large', 'display_name': 'Kartikey Garg', 'link': 'https://stackoverflow.com/users/15145992/kartikey-garg'}",False,594,1,1,1643018054,1642420215,1643018054.0,70740890,CC BY-SA 4.0,https://stackoverflow.com/questions/70740890/how-to-read-txt-files-and-convert-into-data-frame-using-apache-beam-python,How to read txt files and convert into data frame using Apache Beam Python?,,,,,,,
"['sql', 'performance', 'snowflake-cloud-data-platform', 'etl']","{'account_id': 19902290, 'reputation': 37, 'user_id': 14582036, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-frEb0ePbeoA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnYzwiS3ZxuO0284r0LLrx-sXEVug/s96-c/photo.jpg?sz=256', 'display_name': 'swanand kulkarni', 'link': 'https://stackoverflow.com/users/14582036/swanand-kulkarni'}",True,367,1,0,1642387220,1642383908,,70735690,CC BY-SA 4.0,https://stackoverflow.com/questions/70735690/snowflake-database-question-on-table-performance-which-is-stored-in-snowflake,Snowflake database: Question on table performance which is stored in snowflake,,,,,70735952.0,,
"['azure', 'etl', 'azure-data-factory']","{'account_id': 96255, 'reputation': 159, 'user_id': 261708, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://lh3.googleusercontent.com/-19ZdibUyW28/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnbw-KNafOmWQYa8fP-oj8gZshiTQ/photo.jpg?sz=256', 'display_name': 'One Developer', 'link': 'https://stackoverflow.com/users/261708/one-developer'}",True,147,1,1,1664489602,1642250882,,70721579,CC BY-SA 4.0,https://stackoverflow.com/questions/70721579/how-to-use-custom-scripts-in-azure-data-factory-to-transform-data,How to use custom scripts in Azure Data Factory to Transform data?,,,,,70731166.0,,
"['arrays', 'dataframe', 'scala', 'apache-spark', 'etl']","{'account_id': 23941635, 'reputation': 23, 'user_id': 17934644, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31e069fbfa89a0574567b705b0aef189?s=256&d=identicon&r=PG', 'display_name': 'coding_rookie', 'link': 'https://stackoverflow.com/users/17934644/coding-rookie'}",False,422,0,1,1642266841,1642176960,1642266841.0,70713502,CC BY-SA 4.0,https://stackoverflow.com/questions/70713502/how-to-extract-an-array-from-a-column-to-an-array-in-scala-spark,How to Extract an Array from a column to an Array in scala spark,,,,,,,
"['sql-server', 'csv', 'ssis', 'etl', 'flat-file']","{'account_id': 653447, 'reputation': 14591, 'user_id': 447901, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/11ea5dd4ad290e75422e32e1e340772e?s=256&d=identicon&r=PG', 'display_name': 'lit', 'link': 'https://stackoverflow.com/users/447901/lit'}",True,1057,1,1,1642593892,1642109553,1642117696.0,70703352,CC BY-SA 4.0,https://stackoverflow.com/questions/70703352/ssis-import-csv-file-to-existing-table-using-data-type-and-sizes,"SSIS import CSV file to existing table, using data type and sizes",,,,,,,
"['etl', 'admin', 'informatica', 'informatica-powercenter']","{'account_id': 23930363, 'reputation': 11, 'user_id': 17924943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/797ad808119c96e35bdd37a7e7a92c63?s=256&d=identicon&r=PG', 'display_name': 'Sai Kishore', 'link': 'https://stackoverflow.com/users/17924943/sai-kishore'}",False,690,0,1,1642083003,1642083003,,70697993,CC BY-SA 4.0,https://stackoverflow.com/questions/70697993/informatica-error-pcsf-46008-cannot-connect-to-domain-to-lookup-service,Informatica error : PCSF_46008 cannot connect to domain to lookup service,,,,,,,
"['etl', 'data-warehouse', 'dimensional-modeling', 'star-schema', 'star-schema-datawarehouse']","{'account_id': 14932892, 'reputation': 3, 'user_id': 10781832, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-AExJyVGLCmM/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-grlvPRPDv3kAgkSqay8xm6SiIf_w/mo/photo.jpg?sz=256', 'display_name': 'Niall Nicholls', 'link': 'https://stackoverflow.com/users/10781832/niall-nicholls'}",True,525,1,0,1642107402,1642070579,,70695226,CC BY-SA 4.0,https://stackoverflow.com/questions/70695226/should-i-use-multiple-fact-tables-for-each-grain-or-just-aggregate-from-lowest-g,Should I use multiple fact tables for each grain or just aggregate from lowest grain?,,,,,70702661.0,,
"['sql-server', 'ssis', 'etl', 'flat-file']","{'account_id': 13072353, 'reputation': 90, 'user_id': 9445547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/517567c103d22bca85ce04db95d2e91c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pandasman', 'link': 'https://stackoverflow.com/users/9445547/pandasman'}",True,2103,5,1,1665088354,1642069476,1665088354.0,70695001,CC BY-SA 4.0,https://stackoverflow.com/questions/70695001/import-multiple-flat-files-in-the-same-folder-to-sql-server-using-flat-file-name,Import multiple flat files in the same folder to SQL Server using flat file name as table name,,,,,,,
"['sql', 'database', 'etl']","{'account_id': 1230523, 'reputation': 565, 'user_id': 1195235, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://graph.facebook.com/516329037/picture?type=large', 'display_name': 'Grant Doole', 'link': 'https://stackoverflow.com/users/1195235/grant-doole'}",False,512,0,0,1642024701,1642016551,1642024701.0,70687503,CC BY-SA 4.0,https://stackoverflow.com/questions/70687503/basic-process-for-copying-staging-to-fact-and-dimension-tables,Basic process for copying staging to fact and dimension tables,,,,,,,
"['logging', 'etl', 'pentaho', 'kettle', 'pdi']","{'account_id': 23921012, 'reputation': 11, 'user_id': 17916861, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6c36a231dd76119c6a0f9d413bf984f?s=256&d=identicon&r=PG', 'display_name': 'Brian-Runyon', 'link': 'https://stackoverflow.com/users/17916861/brian-runyon'}",False,223,0,1,1687185098,1642006221,1642009736.0,70685340,CC BY-SA 4.0,https://stackoverflow.com/questions/70685340/why-is-the-log-date-time-information-being-truncated-in-pentaho-data-integration,Why is the log date time information being truncated in Pentaho Data Integration 9.2 against the Snowflake database?,,,,,,,
"['python', 'google-bigquery', 'etl', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 3702773, 'reputation': 87, 'user_id': 3082009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bd3a97d93f4e48ff55bc45b7e7e1589?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'iscon', 'link': 'https://stackoverflow.com/users/3082009/iscon'}",True,150,1,1,1642024620,1641996534,,70683021,CC BY-SA 4.0,https://stackoverflow.com/questions/70683021/how-to-implement-a-lookback-in-apache-beam-cloud-dataflow,How to implement a lookback in Apache Beam / Cloud Dataflow,,,,,,,
"['etl', 'data-warehouse']","{'account_id': 975378, 'reputation': 244, 'user_id': 996799, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/28c51b3dc99ef8e0f4d2c7b994553439?s=256&d=identicon&r=PG', 'display_name': 'Scherrer Vincent', 'link': 'https://stackoverflow.com/users/996799/scherrer-vincent'}",True,265,1,-1,1643462719,1641983545,,70679997,CC BY-SA 4.0,https://stackoverflow.com/questions/70679997/what-is-the-best-way-of-handling-data-resubmission-in-a-datawarehouse,what is the best way of handling data resubmission in a datawarehouse?,,,,,70905853.0,,
"['snowflake-cloud-data-platform', 'etl', 'dml', 'cdc', 'warehouse']","{'account_id': 3107213, 'reputation': 139, 'user_id': 2629756, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06e791feebd06fb26d8fce4930fe6336?s=256&d=identicon&r=PG', 'display_name': 'jsrathnayake', 'link': 'https://stackoverflow.com/users/2629756/jsrathnayake'}",True,1390,1,2,1642151989,1641971440,,70677568,CC BY-SA 4.0,https://stackoverflow.com/questions/70677568/snowflake-change-tracking-metadata-for-a-table,Snowflake change tracking metadata for a table,,,,,70708368.0,,
"['amazon-web-services', 'etl', 'aws-glue', 'overwrite', 'aws-glue-spark']","{'account_id': 23653399, 'reputation': 199, 'user_id': 17682024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a11594ce1065bf52f7b9a7520c3f36c4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Qwaz', 'link': 'https://stackoverflow.com/users/17682024/qwaz'}",False,1059,0,3,1641817953,1641817953,,70652462,CC BY-SA 4.0,https://stackoverflow.com/questions/70652462/aws-glue-etl-job-bookmark-or-overwrite-best-practice,AWS Glue ETL Job: Bookmark or Overwrite - Best practice?,,,,,,,
"['etl', 'azure-data-factory']","{'account_id': 13982730, 'reputation': 73, 'user_id': 10098532, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CUmESbPrKeM/AAAAAAAAAAI/AAAAAAAABeQ/c5fyBzxWznk/photo.jpg?sz=256', 'display_name': 'Oki Kuswanda', 'link': 'https://stackoverflow.com/users/10098532/oki-kuswanda'}",True,223,1,0,1641804246,1641799716,,70649048,CC BY-SA 4.0,https://stackoverflow.com/questions/70649048/azure-data-factory-denied-delete-file-on-vm-with-delete-task,Azure Data Factory Denied Delete File on VM with Delete Task,,,,,70649769.0,,
"['postgresql', 'winforms', 'datatable', 'etl']","{'account_id': 23753820, 'reputation': 11, 'user_id': 17770183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a602720f5d8d47a8cc9cbf83e64fc1e6?s=256&d=identicon&r=PG', 'display_name': 'qwerjin', 'link': 'https://stackoverflow.com/users/17770183/qwerjin'}",False,212,0,1,1641806005,1641796477,1641806005.0,70648618,CC BY-SA 4.0,https://stackoverflow.com/questions/70648618/how-to-update-column-in-c-winform-with-postgresql,how to update column in C# winform with postgresql?,,,,,,,
"['sql-server', 'oracle', 'date', 'ssis', 'etl']","{'account_id': 3596647, 'reputation': 9, 'user_id': 3001128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2822cdc4f9fa46140695d0a4fd60dbbb?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3001128', 'link': 'https://stackoverflow.com/users/3001128/user3001128'}",False,263,0,0,1641791487,1641774525,1641791487.0,70646636,CC BY-SA 4.0,https://stackoverflow.com/questions/70646636/ssis-query-to-oracle-date-column,SSIS query to Oracle date column,,,,,,,
"['sql-server', 'ssis', 'etl', 'ssis-2012']","{'user_type': 'does_not_exist', 'display_name': 'user14621282'}",True,486,1,2,1641722592,1641707654,1641720421.0,70638783,CC BY-SA 4.0,https://stackoverflow.com/questions/70638783/how-to-add-new-column-in-ssis-package-when-the-columns-are-at-max,How to add new column in SSIS Package. When the columns are at max?,,,,,70640031.0,,
"['c#', 'sql-server', 'visual-studio', 'ssis', 'etl']","{'account_id': 19969337, 'reputation': 77, 'user_id': 14635213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/30c1b32f49753d7072f07f991cba7c80?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rbailey56', 'link': 'https://stackoverflow.com/users/14635213/rbailey56'}",True,412,1,3,1641848797,1641586522,1641617466.0,70626706,CC BY-SA 4.0,https://stackoverflow.com/questions/70626706/visual-studio-2019-cannot-add-custom-pipeline-object-to-toolbox-ssis,Visual Studio 2019 - Cannot add Custom Pipeline Object to Toolbox SSIS,,,,,70629582.0,,
"['sql-server', 'ssis', 'smtp', 'etl']","{'account_id': 3166346, 'reputation': 11, 'user_id': 2676270, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e2acffe2a543cf1616aa25872b7b7b4e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'vicky', 'link': 'https://stackoverflow.com/users/2676270/vicky'}",False,145,0,1,1641616340,1641564912,1641616340.0,70622497,CC BY-SA 4.0,https://stackoverflow.com/questions/70622497/email-group-is-not-receiving-email-sent-ssis-configuration-file,Email group is not receiving email sent SSIS configuration file,,,,,,,
"['sql-server', 'date', 'ssis', 'etl', 'derived-column']","{'account_id': 20191059, 'reputation': 67, 'user_id': 14809283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4bbbc4eca069001b2d50493c7f15260?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'HappyCoder123', 'link': 'https://stackoverflow.com/users/14809283/happycoder123'}",True,241,2,1,1641526957,1641512261,1641512984.0,70614910,CC BY-SA 4.0,https://stackoverflow.com/questions/70614910/ssis-convert-string-with-no-0s-to-date-format,SSIS convert string with no 0&#39;s to date format,,,,,,,
"['sql', 'postgresql', 'etl']","{'account_id': 21490119, 'reputation': 69, 'user_id': 15836000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff626647683ff15f6cf0d9c99f4c1d10?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'gregeal', 'link': 'https://stackoverflow.com/users/15836000/gregeal'}",True,31,1,0,1641425427,1641424905,,70600737,CC BY-SA 4.0,https://stackoverflow.com/questions/70600737/proper-formatting-of-values-in-postgres,Proper formatting of values in Postgres,,,,,70600802.0,,
"['google-bigquery', 'etl', 'apache-nifi']","{'account_id': 21281475, 'reputation': 43, 'user_id': 17664923, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgWmq2g4CfBRqSHzpsmaAs_8UcgIXJ2GpNY7OZyZQ=k-s256', 'display_name': 'david pontes', 'link': 'https://stackoverflow.com/users/17664923/david-pontes'}",True,417,1,0,1641538364,1641415728,1641476671.0,70599408,CC BY-SA 4.0,https://stackoverflow.com/questions/70599408/how-to-use-apache-nifi-to-transfer-lots-of-data-gb-without-memory-error,How to use Apache Nifi to transfer lots of data (GB) without memory error?,,,,,70607745.0,,
"['sql-server', 'ssis', 'etl', 'derived-column']","{'account_id': 23837372, 'reputation': 17, 'user_id': 17842942, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhO4SJUI4Lwwzg9lfrS7gvNYYfpYi4xOivstdrMics=k-s256', 'display_name': 'ADITYA NARAYAN', 'link': 'https://stackoverflow.com/users/17842942/aditya-narayan'}",True,112,1,2,1641512217,1641401441,1641416096.0,70596586,CC BY-SA 4.0,https://stackoverflow.com/questions/70596586/replace-null-columns-in-ssis,Replace Null columns in ssis,,,,,,,
"['mongodb', 'amazon-web-services', 'nosql', 'amazon-dynamodb', 'etl']","{'account_id': 23097840, 'reputation': 23, 'user_id': 17207671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ff80ebe77e86c040cbe0a2f5fb70028?s=256&d=identicon&r=PG', 'display_name': 'Ahsan', 'link': 'https://stackoverflow.com/users/17207671/ahsan'}",True,102,1,2,1641369593,1641365423,1641369593.0,70588828,CC BY-SA 4.0,https://stackoverflow.com/questions/70588828/cost-efficient-way-to-store-data-into-nosql-database,Cost efficient way to store data into NoSQL database,,,,,70589239.0,,
"['google-cloud-platform', 'etl']","{'account_id': 811502, 'reputation': 2281, 'user_id': 916691, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/67aa4724f58e7091e24833b24b090264?s=256&d=identicon&r=PG', 'display_name': 'Christoffer', 'link': 'https://stackoverflow.com/users/916691/christoffer'}",True,822,1,1,1641383961,1641314095,,70582067,CC BY-SA 4.0,https://stackoverflow.com/questions/70582067/which-google-cloud-function-is-preferable-to-fetch-data-from-external-api-into-g,Which Google Cloud function is preferable to fetch data from external API into GCP?,,,,,70584624.0,,
"['google-bigquery', 'yaml', 'etl', 'dbt']","{'account_id': 12881040, 'reputation': 989, 'user_id': 10617728, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gPzR8.jpg?s=256&g=1', 'display_name': 'Shadow Walker', 'link': 'https://stackoverflow.com/users/10617728/shadow-walker'}",False,1157,1,1,1641268173,1641232368,,70569638,CC BY-SA 4.0,https://stackoverflow.com/questions/70569638/how-to-persist-column-descriptions-in-bigquery-tables,How to persist column descriptions in BigQuery tables,,,,,,,
"['sql-server', 'ssis', 'etl', 'ssis-2012', 'foreach-loop-container']","{'account_id': 1982977, 'reputation': 8292, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,304,1,1,1641253636,1641202170,1641253636.0,70563757,CC BY-SA 4.0,https://stackoverflow.com/questions/70563757/what-is-the-name-property-in-the-foreach-loops-foreach-file-enumerator-expres,What is the `name` property in the ForEach loop&#39;s ForEach File enumerator expressions?,,,,,70572637.0,,
"['oracle-sqldeveloper', 'etl', 'informatica', 'informatica-powercenter']","{'account_id': 23788147, 'reputation': 11, 'user_id': 17799881, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwEfON2Kz4QXZHx7w4Wqgv78QFsVXSBS0Gx_cdR=k-s256', 'display_name': '4rock25', 'link': 'https://stackoverflow.com/users/17799881/4rock25'}",True,70,1,1,1641194549,1640910703,,70537966,CC BY-SA 4.0,https://stackoverflow.com/questions/70537966/informatica-case-statement-with-date,Informatica Case Statement with date,,,,,,,
"['python', 'sqlite', 'etl']","{'account_id': 10282710, 'reputation': 1156, 'user_id': 7587176, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e43849408bd38287e86301f81bb73901?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': '0004', 'link': 'https://stackoverflow.com/users/7587176/0004'}",True,39,1,0,1640909680,1640908795,1640909306.0,70537839,CC BY-SA 4.0,https://stackoverflow.com/questions/70537839/how-to-ingest-a-table-specification-file-in-txt-form-and-create-a-table-in-sqli,how to ingest a table specification file in .txt form and create a table in sqlite?,,,,,70537893.0,,
"['sql', 'sql-server', 'datetime', 'ssis', 'etl']","{'account_id': 1982977, 'reputation': 8292, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,1191,2,2,1640966944,1640844484,1640966944.0,70528019,CC BY-SA 4.0,https://stackoverflow.com/questions/70528019/why-is-the-ssis-variable-not-passing-the-milliseconds-part-into-the-query,Why is the SSIS variable not passing the milliseconds part into the query?,,,,,70536921.0,,
"['etl', 'azure-data-factory']","{'account_id': 13982730, 'reputation': 73, 'user_id': 10098532, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CUmESbPrKeM/AAAAAAAAAAI/AAAAAAAABeQ/c5fyBzxWznk/photo.jpg?sz=256', 'display_name': 'Oki Kuswanda', 'link': 'https://stackoverflow.com/users/10098532/oki-kuswanda'}",True,89,1,0,1640783547,1640781353,,70519499,CC BY-SA 4.0,https://stackoverflow.com/questions/70519499/azure-data-factory-todate-day-1,Azure Data Factory todate Day -1,,,,,70519932.0,,
"['python', 'python-requests', 'etl', 'spotify']","{'account_id': 23769326, 'reputation': 1, 'user_id': 17783619, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/debc5912760c6d93f3a4dc3664c31187?s=256&d=identicon&r=PG', 'display_name': 'Software Introspectre', 'link': 'https://stackoverflow.com/users/17783619/software-introspectre'}",True,937,2,0,1641481060,1640724088,1641247706.0,70512281,CC BY-SA 4.0,https://stackoverflow.com/questions/70512281/python-requests-library-etl-spotify-api-authorization-code-flow-request-a,Python (requests library) ETL: Spotify API &quot;Authorization Code Flow&quot; - Request Access Token Problem,,,,,,,
"['sql', 'sql-server', 'tsql', 'ssis', 'etl']","{'account_id': 1982977, 'reputation': 8292, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,442,3,2,1640814252,1640695666,1640814252.0,70507301,CC BY-SA 4.0,https://stackoverflow.com/questions/70507301/how-to-using-string-split-within-an-ssis-ole-db-source-sql-command-when-the-data,How to using STRING_SPLIT within an SSIS OLE DB Source SQL Command when the database compatibility level is set to is set to SQL Server 2008?,,,,,70524611.0,,
"['sql', 'sql-server', 'ssis', 'etl', 'ssis-data-types']","{'account_id': 1982977, 'reputation': 8292, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,7088,2,1,1646989287,1640681035,1646989287.0,70504639,CC BY-SA 4.0,https://stackoverflow.com/questions/70504639/what-is-the-difference-between-dt-date-and-dt-dbtimestamp-data-types-in-ssis,What is the difference between DT_DATE and DT_DBTIMESTAMP data types in SSIS?,,,,,,,
"['sql', 'sql-server', 'ssis', 'etl', 'execute-sql-task']","{'account_id': 1982977, 'reputation': 8292, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,1072,2,2,1662509313,1640678671,1640727059.0,70504271,CC BY-SA 4.0,https://stackoverflow.com/questions/70504271/error-with-execute-sql-task-when-using-output-parameter,Error with execute SQL task when using output parameter,,,,,70512733.0,,
"['sql-server', 'ssis', 'etl']","{'account_id': 1982977, 'reputation': 8292, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,2462,2,3,1672291690,1640604226,1640992875.0,70494820,CC BY-SA 4.0,https://stackoverflow.com/questions/70494820/what-is-the-simplest-way-to-delete-files-older-than-90-days-from-a-folder,What is the simplest way to delete files older than 90 days from a folder?,,,,,,,
"['etl', 'informatica-powercenter']","{'account_id': 8473035, 'reputation': 31, 'user_id': 6355046, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e397938ac597e740cc7defa4e639b19f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Luca Olivieri', 'link': 'https://stackoverflow.com/users/6355046/luca-olivieri'}",False,25,1,0,1640341610,1640271603,,70463825,CC BY-SA 4.0,https://stackoverflow.com/questions/70463825/power-center-view-result,Power Center view result,,,,,,,
"['python', 'pyspark', 'etl']","{'account_id': 11839744, 'reputation': 128, 'user_id': 8663959, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lVjml.jpg?s=256&g=1', 'display_name': 'itscarlayall', 'link': 'https://stackoverflow.com/users/8663959/itscarlayall'}",True,568,2,0,1640253163,1640251218,1640252982.0,70459994,CC BY-SA 4.0,https://stackoverflow.com/questions/70459994/create-a-column-based-on-values-in-a-dictionary,Create a column based on values in a dictionary,,,,,70460361.0,,
"['google-cloud-platform', 'etl', 'google-cloud-dataproc', 'google-cloud-data-fusion']","{'account_id': 14598138, 'reputation': 43, 'user_id': 17743171, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3681ecf0fc668509380f2ec061f79d07?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Edgar Guzm&#225;n', 'link': 'https://stackoverflow.com/users/17743171/edgar-guzm%c3%a1n'}",True,776,1,4,1640266706,1640200159,,70454038,CC BY-SA 4.0,https://stackoverflow.com/questions/70454038/run-a-data-fusion-pipeline-only-when-a-file-exist,Run a Data Fusion pipeline only when a file exist,,,,,70462645.0,,
"['postgresql', 'time-series', 'data-science', 'etl', 'timescaledb']","{'account_id': 5648350, 'reputation': 37, 'user_id': 4469750, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Dwedw.jpg?s=256&g=1', 'display_name': 'Kafkaesque', 'link': 'https://stackoverflow.com/users/4469750/kafkaesque'}",True,1001,1,0,1641264340,1640147851,,70444269,CC BY-SA 4.0,https://stackoverflow.com/questions/70444269/using-timescale-to-find-the-latest-value-per-interval,Using Timescale to find the latest value per interval,,,,,70573574.0,,
