tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,accepted_answer_id,posted_by_collectives,closed_date,closed_reason
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam', 'google-cloud-spanner']","{'account_id': 1520205, 'reputation': 3543, 'user_id': 1420080, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/BEP3m.jpg?s=256&g=1', 'display_name': 'Michael Brenndoerfer', 'link': 'https://stackoverflow.com/users/1420080/michael-brenndoerfer'}",True,95,1,0,1687532514,1687312010,,76519425,CC BY-SA 4.0,https://stackoverflow.com/questions/76519425/how-das-gcp-dataflow-handle-failures-when-reading-from-a-spanner-datastream,How das GCP Dataflow handle failures when reading from a Spanner Datastream?,,,,,,
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam', 'google-cloud-spanner']","{'account_id': 1520205, 'reputation': 3543, 'user_id': 1420080, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/BEP3m.jpg?s=256&g=1', 'display_name': 'Michael Brenndoerfer', 'link': 'https://stackoverflow.com/users/1420080/michael-brenndoerfer'}",True,156,2,1,1689277151,1687199624,1689277151.0,76509257,CC BY-SA 4.0,https://stackoverflow.com/questions/76509257/unable-to-launch-gcp-dataflow-pipeline-spanner-to-gcs-using-default-templates,Unable to launch GCP Dataflow pipeline (Spanner to GCS) using default templates,,,76510068.0,,,
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 10907310, 'reputation': 2112, 'user_id': 8017666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/060a3fb01bb1beff4162ee106c51fefd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SRJ', 'link': 'https://stackoverflow.com/users/8017666/srj'}",False,56,1,0,1687184553,1687165831,,76505188,CC BY-SA 4.0,https://stackoverflow.com/questions/76505188/apache-beam-error-offset-x-has-not-been-allocated-yet,Apache Beam Error : Offset X has not been allocated yet,,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 7049880, 'reputation': 21, 'user_id': 5399369, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75c313dd7ed6f05083ea3c5cf68b1d2c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'khalil', 'link': 'https://stackoverflow.com/users/5399369/khalil'}",False,218,0,0,1687418867,1687162615,1687418867.0,76504812,CC BY-SA 4.0,https://stackoverflow.com/questions/76504812/how-to-make-apache-beam-parallel-job-run-independently-on-data-flow-python,How to make apache beam parallel job run independently on Data flow (python),,,,,,
"['java', 'google-cloud-dataflow', 'google-api-java-client', 'gcp-secret-manager']","{'account_id': 4845165, 'reputation': 1, 'user_id': 3908981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1869c473db4a1c6b9a9000898a48d8a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Chan Myae Aung', 'link': 'https://stackoverflow.com/users/3908981/chan-myae-aung'}",False,40,1,0,1687195837,1687144231,1687195837.0,76503393,CC BY-SA 4.0,https://stackoverflow.com/questions/76503393/java-lang-illegalstateexception-gettransportchannel-called-when-needsexecutor,java.lang.IllegalStateException: getTransportChannel() called when needsExecutor() is true while getting gcp secret manager,,,,,,
"['azure', 'datetime', 'azure-data-factory', 'google-cloud-dataflow']","{'account_id': 2785629, 'reputation': 1101, 'user_id': 2397119, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/1np41.jpg?s=256&g=1', 'display_name': 'Aman Singh', 'link': 'https://stackoverflow.com/users/2397119/aman-singh'}",True,74,1,0,1687168806,1687102658,,76501304,CC BY-SA 4.0,https://stackoverflow.com/questions/76501304/converting-mmm-dd-yyyy-hhmmss-datetime-format-to-dd-mm-yyyy-hhmmss-in-azure,Converting MMM DD YYYY HH:mm:ss datetime format to dd-mm-yyyy HH:mm:ss in Azure DataFlow,,,76504367.0,,,
"['java', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam', 'apache-beam-io']","{'account_id': 10907310, 'reputation': 2112, 'user_id': 8017666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/060a3fb01bb1beff4162ee106c51fefd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SRJ', 'link': 'https://stackoverflow.com/users/8017666/srj'}",True,168,1,1,1688400785,1686928383,1688400785.0,76491501,CC BY-SA 4.0,https://stackoverflow.com/questions/76491501/apache-beam-version-upgrade-fails-the-etl-pipeline,Apache Beam version upgrade fails the ETL Pipeline,,,,,,
"['java', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 2697635, 'reputation': 1297, 'user_id': 2329241, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/3YCcl.jpg?s=256&g=1', 'display_name': 'Narendra Jaggi', 'link': 'https://stackoverflow.com/users/2329241/narendra-jaggi'}",False,43,0,0,1686912652,1686912652,,76489463,CC BY-SA 4.0,https://stackoverflow.com/questions/76489463/cannot-provide-coder-for-parameterized-type-org-apache-beam-sdk-values-kvk-v,"Cannot provide coder for parameterized type org.apache.beam.sdk.values.KV&lt;K, V&gt;: Unable to provide a Coder for K",,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam', 'apache-beam-io']","{'account_id': 28802940, 'reputation': 1, 'user_id': 22059395, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtd1k-X6ky3gwJ36-tzY7KCfpw4q1ev9FmBuahoO=k-s256', 'display_name': 'ElDiablo', 'link': 'https://stackoverflow.com/users/22059395/eldiablo'}",False,36,0,0,1687185983,1686909445,,76489029,CC BY-SA 4.0,https://stackoverflow.com/questions/76489029/how-does-the-apache-beam-io-kinesis-readdatafromkinesis-work,How does the apache_beam.io.kinesis.ReadDataFromKinesis() work,,,,,,
"['google-bigquery', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 5951628, 'reputation': 39, 'user_id': 4679428, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14c97fcf49a398e2161860bb88c7ddf9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'gopal', 'link': 'https://stackoverflow.com/users/4679428/gopal'}",False,63,0,0,1687498218,1686907675,1687498218.0,76488808,CC BY-SA 4.0,https://stackoverflow.com/questions/76488808/how-to-read-from-bigquery-in-a-streaming-pipeline-written-using-apache-beam,How to read from bigquery in a streaming pipeline written using apache beam,,,,,,
"['java', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam', 'data-processing']","{'account_id': 311409, 'reputation': 59, 'user_id': 624973, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/78b52099f4e29d2843363f9bdeac0722?s=256&d=identicon&r=PG', 'display_name': 'Shlomi Elbaz', 'link': 'https://stackoverflow.com/users/624973/shlomi-elbaz'}",False,62,1,0,1687186225,1686895479,1686896026.0,76487335,CC BY-SA 4.0,https://stackoverflow.com/questions/76487335/unit-testing-dofn-with-processcontext-in-argument-list,Unit testing DoFn with ProcessContext in argument list,,,,,,
"['google-cloud-platform', 'google-bigquery', 'google-cloud-dataflow', 'apache-beam', 'apache-arrow']","{'account_id': 4180958, 'reputation': 11, 'user_id': 3426004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06f057fa4a48cdee39907081f683b538?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'xeqtr', 'link': 'https://stackoverflow.com/users/3426004/xeqtr'}",False,140,0,0,1686895309,1686895309,,76487322,CC BY-SA 4.0,https://stackoverflow.com/questions/76487322/writing-apache-arrow-columnar-data-to-gcp-bigquery-java,Writing Apache Arrow columnar data to GCP BigQuery [Java],,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 28350283, 'reputation': 53, 'user_id': 21681893, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxba4zwuVIWSmsmldtgTe-dM1YUxsx_kDODIuuZY=k-s256', 'display_name': 'bionics parv', 'link': 'https://stackoverflow.com/users/21681893/bionics-parv'}",True,78,1,0,1686924743,1686860136,,76485223,CC BY-SA 4.0,https://stackoverflow.com/questions/76485223/transformation-of-csv-to-json-in-dataflow,Transformation of csv to json in Dataflow,,,76491019.0,,,
"['java', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 2697635, 'reputation': 1297, 'user_id': 2329241, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/3YCcl.jpg?s=256&g=1', 'display_name': 'Narendra Jaggi', 'link': 'https://stackoverflow.com/users/2329241/narendra-jaggi'}",True,75,1,-1,1688028670,1686805067,,76479246,CC BY-SA 4.0,https://stackoverflow.com/questions/76479246/what-are-the-benefits-of-using-windowing-in-apache-beam,What are the benefits of using windowing in Apache Beam?,,,,,,
"['java', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 2697635, 'reputation': 1297, 'user_id': 2329241, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/3YCcl.jpg?s=256&g=1', 'display_name': 'Narendra Jaggi', 'link': 'https://stackoverflow.com/users/2329241/narendra-jaggi'}",False,48,2,0,1686958992,1686774412,,76477303,CC BY-SA 4.0,https://stackoverflow.com/questions/76477303/how-to-verify-windowing-is-working-in-apache-beam-dataflow,How to verify windowing is working in Apache Beam Dataflow,,,,,,
"['docker', 'go', 'google-cloud-dataflow']","{'account_id': 19597925, 'reputation': 1421, 'user_id': 14343465, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BHbfh.png?s=256&g=1', 'display_name': 'willwrighteng', 'link': 'https://stackoverflow.com/users/14343465/willwrighteng'}",False,29,0,1,1686670730,1686670730,,76466568,CC BY-SA 4.0,https://stackoverflow.com/questions/76466568/gcp-dataflow-go-flex-template-copy-wordcount-failed-to-compute-cache-key-w,GCP Dataflow Go Flex Template - COPY wordcount: failed to compute cache key: &quot;/wordcount&quot; not found: not found,,,,,,
"['python', 'google-bigquery', 'google-cloud-dataflow', 'apache-beam', 'apache-beam-io']","{'account_id': 6345729, 'reputation': 330, 'user_id': 11688559, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/383770368491142/picture?type=large', 'display_name': 'Dylan Solms', 'link': 'https://stackoverflow.com/users/11688559/dylan-solms'}",True,211,1,0,1686728309,1686667698,,76466157,CC BY-SA 4.0,https://stackoverflow.com/questions/76466157/apache-beam-python-script-fails-to-write-to-google-big-query,Apache Beam Python script fails to write to Google Big Query,,,76471156.0,,,
"['google-cloud-platform', 'parameter-passing', 'google-cloud-dataflow']","{'account_id': 428137, 'reputation': 31, 'user_id': 810258, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91de4f27aa1f3ec4998032b6578c5b51?s=256&d=identicon&r=PG', 'display_name': 'user810258', 'link': 'https://stackoverflow.com/users/810258/user810258'}",False,64,1,0,1686766021,1686575086,1686577101.0,76456957,CC BY-SA 4.0,https://stackoverflow.com/questions/76456957/unable-to-update-parameters-to-dataflow-batch-job-with-custom-template,Unable to update parameters to Dataflow batch job with custom template,,,,,,
"['sql', 'azure-data-factory', 'google-cloud-dataflow']","{'account_id': 28734773, 'reputation': 15, 'user_id': 22005998, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/599cc054971d3bb8b511a80aa6e39f08?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nezko1', 'link': 'https://stackoverflow.com/users/22005998/nezko1'}",False,91,2,1,1686637143,1686574239,1686584421.0,76456845,CC BY-SA 4.0,https://stackoverflow.com/questions/76456845/how-to-add-suffix-of-serial-number-for-a-column-in-dataflow-adf,How to add suffix of serial number for a column in DataFlow ADF,,,,,,
"['rest', 'google-cloud-dataflow', 'google-cloud-composer', 'google-cloud-iam']","{'account_id': 28795818, 'reputation': 1, 'user_id': 22054023, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtdDjvS5wyRwYNx89wsbYm3JHW8UZvNA2TzWs2p-=k-s256', 'display_name': 'Krishna', 'link': 'https://stackoverflow.com/users/22054023/krishna'}",False,33,1,0,1686585003,1686514972,,76452380,CC BY-SA 4.0,https://stackoverflow.com/questions/76452380/how-to-use-service-account-to-execute-a-api-call-through-cloud-composer-dag,How to use Service Account to execute a API call through Cloud composer dag,,,,,,
"['python', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 2502948, 'reputation': 1167, 'user_id': 2177538, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/uOQtw.jpg?s=256&g=1', 'display_name': 'Roman Dryndik', 'link': 'https://stackoverflow.com/users/2177538/roman-dryndik'}",True,204,1,1,1686475485,1686434720,1686472404.0,76448326,CC BY-SA 4.0,https://stackoverflow.com/questions/76448326/a-dataflow-job-fails-and-prints-a-strange-error-message,A dataflow job fails and prints a strange error message,,,,,,
"['google-cloud-platform', 'google-bigquery', 'google-cloud-functions', 'google-cloud-dataflow', 'google-cloud-pubsub']","{'account_id': 6345729, 'reputation': 330, 'user_id': 11688559, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/383770368491142/picture?type=large', 'display_name': 'Dylan Solms', 'link': 'https://stackoverflow.com/users/11688559/dylan-solms'}",True,265,2,0,1686830920,1686296578,,76438199,CC BY-SA 4.0,https://stackoverflow.com/questions/76438199/pulling-data-from-an-api-for-google-dataflow-python-to-ingest-and-to-load-onto,Pulling data from an API for Google DataFlow (Python) to ingest and to load onto BigQuery,,,76451343.0,,,
"['python', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 79514, 'reputation': 18489, 'user_id': 225396, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/34c5092dcf71c1819e3f90dcd01ce08b?s=256&d=identicon&r=PG', 'display_name': 'danny.lesnik', 'link': 'https://stackoverflow.com/users/225396/danny-lesnik'}",True,211,1,1,1688126795,1686263656,1686339892.0,76436114,CC BY-SA 4.0,https://stackoverflow.com/questions/76436114/dataflow-python-flex-template-fails-with-java-must-be-installed-error,Dataflow python flex template fails with Java must be installed error,,,76588776.0,,,
"['javascript', 'typescript', 'firebase', 'vue.js', 'google-cloud-dataflow']","{'account_id': 25430136, 'reputation': 225, 'user_id': 19234686, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26f4d63060287704056af4056c8e2e73?s=256&d=identicon&r=PG', 'display_name': 'Jannes', 'link': 'https://stackoverflow.com/users/19234686/jannes'}",True,61,2,0,1686234424,1686231470,,76432447,CC BY-SA 4.0,https://stackoverflow.com/questions/76432447/typescript-vue-reactive-exported-variable,Typescript + Vue reactive exported variable,,,76432877.0,,,
['google-cloud-dataflow'],"{'account_id': 19035039, 'reputation': 260, 'user_id': 13896289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78aec890c5c3c36c509ecf0944d282ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashutosh Krishna', 'link': 'https://stackoverflow.com/users/13896289/ashutosh-krishna'}",False,204,1,0,1686336613,1686221893,,76431129,CC BY-SA 4.0,https://stackoverflow.com/questions/76431129/error-message-from-worker-data-channel-closed-unable-to-receive-additional-dat,"Error message from worker: Data channel closed, unable to receive additional data from SDK sdk-0-0",,,,,,
"['python', 'google-cloud-platform', 'streaming', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 28779020, 'reputation': 1, 'user_id': 22041009, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtdr8gXM6bgaPJbuMg_0N-90YUpMjwwAm0Sj_fLW=k-s256', 'display_name': 'Kachra Seth', 'link': 'https://stackoverflow.com/users/22041009/kachra-seth'}",False,41,0,0,1686491705,1686216992,1686491705.0,76430494,CC BY-SA 4.0,https://stackoverflow.com/questions/76430494/gcp-dataflow-streaming-piepeline-apache-beam-python,GCP DataFlow Streaming Piepeline - Apache beam Python,,,,,,
"['java', 'mongodb', 'google-cloud-dataflow', 'beam']","{'account_id': 28774663, 'reputation': 1, 'user_id': 22037635, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtdMdZdDBHenCFr9_eGHsKgh0Lf8T10yE_glJc56=k-s256', 'display_name': 'Thibault Coudert', 'link': 'https://stackoverflow.com/users/22037635/thibault-coudert'}",False,29,1,0,1686198604,1686161925,1686162035.0,76426067,CC BY-SA 4.0,https://stackoverflow.com/questions/76426067/java-apache-beam-control-number-of-connections-when-writing-in-mongodb,Java - Apache Beam - Control number of connections when writing in MongoDB,,,,,,
"['sql', 'azure-data-factory', 'google-cloud-dataflow']","{'account_id': 28734773, 'reputation': 15, 'user_id': 22005998, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/599cc054971d3bb8b511a80aa6e39f08?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nezko1', 'link': 'https://stackoverflow.com/users/22005998/nezko1'}",False,82,1,-1,1686120947,1686061458,1686062660.0,76415686,CC BY-SA 4.0,https://stackoverflow.com/questions/76415686/data-flow-reading-date-column-as-null,Data flow reading date column as null,,,,,,
"['python', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 428804, 'reputation': 474, 'user_id': 811359, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/3b644606300525997b26c33f52a92b2c?s=256&d=identicon&r=PG', 'display_name': 'ahalbert', 'link': 'https://stackoverflow.com/users/811359/ahalbert'}",True,53,1,1,1686076081,1686058225,1686058776.0,76415204,CC BY-SA 4.0,https://stackoverflow.com/questions/76415204/beam-dataflow-how-to-trigger-results-early-in-a-slidingwindow-without-losing-da,Beam/Dataflow: How to trigger results early in a SlidingWindow without losing data?,,,,,,
"['database', 'rest', 'google-cloud-platform', 'google-cloud-dataflow', 'data-stream']","{'account_id': 27451325, 'reputation': 1, 'user_id': 20943531, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp6mJuAVO_hEV3etRXNgbYLHzZ5Aty1llJVSROcm=k-s256', 'display_name': 'Yomna Kamal', 'link': 'https://stackoverflow.com/users/20943531/yomna-kamal'}",False,55,1,0,1686088710,1686056780,,76414993,CC BY-SA 4.0,https://stackoverflow.com/questions/76414993/how-to-stream-data-from-a-relational-database-to-gcp-bigquery-preferrably-thro,How to stream data from a relational database to GCP (bigquery preferrably) through a REST API?,,,,,,
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 10907310, 'reputation': 2112, 'user_id': 8017666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/060a3fb01bb1beff4162ee106c51fefd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SRJ', 'link': 'https://stackoverflow.com/users/8017666/srj'}",True,146,2,0,1686097126,1685982783,,76408393,CC BY-SA 4.0,https://stackoverflow.com/questions/76408393/error-creating-dataflow-pipeline-using-custom-template-on-gcp,Error creating dataflow pipeline using custom template on GCP,,,,,,
"['python', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 79514, 'reputation': 18489, 'user_id': 225396, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/34c5092dcf71c1819e3f90dcd01ce08b?s=256&d=identicon&r=PG', 'display_name': 'danny.lesnik', 'link': 'https://stackoverflow.com/users/225396/danny-lesnik'}",True,259,1,0,1686160008,1685961786,1685965290.0,76405650,CC BY-SA 4.0,https://stackoverflow.com/questions/76405650/dataflow-add-json-file-to-bigquery,Dataflow - add JSON file to BigQuery,,,76408171.0,,,
"['java', 'google-cloud-dataflow', 'apache-beam', 'beam']","{'account_id': 28739851, 'reputation': 1, 'user_id': 22010204, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4def9a5af729e4047049276c54e1d9a8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'knoeh', 'link': 'https://stackoverflow.com/users/22010204/knoeh'}",False,79,0,0,1693336133,1685740428,1693336133.0,76393506,CC BY-SA 4.0,https://stackoverflow.com/questions/76393506/does-groupintobatches-guarantee-that-code-is-run-only-once-per-batch,Does GroupIntoBatches guarantee that code is run only once per batch?,,,,,,
"['powerbi', 'google-cloud-dataflow', 'powerbi-datasource']","{'account_id': 25836695, 'reputation': 13, 'user_id': 19572994, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucq4IlQpC7Ooi28CdarDnogAhbBxU8khhazWWtt0=k-s256', 'display_name': 'Egor Dontov', 'link': 'https://stackoverflow.com/users/19572994/egor-dontov'}",True,26,1,0,1685989819,1685720369,,76391602,CC BY-SA 4.0,https://stackoverflow.com/questions/76391602/folders-when-connecting-to-live-sources-in-powerbi,Folders when connecting to live sources in PowerBI,,,76409117.0,,,
"['java', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam', 'google-cloud-spanner']","{'account_id': 28271993, 'reputation': 21, 'user_id': 21615028, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c77de88143deb604bb55700292f3867?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nikhil', 'link': 'https://stackoverflow.com/users/21615028/nikhil'}",False,98,1,0,1685973488,1685703396,,76389537,CC BY-SA 4.0,https://stackoverflow.com/questions/76389537/can-google-dataflow-job-process-the-data-from-google-spanner-change-stream-recor,Can google dataflow job process the data from google spanner change stream record when it is stopped and then resumes,,,,,,
"['google-cloud-dataflow', 'apache-beam', 'azure-eventhub']","{'account_id': 11262260, 'reputation': 1, 'user_id': 11747652, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1510916262299951/picture?type=large', 'display_name': 'Sahil Kukreja', 'link': 'https://stackoverflow.com/users/11747652/sahil-kukreja'}",True,117,2,0,1686050562,1685651050,,76385472,CC BY-SA 4.0,https://stackoverflow.com/questions/76385472/is-there-any-way-to-decrease-consumer-lag-while-using-apache-beam-kafkaio-readfr,Is there any way to decrease consumer lag while using Apache beam KafkaIO.readFromKafka?,,,,,,
"['powerbi', 'query-optimization', 'google-cloud-dataflow']","{'account_id': 14548743, 'reputation': 592, 'user_id': 10508285, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hAfcq.jpg?s=256&g=1', 'display_name': 'Bryan Rock', 'link': 'https://stackoverflow.com/users/10508285/bryan-rock'}",True,185,1,0,1685557105,1685556660,,76376264,CC BY-SA 4.0,https://stackoverflow.com/questions/76376264/power-bi-dataflow-with-incremental-refresh-works-but-is-slow-to-load,"Power BI Dataflow with Incremental Refresh works, but is slow to load",,,,,,
"['google-cloud-platform', 'google-cloud-functions', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 28718390, 'reputation': 1, 'user_id': 21992560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bcef0d0155524cc3cce7858c581290d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Peter4137', 'link': 'https://stackoverflow.com/users/21992560/peter4137'}",False,68,0,0,1685532657,1685532657,,76373020,CC BY-SA 4.0,https://stackoverflow.com/questions/76373020/is-it-possible-to-pause-or-schedule-my-gcp-dataflow-streaming-pipeline-to-limit,Is it possible to pause or schedule my GCP Dataflow streaming pipeline to limit costs?,,,,,,
"['java', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 9248415, 'reputation': 1, 'user_id': 6869631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2e72a1a94a9deb6e395b4c55937c533?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Назар Пронь', 'link': 'https://stackoverflow.com/users/6869631/%d0%9d%d0%b0%d0%b7%d0%b0%d1%80-%d0%9f%d1%80%d0%be%d0%bd%d1%8c'}",False,20,0,0,1685511065,1685511065,,76370410,CC BY-SA 4.0,https://stackoverflow.com/questions/76370410/is-it-possible-to-set-watermark-in-the-google-dataflow-to-current-system-time,Is it possible to set watermark in the Google Dataflow to current system time?,,,,,,
"['python', 'google-bigquery', 'etl', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 27654486, 'reputation': 7, 'user_id': 21108694, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp5qcCN7YS-KHlZpZAaWjutAEVvA4gCkXXvMWdns=k-s256', 'display_name': 'Amarjeet Kushwaha', 'link': 'https://stackoverflow.com/users/21108694/amarjeet-kushwaha'}",False,103,1,0,1685492340,1685456005,,76365756,CC BY-SA 4.0,https://stackoverflow.com/questions/76365756/how-to-write-csv-data-to-bigquery-table-where-each-file-have-different-no-of-co,How to write csv data to Bigquery table where each file have different no. of column and we want common columns to load from each file in Apache Beam?,,,,,,
"['google-cloud-dataflow', 'apache-beam']","{'account_id': 5459490, 'reputation': 650, 'user_id': 4696339, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/fc10a16a3fcad00267b461e60f0c7bec?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bill', 'link': 'https://stackoverflow.com/users/4696339/bill'}",True,86,1,0,1685284467,1685190668,,76346931,CC BY-SA 4.0,https://stackoverflow.com/questions/76346931/test-custom-beam-image-locally-before-using-dataflow,test custom beam image locally before using dataflow,,,,,,
"['google-cloud-platform', 'google-bigquery', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 3540052, 'reputation': 1, 'user_id': 2957415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63f1cde75c6b0cb9d2b0e4cc40ccaa3e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user2957415', 'link': 'https://stackoverflow.com/users/2957415/user2957415'}",False,148,1,0,1685198411,1685126094,1685126721.0,76343464,CC BY-SA 4.0,https://stackoverflow.com/questions/76343464/very-simple-dataflow-beam-script-throws-there-were-errors-inserting-to-bigquer,Very simple dataflow beam script throws - There were errors inserting to BigQuery. Will not retry - when attempting to use WriteToBigQuery,,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 1598790, 'reputation': 179, 'user_id': 1480299, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dac8a9cc3af3d56e5779e7a091526a21?s=256&d=identicon&r=PG', 'display_name': 'AD90', 'link': 'https://stackoverflow.com/users/1480299/ad90'}",False,53,0,1,1685100066,1685100066,,76340317,CC BY-SA 4.0,https://stackoverflow.com/questions/76340317/python-dataflow-to-move-data-from-bq-to-cloud-sql,Python Dataflow to Move data from BQ to Cloud SQL,,,,,,
"['google-cloud-dataflow', 'google-cloud-spanner']","{'account_id': 13030353, 'reputation': 63, 'user_id': 9416893, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VuoPK.jpg?s=256&g=1', 'display_name': 'Jatin', 'link': 'https://stackoverflow.com/users/9416893/jatin'}",True,77,2,0,1689277420,1685089187,,76338958,CC BY-SA 4.0,https://stackoverflow.com/questions/76338958/gcp-cloud-spanner-cdc-pushes-to-pubsub-via-dataflow,GCP Cloud Spanner CDC pushes to Pubsub via Dataflow,,,,,,
