tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
['dbt'],"{'account_id': 27636230, 'reputation': 41, 'user_id': 21094095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53297bb43e91d655292ae25517c0d5dd?s=256&d=identicon&r=PG', 'display_name': 'mxendire', 'link': 'https://stackoverflow.com/users/21094095/mxendire'}",True,454,1,0,1675110283,1675046274,75279832,CC BY-SA 4.0,https://stackoverflow.com/questions/75279832/in-one-profiles-yml-file-can-have-multiple-profiles,"in one profiles.yml file, can have multiple profiles?",,1675086300.0,,,
"['dbt', 'snowflake-schema']","{'account_id': 3609942, 'reputation': 173, 'user_id': 3011175, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gWdkR.jpg?s=256&g=1', 'display_name': 'Junior Osho', 'link': 'https://stackoverflow.com/users/3011175/junior-osho'}",False,448,2,0,1675072585,1674979397,75273414,CC BY-SA 4.0,https://stackoverflow.com/questions/75273414/snowflake-failed-to-cast-variant-value-to-timestamp-ntz,SnowFlake Failed to cast variant value &quot;&quot; to TIMESTAMP_NTZ,,,,,
"['azure-synapse', 'dbt']","{'account_id': 27636230, 'reputation': 41, 'user_id': 21094095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53297bb43e91d655292ae25517c0d5dd?s=256&d=identicon&r=PG', 'display_name': 'mxendire', 'link': 'https://stackoverflow.com/users/21094095/mxendire'}",False,970,1,-1,1677558738,1674938776,75270766,CC BY-SA 4.0,https://stackoverflow.com/questions/75270766/there-are-1-unused-configuration-paths,There are 1 unused configuration paths,,1677558738.0,,,
"['visual-studio', 'snowflake-cloud-data-platform', 'dbt']","{'account_id': 10282710, 'reputation': 1156, 'user_id': 7587176, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e43849408bd38287e86301f81bb73901?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': '0004', 'link': 'https://stackoverflow.com/users/7587176/0004'}",True,114,2,2,1674855197,1674852031,75263150,CC BY-SA 4.0,https://stackoverflow.com/questions/75263150/display-query-text-from-snowflake-inside-visual-studio-apart-of-error-when-exe,"Display Query Text from Snowflake inside Visual Studio, apart of Error (when executing dbt)?",75263225.0,,,,
"['amazon-redshift', 'etl', 'dbt']","{'account_id': 13129799, 'reputation': 91, 'user_id': 9484571, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bfIdvVqazto/AAAAAAAAAAI/AAAAAAAAAEo/RZIBjIKaCTs/photo.jpg?sz=256', 'display_name': 'MOT', 'link': 'https://stackoverflow.com/users/9484571/mot'}",True,333,1,1,1674855782,1674848286,75262637,CC BY-SA 4.0,https://stackoverflow.com/questions/75262637/implementing-scd2-in-dbt-using-aws-redshift-how-do-i-define-conditional-natural,"Implementing scd2 in dbt using aws redshift, how do I define conditional natural keys?",75263625.0,,,,
['dbt'],"{'account_id': 27566263, 'reputation': 53, 'user_id': 21038394, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp5lYKSETNt2aa6EsLSEsRJkP41YWXYgBnyWsXdVe3Q=k-s256', 'display_name': 'user21038394', 'link': 'https://stackoverflow.com/users/21038394/user21038394'}",True,1464,1,2,1674845012,1674842869,75261819,CC BY-SA 4.0,https://stackoverflow.com/questions/75261819/how-do-i-use-multiple-selector-tags-to-exclude-them-from-dbt-run,How do I use multiple selector tags to exclude them from dbt run,75262164.0,,,,
"['google-bigquery', 'dbt']","{'account_id': 1999670, 'reputation': 63, 'user_id': 1791010, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/979011e392705163204cd29ff86a7692?s=256&d=identicon&r=PG', 'display_name': 'Falkenstein', 'link': 'https://stackoverflow.com/users/1791010/falkenstein'}",False,213,1,1,1674843516,1674840897,75261503,CC BY-SA 4.0,https://stackoverflow.com/questions/75261503/dbt-dynamic-config,DBT dynamic config,,,,,
"['azure-synapse', 'dbt']","{'account_id': 27636230, 'reputation': 41, 'user_id': 21094095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53297bb43e91d655292ae25517c0d5dd?s=256&d=identicon&r=PG', 'display_name': 'mxendire', 'link': 'https://stackoverflow.com/users/21094095/mxendire'}",True,256,1,1,1677558795,1674832781,75260058,CC BY-SA 4.0,https://stackoverflow.com/questions/75260058/dbt-synapse-models-example-generating-error,dbt- synapse models\example generating error,75261259.0,1677558795.0,,,
"['databricks', 'azure-databricks', 'dbt']","{'account_id': 334063, 'reputation': 4181, 'user_id': 660259, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/3286a2945bd04f970bce53ae26ae7c33?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'jonasfh', 'link': 'https://stackoverflow.com/users/660259/jonasfh'}",True,327,2,0,1675190631,1674818350,75257407,CC BY-SA 4.0,https://stackoverflow.com/questions/75257407/dbt-workflow-on-databricks-fails-attributeerror-in-object-seednode,DBT workflow on Databricks fails: AttributeError in object SeedNode,,1674819195.0,,,
"['dbt', 'dbtype']","{'account_id': 26449163, 'reputation': 125, 'user_id': 20092606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb4c990da7ea2cddc7f0b0672de28ca9?s=256&d=identicon&r=PG', 'display_name': 'Harris', 'link': 'https://stackoverflow.com/users/20092606/harris'}",True,474,1,0,1674813365,1674796247,75254297,CC BY-SA 4.0,https://stackoverflow.com/questions/75254297/dbt-test-configuration-for-particular-scenario,DBT Test configuration for particular scenario,75256484.0,,,,
"['airflow', 'dbt']","{'account_id': 10771694, 'reputation': 1, 'user_id': 7925011, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d1ef4361f7f8b2b6840dd5f73edc90a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'maneesh menon', 'link': 'https://stackoverflow.com/users/7925011/maneesh-menon'}",False,101,0,0,1681164033,1674795177,75254203,CC BY-SA 4.0,https://stackoverflow.com/questions/75254203/airflow-on-docker-how-to-update-git-version-from-2-20-to-atleast-2-25-when-crea,Airflow on Docker: How to update git version from 2.20 to atleast 2.25 when creating a DBT package,,,,,
"['sql', 'function', 'dbt']","{'account_id': 27178571, 'reputation': 1, 'user_id': 20714203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp4Pt1Won7w-4gY6GRRHbTTiC5IcDUmjXX6RDdAU=k-s256', 'display_name': 'Iuri de Ara&#250;jo Sampaio', 'link': 'https://stackoverflow.com/users/20714203/iuri-de-ara%c3%bajo-sampaio'}",False,456,1,0,1675863509,1674754301,75249705,CC BY-SA 4.0,https://stackoverflow.com/questions/75249705/exporting-schemas-tables-columns-in-snowflake,"Exporting schema(s), table(s), columns in Snowflake?",,,,,
"['sql-server', 'jinja2', 'dbt']","{'account_id': 16686269, 'reputation': 53, 'user_id': 12060099, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/05cc2d1db6ea5189681944eabc0f1f72?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'thesaint99', 'link': 'https://stackoverflow.com/users/12060099/thesaint99'}",True,494,1,1,1674752396,1674751173,75249102,CC BY-SA 4.0,https://stackoverflow.com/questions/75249102/jinja-dbt-macro-unneeded-whitespace,JINJA/dbt macro unneeded whitespace?,75249366.0,,,,
"['sql', 'macros', 'uppercase', 'regexp-replace', 'dbt']","{'account_id': 21380387, 'reputation': 59, 'user_id': 15746408, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5wpVH.jpg?s=256&g=1', 'display_name': 'DataVE', 'link': 'https://stackoverflow.com/users/15746408/datave'}",True,217,1,1,1674751202,1674639056,75231954,CC BY-SA 4.0,https://stackoverflow.com/questions/75231954/regexp-replace-collides-with-german-umlaut-%c3%bc-%c3%b6-%c3%a4,"Regexp_replace collides with German umlaut &#252;, &#246;, &#228;",75249012.0,1674639400.0,,,
"['dbt', 'dbtype']","{'account_id': 26449163, 'reputation': 125, 'user_id': 20092606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb4c990da7ea2cddc7f0b0672de28ca9?s=256&d=identicon&r=PG', 'display_name': 'Harris', 'link': 'https://stackoverflow.com/users/20092606/harris'}",True,195,1,4,1674629492,1674618431,75229533,CC BY-SA 4.0,https://stackoverflow.com/questions/75229533/dbt-age-validation-using-conditional-statement,DBT age validation using conditional statement,75230545.0,,,,
"['dbt', 'dbt-cloud']","{'account_id': 21871, 'reputation': 11739, 'user_id': 53491, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/Y3f3O.jpg?s=256&g=1', 'display_name': 'Brian Postow', 'link': 'https://stackoverflow.com/users/53491/brian-postow'}",False,57,0,0,1674585345,1674585345,75225827,CC BY-SA 4.0,https://stackoverflow.com/questions/75225827/dbt-cloud-ide-customization-possible,DBT cloud IDE customization possible?,,,,,
['dbt'],"{'account_id': 3191276, 'reputation': 8131, 'user_id': 2695448, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/03871592e5c363f4bdcf1c4df46587cd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'mad_', 'link': 'https://stackoverflow.com/users/2695448/mad'}",True,581,1,1,1674581921,1674578941,75224664,CC BY-SA 4.0,https://stackoverflow.com/questions/75224664/how-to-get-full-name-in-dbt-models-when-database-in-target,How to get full name in DBT models when database in target,,,,,
"['sql', 'google-bigquery', 'dbt']","{'account_id': 15121029, 'reputation': 3, 'user_id': 10911829, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-tUNwGx_4C74/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZpZ2Wus_zADkJOnuLYh5yIL-VJsQ/mo/photo.jpg?sz=256', 'display_name': 'Albinas', 'link': 'https://stackoverflow.com/users/10911829/albinas'}",True,58,1,0,1674483450,1674475625,75209266,CC BY-SA 4.0,https://stackoverflow.com/questions/75209266/bigquery-querying-partitioned-table-with-select-within-where-doesnt-work-as-ex,Bigquery: querying partitioned table with SELECT within WHERE doesn&#39;t work as expected,75210760.0,1674475764.0,,,
"['view', 'snowflake-cloud-data-platform', 'dbt']","{'account_id': 11735498, 'reputation': 51, 'user_id': 10539569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1af7b1dd02a4dd6fb0793593efc31c2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'joel matisa', 'link': 'https://stackoverflow.com/users/10539569/joel-matisa'}",False,111,1,0,1691494193,1674474230,75209037,CC BY-SA 4.0,https://stackoverflow.com/questions/75209037/why-does-the-creation-of-the-view-take-so-long-in-snowflake,Why does the creation of the view take so long in snowflake,,1674494153.0,,,
"['sql', 'amazon-s3', 'amazon-redshift', 'shapefile', 'dbt']","{'account_id': 1275945, 'reputation': 716, 'user_id': 1231225, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c02b813f8bc851802e19b847afb458c0?s=256&d=identicon&r=PG', 'display_name': 'Arshak', 'link': 'https://stackoverflow.com/users/1231225/arshak'}",False,144,1,1,1674494794,1674467571,75207834,CC BY-SA 4.0,https://stackoverflow.com/questions/75207834/best-way-to-import-shapefile-into-redshift-via-dbt,Best way to import shapefile into Redshift via dbt,,,,,
"['dbt', 'google-cloud-shell']","{'account_id': 27539620, 'reputation': 11, 'user_id': 21016594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04f550fe05dd8e2b5f3f2f26f741ea13?s=256&d=identicon&r=PG', 'display_name': 'dips', 'link': 'https://stackoverflow.com/users/21016594/dips'}",False,200,1,0,1674463473,1674462234,75207048,CC BY-SA 4.0,https://stackoverflow.com/questions/75207048/how-to-install-dbt-cli-on-gcp,How to install DBT CLI on GCP?,,,,,
"['dbt', 'dbtype']","{'account_id': 26449163, 'reputation': 125, 'user_id': 20092606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb4c990da7ea2cddc7f0b0672de28ca9?s=256&d=identicon&r=PG', 'display_name': 'Harris', 'link': 'https://stackoverflow.com/users/20092606/harris'}",True,551,1,1,1674495113,1674433123,75204824,CC BY-SA 4.0,https://stackoverflow.com/questions/75204824/dbt-validation-for-date-with-yyyy-mm-dd-format,DBT Validation for Date with (yyyy-mm-dd) format,75213039.0,,,,
"['gitlab', 'snowflake-cloud-data-platform', 'cicd', 'dbt']","{'account_id': 1414923, 'reputation': 551, 'user_id': 1617053, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/8fc5b99f9f6ffda1d4ee42964b1ff525?s=256&d=identicon&r=PG', 'display_name': 'neuron', 'link': 'https://stackoverflow.com/users/1617053/neuron'}",True,258,1,1,1674291141,1674290042,75192043,CC BY-SA 4.0,https://stackoverflow.com/questions/75192043/deploying-just-one-dbt-model-using-gitlab-ci-cd-to-snowflake,Deploying just one dbt model using GitLab Ci/CD to Snowflake,,,,,
"['amazon-redshift', 'dbt']","{'account_id': 27585724, 'reputation': 11, 'user_id': 21053951, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp4V158WQudfLWtmlfBAI5p601rTdfJrFnNsr1-c=k-s256', 'display_name': 'a4ankan', 'link': 'https://stackoverflow.com/users/21053951/a4ankan'}",True,110,1,1,1674496703,1674282130,75191510,CC BY-SA 4.0,https://stackoverflow.com/questions/75191510/code-running-in-dbeaver-but-not-working-when-i-implement-the-same-via-dbt,Code running in Dbeaver but not working when I implement the same via dbt,,1674291165.0,,,
"['dbt', 'zend-db-table']","{'account_id': 26449163, 'reputation': 125, 'user_id': 20092606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb4c990da7ea2cddc7f0b0672de28ca9?s=256&d=identicon&r=PG', 'display_name': 'Harris', 'link': 'https://stackoverflow.com/users/20092606/harris'}",True,687,2,1,1674251876,1674200888,75181120,CC BY-SA 4.0,https://stackoverflow.com/questions/75181120/dbt-encounters-an-error-dbt-utils-is-undefined,DBT encounters an error &quot;&#39;dbt_utils&#39; is undefined&quot;,75189696.0,1674251760.0,,,
"['sql', 'google-bigquery', 'dbt', 'dataform', 'incremental-build']","{'account_id': 11647988, 'reputation': 79, 'user_id': 8530133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8fd19ca6ad06cffad8b0e8f3b63ab8dc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Raul de Queiroz', 'link': 'https://stackoverflow.com/users/8530133/raul-de-queiroz'}",True,473,1,0,1674156790,1674148095,75175857,CC BY-SA 4.0,https://stackoverflow.com/questions/75175857/how-can-i-join-fact-tables-on-incremental-models-without-loosing-data,How can I join fact tables on incremental models without loosing data?,,1674156790.0,,,
['dbt'],"{'account_id': 23603389, 'reputation': 81, 'user_id': 17639491, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0dd4676de94d74fcc8eac050345fbeb1?s=256&d=identicon&r=PG', 'display_name': 'NavySeal2026', 'link': 'https://stackoverflow.com/users/17639491/navyseal2026'}",True,3377,1,4,1680516146,1674146529,75175545,CC BY-SA 4.0,https://stackoverflow.com/questions/75175545/setting-dbt-date-variable,Setting dbt date variable,,,,,
"['sql', 'snowflake-cloud-data-platform', 'jinja2', 'dbt']","{'account_id': 11483724, 'reputation': 351, 'user_id': 8417039, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/eec3ef160b00771a540c2caa27d0ce27?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Louise', 'link': 'https://stackoverflow.com/users/8417039/louise'}",False,798,1,1,1674145960,1674143335,75174845,CC BY-SA 4.0,https://stackoverflow.com/questions/75174845/dbt-looping-through-the-values-in-a-column,DBT - Looping through the values in a column,,,,,
"['jinja2', 'dbt']","{'account_id': 20721566, 'reputation': 157, 'user_id': 15215859, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjB553kq7O3J6hpezZ3QVheGdcz0SEWHPRQpIoukg=k-s256', 'display_name': 'Tushaar', 'link': 'https://stackoverflow.com/users/15215859/tushaar'}",False,199,1,2,1674151216,1674113172,75168913,CC BY-SA 4.0,https://stackoverflow.com/questions/75168913/dbt-syntax-error-unexpected-in-generic-test,dbt: Syntax error: Unexpected &quot;%&quot; in generic test,,,,,
"['google-bigquery', 'dbt']","{'account_id': 4422341, 'reputation': 1969, 'user_id': 3601872, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://www.gravatar.com/avatar/8b5a9b7ca90d4d64259a1083bcc9c7bb?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Dina Kleper', 'link': 'https://stackoverflow.com/users/3601872/dina-kleper'}",True,405,1,3,1674669081,1674112695,75168841,CC BY-SA 4.0,https://stackoverflow.com/questions/75168841/dbt-for-bigquery-why-is-there-no-deleteinsert-by-a-primary-key,DBT for BigQuery - Why is there no delete+insert by a primary key?,,,,,
"['command-line', 'restart', 'dbt']","{'account_id': 15934931, 'reputation': 1, 'user_id': 11498347, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-P5_Ciq-Od_g/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfCBBGECkRfDql5e31ZqkYJUf9f9Q/mo/photo.jpg?sz=256', 'display_name': 'Juju', 'link': 'https://stackoverflow.com/users/11498347/juju'}",False,260,0,0,1674091638,1674091638,75166945,CC BY-SA 4.0,https://stackoverflow.com/questions/75166945/dbt-restart-with-defer-state-picks-only-last-run-and-ignores-previous-aborts,dbt restart with defer state picks only last run and ignores previous aborts,,,,,
"['snowflake-cloud-data-platform', 'dbt']","{'account_id': 184484, 'reputation': 3953, 'user_id': 420558, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/a6c8c18caf16643b9ffc9c2aa6fc889b?s=256&d=identicon&r=PG', 'display_name': 'Saqib Ali', 'link': 'https://stackoverflow.com/users/420558/saqib-ali'}",False,320,1,1,1674301038,1674074850,75165119,CC BY-SA 4.0,https://stackoverflow.com/questions/75165119/dbt-invalid-incremental-strategy-provided-append-on-snowflake,DBT: Invalid incremental strategy provided: append on Snowflake?,,,,,
"['sql', 'snowflake-cloud-data-platform', 'dbt']","{'account_id': 11483724, 'reputation': 351, 'user_id': 8417039, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/eec3ef160b00771a540c2caa27d0ce27?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Louise', 'link': 'https://stackoverflow.com/users/8417039/louise'}",True,2027,1,0,1674081059,1674069283,75164207,CC BY-SA 4.0,https://stackoverflow.com/questions/75164207/dbt-pivoting-a-table-with-multiple-columns,DBT - Pivoting a table with multiple columns,75165930.0,,,,
"['snowflake-cloud-data-platform', 'dbt', 'prefect']","{'account_id': 27566263, 'reputation': 53, 'user_id': 21038394, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp5lYKSETNt2aa6EsLSEsRJkP41YWXYgBnyWsXdVe3Q=k-s256', 'display_name': 'user21038394', 'link': 'https://stackoverflow.com/users/21038394/user21038394'}",True,828,1,2,1674067750,1674066295,75163703,CC BY-SA 4.0,https://stackoverflow.com/questions/75163703/is-there-a-way-to-have-3-snowflake-databases-in-the-same-dbt-model,Is there a way to have 3 snowflake databases in the same DBT model?,75163969.0,,,,
"['python', 'azure', 'function', 'azure-functions', 'dbt']","{'account_id': 12472398, 'reputation': 23, 'user_id': 9080014, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c24474f673fdc05a10701b26120528d8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'marko0o', 'link': 'https://stackoverflow.com/users/9080014/marko0o'}",False,352,1,2,1674148743,1674050146,75160325,CC BY-SA 4.0,https://stackoverflow.com/questions/75160325/azure-function-permission-denied-when-calling-function-from-installed-package,Azure Function Permission Denied - When calling function from installed package (dbt),,1674139076.0,,,
"['sql-server', 'azure-pipelines', 'dbt', 'service-principal']","{'account_id': 1133562, 'reputation': 524, 'user_id': 1119094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/581b71bcb7d2ade61e85769427772da0?s=256&d=identicon&r=PG', 'display_name': 'Thomas L.', 'link': 'https://stackoverflow.com/users/1119094/thomas-l'}",False,195,0,0,1673980284,1673955377,75145823,CC BY-SA 4.0,https://stackoverflow.com/questions/75145823/dbt-core-login-failed-for-user,dbt core: Login failed for user,,1673980284.0,,,
['dbt'],"{'account_id': 25278134, 'reputation': 41, 'user_id': 19106394, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzxw6BrKV5HWaRbrNVD5U8_FMKwbkPq9osEq0ms=k-s256', 'display_name': 'Sam Clark', 'link': 'https://stackoverflow.com/users/19106394/sam-clark'}",True,246,1,2,1673904551,1673904005,75139804,CC BY-SA 4.0,https://stackoverflow.com/questions/75139804/dbt-command-to-select-only-incremental-models-schema-change,dbt command to select only incremental models schema change,,,,,
"['python', 'documentation', 'dbt']","{'account_id': 27546042, 'reputation': 11, 'user_id': 21021970, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp6QXZjWGryHE8RfRpH1OU-f6ib3-frmyoWn2XRa=k-s256', 'display_name': 'Dyllan Hankins', 'link': 'https://stackoverflow.com/users/21021970/dyllan-hankins'}",False,442,0,1,1673895530,1673895530,75138578,CC BY-SA 4.0,https://stackoverflow.com/questions/75138578/how-to-inherit-dbt-source-documentation-in-the-models,How to inherit DBT source documentation in the models,,,,,
['dbt'],"{'account_id': 5416415, 'reputation': 17, 'user_id': 4311440, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-5Ne1D7PyLWs/AAAAAAAAAAI/AAAAAAAAAxs/ClTSWEVMy_w/photo.jpg?sz=256', 'display_name': 'Артем Сысуев', 'link': 'https://stackoverflow.com/users/4311440/%d0%90%d1%80%d1%82%d0%b5%d0%bc-%d0%a1%d1%8b%d1%81%d1%83%d0%b5%d0%b2'}",True,513,1,0,1673973211,1673880052,75135803,CC BY-SA 4.0,https://stackoverflow.com/questions/75135803/execute-dbt-model-only-if-var-is-not-empty-list,Execute dbt model only if var is not empty list,75149478.0,,,,
"['google-bigquery', 'dbt']","{'account_id': 27539620, 'reputation': 11, 'user_id': 21016594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04f550fe05dd8e2b5f3f2f26f741ea13?s=256&d=identicon&r=PG', 'display_name': 'dips', 'link': 'https://stackoverflow.com/users/21016594/dips'}",False,65,1,1,1673976658,1673847790,75130586,CC BY-SA 4.0,https://stackoverflow.com/questions/75130586/left-join-performance-in-dbt-on-gcp-bigquery,Left Join performance in DBT on GCP Bigquery,,1673976658.0,,,
"['postgresql', 'dbt']","{'account_id': 991647, 'reputation': 1487, 'user_id': 1432142, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/1f666b3428d24513c8376b9be1463d8c?s=256&d=identicon&r=PG', 'display_name': 'Bryan', 'link': 'https://stackoverflow.com/users/1432142/bryan'}",False,318,1,1,1677927867,1673707163,75118737,CC BY-SA 4.0,https://stackoverflow.com/questions/75118737/what-is-correct-dbt-profiles-for-postgresql,What is correct dbt profiles for postgresql?,,,,,
"['sql', 'if-statement', 'macros', 'jinja2', 'dbt']","{'account_id': 27157200, 'reputation': 25, 'user_id': 20695817, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bddef7b65b898b9bfad8f4eb6d5d096?s=256&d=identicon&r=PG', 'display_name': 'etan', 'link': 'https://stackoverflow.com/users/20695817/etan'}",False,107,1,1,1673978402,1673676877,75116162,CC BY-SA 4.0,https://stackoverflow.com/questions/75116162/how-to-set-a-condition-if-else-based-on-a-sql-within-a-macro,How to Set A Condition (if-else) Based on a SQL within a MACRO,,1673796694.0,,,
['dbt'],"{'account_id': 6351475, 'reputation': 61, 'user_id': 4930397, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-UNJU4qF6m3s/AAAAAAAAAAI/AAAAAAABV_c/JqvWNfeNwqE/photo.jpg?sz=256', 'display_name': 'Raul E. Menendez', 'link': 'https://stackoverflow.com/users/4930397/raul-e-menendez'}",True,716,2,2,1673998765,1673647425,75114857,CC BY-SA 4.0,https://stackoverflow.com/questions/75114857/why-the-dbt-macro-executes-before-the-pre-hook-statement-in-an-incremental-model,Why the DBT macro executes before the pre_hook statement in an incremental model?,,1673649831.0,,,
"['dbt', 'dbt-cloud']","{'account_id': 21871, 'reputation': 11739, 'user_id': 53491, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/Y3f3O.jpg?s=256&g=1', 'display_name': 'Brian Postow', 'link': 'https://stackoverflow.com/users/53491/brian-postow'}",False,92,0,1,1673630202,1673628417,75112104,CC BY-SA 4.0,https://stackoverflow.com/questions/75112104/how-do-i-start-a-dbt-run-from-the-dbt-cloud-cli,How do I start a dbt run from the dbt-cloud cli?,,1673630202.0,,,
"['python', 'dbt']","{'account_id': 21871, 'reputation': 11739, 'user_id': 53491, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/Y3f3O.jpg?s=256&g=1', 'display_name': 'Brian Postow', 'link': 'https://stackoverflow.com/users/53491/brian-postow'}",True,4426,1,5,1682610130,1673623710,75111217,CC BY-SA 4.0,https://stackoverflow.com/questions/75111217/how-do-i-run-dbt-models-from-a-python-script-or-program,How do I run DBT models from a Python script or program?,75112535.0,1682610130.0,,,
"['snowflake-cloud-data-platform', 'data-science', 'dbt', 'anomaly-detection']","{'account_id': 27510050, 'reputation': 31, 'user_id': 20992120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/263029e8bdfecd8cd81ee45187a0ce89?s=256&d=identicon&r=PG', 'display_name': 'Bish', 'link': 'https://stackoverflow.com/users/20992120/bish'}",True,630,1,3,1673629360,1673567963,75103543,CC BY-SA 4.0,https://stackoverflow.com/questions/75103543/is-it-possible-to-write-a-single-dbt-test-which-applies-to-all-tables-in-the-who,Is it possible to write a single dbt test which applies to all tables in the whole project?,,1673619748.0,,,
['dbt'],"{'account_id': 8074885, 'reputation': 401, 'user_id': 6086295, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/ToJOZ.jpg?s=256&g=1', 'display_name': 'Kevin Lee', 'link': 'https://stackoverflow.com/users/6086295/kevin-lee'}",False,1114,1,1,1673523229,1673499111,75091741,CC BY-SA 4.0,https://stackoverflow.com/questions/75091741/how-to-change-the-timezone-of-dbt,How to change the timezone of dbt,,,,,
"['package', 'dbt']","{'account_id': 27498012, 'reputation': 11, 'user_id': 20982232, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp6w7ThxeLgThPohSN3SSGCDx6Vam5P8G0ff6GyaHQ=k-s256', 'display_name': 'Mahesh Krishnan', 'link': 'https://stackoverflow.com/users/20982232/mahesh-krishnan'}",False,139,0,1,1673597241,1673435291,75082074,CC BY-SA 4.0,https://stackoverflow.com/questions/75082074/how-do-i-specify-the-name-of-the-packages-yml-file-in-the-dbt-deps-command,How do I specify the name of the packages.yml file in the dbt deps command?,,1673597241.0,,,
