tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
"['azure-active-directory', 'apache-nifi']","{'account_id': 15137929, 'reputation': 3, 'user_id': 10923852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2adcc104d9665ec4ae7b95e11e3beb01?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'TheWaywardProgrammer', 'link': 'https://stackoverflow.com/users/10923852/thewaywardprogrammer'}",False,78,0,0,1682458818,1682458818,,76105630,CC BY-SA 4.0,https://stackoverflow.com/questions/76105630/nifi-access-policy-provider-error-using-azuread,NiFi Access Policy Provider error using AzureAD,,,,
['apache-nifi'],"{'account_id': 28415449, 'reputation': 1, 'user_id': 21738277, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxaEC7N5qxgl6c_rB98TYjvqD7rQxEPiI3H34nFdUw=k-s256', 'display_name': 'Riaz Mohideen', 'link': 'https://stackoverflow.com/users/21738277/riaz-mohideen'}",False,16,0,0,1682458935,1682450782,1682458935.0,76104739,CC BY-SA 4.0,https://stackoverflow.com/questions/76104739/nifi-s2s-communication-issue-site2sitebulletinreportingtask-using-nifi-1-16,NiFi S2S communication issue - Site2SiteBulletinReportingTask - using NiFi 1.16.3,,,,
"['apache-nifi', 'jolt']","{'account_id': 27715916, 'reputation': 35, 'user_id': 21157631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5933a1b118f197ec01b5e97274d14d19?s=256&d=identicon&r=PG', 'display_name': 'Destiel', 'link': 'https://stackoverflow.com/users/21157631/destiel'}",False,57,1,0,1682493253,1682444890,,76104062,CC BY-SA 4.0,https://stackoverflow.com/questions/76104062/dynamic-property-naming-in-apache-nifi,Dynamic property naming in apache NIfi?,,,,
"['apache-nifi', 'jolt', 'nifi-processor']","{'account_id': 27715916, 'reputation': 35, 'user_id': 21157631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5933a1b118f197ec01b5e97274d14d19?s=256&d=identicon&r=PG', 'display_name': 'Destiel', 'link': 'https://stackoverflow.com/users/21157631/destiel'}",True,118,3,0,1682433045,1682429577,1682431976.0,76101748,CC BY-SA 4.0,https://stackoverflow.com/questions/76101748/how-to-do-dynamic-property-naming-in-nifi,How to do Dynamic property naming in NIfi?,,,,
['apache-nifi'],"{'account_id': 28356550, 'reputation': 45, 'user_id': 21687208, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e1ab74621e953880a89cc2e39f88f24?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'just learner', 'link': 'https://stackoverflow.com/users/21687208/just-learner'}",True,81,1,1,1682376111,1682324817,1682376111.0,76089972,CC BY-SA 4.0,https://stackoverflow.com/questions/76089972/in-local-ive-folder-which-contains-multiple-csv-files-using-nifi-how-can-i-ext,In local I&#39;ve folder which contains multiple csv files. using nifi how can I extact those files names and store it in other csv file?,76091082.0,,,
"['api', 'curl', 'apache-nifi', 'unauthorized']","{'account_id': 15168278, 'reputation': 21, 'user_id': 10945165, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CGIkN-KwsN8/AAAAAAAAAAI/AAAAAAAAAGo/1B7HI_rrkF4/photo.jpg?sz=256', 'display_name': 'Susan', 'link': 'https://stackoverflow.com/users/10945165/susan'}",False,209,1,1,1682330997,1682204817,,76082357,CC BY-SA 4.0,https://stackoverflow.com/questions/76082357/ni-fi-api-unauthorized,Ni-Fi API: Unauthorized,,,,
['apache-nifi'],"{'account_id': 27715916, 'reputation': 35, 'user_id': 21157631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5933a1b118f197ec01b5e97274d14d19?s=256&d=identicon&r=PG', 'display_name': 'Destiel', 'link': 'https://stackoverflow.com/users/21157631/destiel'}",False,154,0,0,1682412165,1682182953,1682412165.0,76080877,CC BY-SA 4.0,https://stackoverflow.com/questions/76080877/how-to-iterate-on-an-array-in-apache-nifi,How to iterate on an array in apache nifi?,,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 23700733, 'reputation': 39, 'user_id': 17723923, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjd5ReGpUwq7HRiHE2tc1JvMWG-WKGwN4TaI4tUQQ=k-s256', 'display_name': 'Rishabh Malviya', 'link': 'https://stackoverflow.com/users/17723923/rishabh-malviya'}",True,35,1,1,1682148599,1682114405,,76076965,CC BY-SA 4.0,https://stackoverflow.com/questions/76076965/convert-a-array-of-objects-to-array-using-jolt,Convert a array of objects to array using jolt,76077012.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 8986345, 'reputation': 273, 'user_id': 6699811, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1426646664029181/picture?type=large', 'display_name': 'Thiyagaraj Narayanan', 'link': 'https://stackoverflow.com/users/6699811/thiyagaraj-narayanan'}",True,55,1,0,1682094769,1682089826,,76074474,CC BY-SA 4.0,https://stackoverflow.com/questions/76074474/flattening-a-nested-json-using-jolt-transform-involving-null-values,Flattening a nested JSON using jolt transform involving NULL values,76075002.0,,,
"['json', 'apache-nifi']","{'account_id': 27578672, 'reputation': 21, 'user_id': 21048326, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c133f09f8fea4a8738104131a8d47061?s=256&d=identicon&r=PG', 'display_name': 'Ram', 'link': 'https://stackoverflow.com/users/21048326/ram'}",True,97,1,0,1682088907,1682000738,1682005463.0,76065227,CC BY-SA 4.0,https://stackoverflow.com/questions/76065227/fetch-sum-of-source-count-in-nifi,Fetch sum of source_count in nifi,,,,
"['transform', 'apache-nifi', 'file-format']","{'account_id': 15188956, 'reputation': 64, 'user_id': 10960085, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f4b54147ff3502beb8101a8f3afbd72?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'janvit04', 'link': 'https://stackoverflow.com/users/10960085/janvit04'}",True,144,3,1,1689306578,1681987690,1681996489.0,76063254,CC BY-SA 4.0,https://stackoverflow.com/questions/76063254/can-we-write-prepare-fixed-width-length-file-type-in-nifi,Can we write/prepare Fixed Width Length file type in Nifi?,76383834.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 28135518, 'reputation': 3, 'user_id': 21499343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/499bd10b7dede552283a24e22908273b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Vio', 'link': 'https://stackoverflow.com/users/21499343/vio'}",True,84,1,0,1682096284,1681976072,1682096284.0,76061584,CC BY-SA 4.0,https://stackoverflow.com/questions/76061584/split-string-to-array-from-a-json-file-in-nifi-jolt,Split string to array from a json file in nifi jolt,76061750.0,,,
"['apache-nifi', 'endpoint']","{'account_id': 1920986, 'reputation': 713, 'user_id': 1732516, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/55dff5ae52d1076507102db1c656ec72?s=256&d=identicon&r=PG', 'display_name': 'ashK', 'link': 'https://stackoverflow.com/users/1732516/ashk'}",False,75,0,0,1681971176,1681971176,,76061074,CC BY-SA 4.0,https://stackoverflow.com/questions/76061074/apache-nifi-rest-api-endpoints-to-list-all-the-available-endpoints-and-endpoin,Apache NiFi - Rest API endpoints to list all the available endpoints and endpoint for data provenance and monitoring,,,,
"['log4j', 'pom.xml', 'apache-nifi']","{'account_id': 22336972, 'reputation': 169, 'user_id': 16557377, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SvRKX.jpg?s=256&g=1', 'display_name': 'Jin Ma', 'link': 'https://stackoverflow.com/users/16557377/jin-ma'}",False,40,1,0,1682106110,1681921100,,76056775,CC BY-SA 4.0,https://stackoverflow.com/questions/76056775/nifi-1-8-0-contains-log4j-core-2-8-2-and-log4j-core-1-x-how-to-custom-build-nif,"nifi 1.8.0 contains log4j-core 2.8.2 and log4j-core-1.x, how to custom build nifi 1.8.0 to use latest log4j",,,,
"['java', 'apache-nifi', 'jrecord']","{'account_id': 9686601, 'reputation': 19, 'user_id': 7186191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d1745fae1558d6889a1a01a799bb11a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ASAFDAR', 'link': 'https://stackoverflow.com/users/7186191/asafdar'}",False,23,0,0,1681920348,1681920348,,76056652,CC BY-SA 4.0,https://stackoverflow.com/questions/76056652/steaming-large-dataset-back-to-executestreamcommand-processor,Steaming Large Dataset back to ExecuteStreamCommand Processor,,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 2438275, 'reputation': 541, 'user_id': 2127562, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/79a5af4640cd195b3eb7c11cbca8a7d6?s=256&d=identicon&r=PG', 'display_name': 'Sumit Manna', 'link': 'https://stackoverflow.com/users/2127562/sumit-manna'}",True,168,1,0,1681900276,1681899122,1681900276.0,76053281,CC BY-SA 4.0,https://stackoverflow.com/questions/76053281/jolt-transformation-convert-string-to-boolean-in-json-array,JOLT Transformation : Convert string to Boolean in JSON Array,76053415.0,,,
['apache-nifi'],"{'account_id': 27715916, 'reputation': 35, 'user_id': 21157631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5933a1b118f197ec01b5e97274d14d19?s=256&d=identicon&r=PG', 'display_name': 'Destiel', 'link': 'https://stackoverflow.com/users/21157631/destiel'}",False,121,1,-3,1681894061,1681884770,1681894061.0,76051249,CC BY-SA 4.0,https://stackoverflow.com/questions/76051249/how-to-extract-this-key-value-from-json-data-in-apache-nifi,How to extract this key value from json data in Apache Nifi?,,,,
"['docker', 'networking', 'apache-nifi', 'gitpod']","{'account_id': 187924, 'reputation': 11299, 'user_id': 426332, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/oa0kJ.jpg?s=256&g=1', 'display_name': 'Mehdi LAMRANI', 'link': 'https://stackoverflow.com/users/426332/mehdi-lamrani'}",True,69,1,0,1681920098,1681877284,,76050684,CC BY-SA 4.0,https://stackoverflow.com/questions/76050684/nifi-w-docker-on-gitpod-no-ui-access,Nifi w/ Docker on Gitpod : No UI Access,,,,
"['expression', 'apache-nifi']","{'account_id': 1920986, 'reputation': 713, 'user_id': 1732516, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/55dff5ae52d1076507102db1c656ec72?s=256&d=identicon&r=PG', 'display_name': 'ashK', 'link': 'https://stackoverflow.com/users/1732516/ashk'}",True,55,1,-1,1681890836,1681877065,,76050676,CC BY-SA 4.0,https://stackoverflow.com/questions/76050676/apache-nifi-routeonattribute-expressions-and-logging,Apache NiFi - RouteOnAttribute expressions and logging,76051982.0,,,
"['macos', 'apache-nifi', 'macos-ventura']","{'account_id': 3114863, 'reputation': 117, 'user_id': 2962560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c548a767161a64d2dae1186c6d7ff75?s=256&d=identicon&r=PG', 'display_name': 'razorramon', 'link': 'https://stackoverflow.com/users/2962560/razorramon'}",False,98,1,-1,1681826231,1681807804,,76042598,CC BY-SA 4.0,https://stackoverflow.com/questions/76042598/where-does-apache-nifi-store-queued-cached-files,Where does Apache NiFi store queued (cached?) files?,,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 27715916, 'reputation': 35, 'user_id': 21157631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5933a1b118f197ec01b5e97274d14d19?s=256&d=identicon&r=PG', 'display_name': 'Destiel', 'link': 'https://stackoverflow.com/users/21157631/destiel'}",True,79,1,1,1681732004,1681719105,1681732004.0,76032991,CC BY-SA 4.0,https://stackoverflow.com/questions/76032991/how-to-consider-null-values-in-jolt-spec-in-nifi,How to consider null values in jolt spec in NIFI?,76034793.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 3742369, 'reputation': 45, 'user_id': 3111892, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/70dxU.jpg?s=256&g=1', 'display_name': 'GCL', 'link': 'https://stackoverflow.com/users/3111892/gcl'}",True,161,2,1,1681720256,1681717840,1681720256.0,76032819,CC BY-SA 4.0,https://stackoverflow.com/questions/76032819/removing-elements-from-json-payload-with-jolt-transformation,Removing elements from JSON payload with JOLT transformation,,,,
['apache-nifi'],"{'account_id': 114391, 'reputation': 6296, 'user_id': 300829, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/055874353c3a27ebd04402e6bd40f5c4?s=256&d=identicon&r=PG', 'display_name': 'Abhishek Jain', 'link': 'https://stackoverflow.com/users/300829/abhishek-jain'}",False,40,1,0,1682946745,1681541852,,76020806,CC BY-SA 4.0,https://stackoverflow.com/questions/76020806/detection-of-flow-file-lag-in-apache-nifi,Detection of flow file lag in Apache Nifi,,,,
"['groovy', 'apache-nifi']","{'account_id': 27076714, 'reputation': 11, 'user_id': 20626515, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/834441cc7c076ca745b3490adad7322f?s=256&d=identicon&r=PG', 'display_name': 'TenaxPropositi', 'link': 'https://stackoverflow.com/users/20626515/tenaxpropositi'}",False,114,0,0,1681507600,1681507600,,76019061,CC BY-SA 4.0,https://stackoverflow.com/questions/76019061/nifi-executegroovyscript-not-able-to-read-html-from-parameter-context,Nifi executegroovyscript not able to read html from parameter context,,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 6790874, 'reputation': 439, 'user_id': 5228070, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33e1f9080810b8817c9ca9984f67ee66?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'santhosh', 'link': 'https://stackoverflow.com/users/5228070/santhosh'}",True,103,1,1,1681554534,1681486452,1681554534.0,76016739,CC BY-SA 4.0,https://stackoverflow.com/questions/76016739/jolt-transformation-filter-only-one-field,JOLT transformation filter only one field,76017255.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 8986345, 'reputation': 273, 'user_id': 6699811, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1426646664029181/picture?type=large', 'display_name': 'Thiyagaraj Narayanan', 'link': 'https://stackoverflow.com/users/6699811/thiyagaraj-narayanan'}",True,49,1,0,1681474521,1681469663,1681474521.0,76014361,CC BY-SA 4.0,https://stackoverflow.com/questions/76014361/flattening-a-nested-json-using-jolt-transform,Flattening a nested JSON using jolt transform,76014741.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 2438275, 'reputation': 541, 'user_id': 2127562, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/79a5af4640cd195b3eb7c11cbca8a7d6?s=256&d=identicon&r=PG', 'display_name': 'Sumit Manna', 'link': 'https://stackoverflow.com/users/2127562/sumit-manna'}",True,95,2,0,1681459230,1681455998,1681459230.0,76012424,CC BY-SA 4.0,https://stackoverflow.com/questions/76012424/convert-flatten-json-into-array-of-json-using-jolt,Convert Flatten Json into array of json using JOLT,76012777.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 2438275, 'reputation': 541, 'user_id': 2127562, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/79a5af4640cd195b3eb7c11cbca8a7d6?s=256&d=identicon&r=PG', 'display_name': 'Sumit Manna', 'link': 'https://stackoverflow.com/users/2127562/sumit-manna'}",True,76,2,0,1681461613,1681395183,1681417471.0,76006472,CC BY-SA 4.0,https://stackoverflow.com/questions/76006472/jolt-transform-nested-json-to-flat-json-with-multiple-rows,JOLT Transform - Nested Json to Flat Json with multiple rows,76013122.0,,,
"['telegram', 'apache-nifi']","{'account_id': 26692318, 'reputation': 17, 'user_id': 20300722, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c21eec5daaefd2e68b6a7e89dc54c91c?s=256&d=identicon&r=PG', 'display_name': 'Pluto', 'link': 'https://stackoverflow.com/users/20300722/pluto'}",False,135,0,0,1681390782,1681390782,,76005736,CC BY-SA 4.0,https://stackoverflow.com/questions/76005736/send-messages-logs-from-nifi-to-telegram,send messages/logs from NIFI to telegram,,,,
['apache-nifi'],"{'account_id': 15414186, 'reputation': 155, 'user_id': 11120152, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-O6QWTjdq3GE/AAAAAAAAAAI/AAAAAAAAAGs/5GXAozJLguo/photo.jpg?sz=256', 'display_name': 'vigneshwar reddy', 'link': 'https://stackoverflow.com/users/11120152/vigneshwar-reddy'}",False,70,0,0,1681377768,1681377768,,76003793,CC BY-SA 4.0,https://stackoverflow.com/questions/76003793/can-we-set-nifi-processor-group-level-variable-based-on-value-coming-from-some-p,Can we set nifi processor group level variable based on value coming from some processor inside the same processor group,,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 3742369, 'reputation': 45, 'user_id': 3111892, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/70dxU.jpg?s=256&g=1', 'display_name': 'GCL', 'link': 'https://stackoverflow.com/users/3111892/gcl'}",True,112,1,1,1681375655,1681373232,,76003088,CC BY-SA 4.0,https://stackoverflow.com/questions/76003088/adding-1-to-an-array-index-in-jolt-transformation,Adding 1 to an array index in JOLT transformation,76003408.0,,,
['apache-nifi'],"{'account_id': 28286218, 'reputation': 1, 'user_id': 21627126, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0145dce52729627db58ec02db38b3b63?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pashaAkito', 'link': 'https://stackoverflow.com/users/21627126/pashaakito'}",False,26,0,0,1681314761,1681314761,,75997520,CC BY-SA 4.0,https://stackoverflow.com/questions/75997520/apache-nifi-getting-multiple-processor-groups-data-synchronized-to-for-single,Apache NiFi - getting multiple processor groups data synchronized to for single zip,,,,
['apache-nifi'],"{'account_id': 288211, 'reputation': 4860, 'user_id': 588492, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/AJfPV.png?s=256&g=1', 'display_name': 'edjm', 'link': 'https://stackoverflow.com/users/588492/edjm'}",False,20,0,0,1684238244,1681299811,1684238244.0,75995068,CC BY-SA 4.0,https://stackoverflow.com/questions/75995068/in-nifi-how-do-i-remove-something-put-into-the-distributedmapcache,In NiFi how do I remove something put into the distributedmapcache?,,,,
['apache-nifi'],"{'account_id': 28281637, 'reputation': 1, 'user_id': 21623204, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxZVJRajgf4CegyZUTc7WnJlMsRV3-TyqZCWwKlPvw=k-s256', 'display_name': 'Hayato', 'link': 'https://stackoverflow.com/users/21623204/hayato'}",False,41,0,0,1681277433,1681277433,,75992182,CC BY-SA 4.0,https://stackoverflow.com/questions/75992182/apache-nifi-web-interface-the-execution-error-attribute-of-the-executestreamco,Apache Nifi web interface the &quot;execution error&quot; attribute of the ExecuteStreamCommand processor is truncated,,,,
"['mysql', 'oracle', 'apache-nifi']","{'account_id': 2221584, 'reputation': 223, 'user_id': 1960840, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://i.stack.imgur.com/a2lLl.jpg?s=256&g=1', 'display_name': 'Pradeesh Kumar', 'link': 'https://stackoverflow.com/users/1960840/pradeesh-kumar'}",False,37,0,0,1681198919,1681198919,,75983517,CC BY-SA 4.0,https://stackoverflow.com/questions/75983517/nifi-capturechangemysql-1-20-0-with-putdatabaserecord-to-oracle,Nifi CaptureChangeMySQL 1.20.0 with PutDatabaseRecord to Oracle,,,,
"['curl', 'apache-nifi', 'cloudera']","{'account_id': 14699645, 'reputation': 152, 'user_id': 10616043, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Eg7IhITm7yM/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbBnCRL762BwQg_1swo6fxPxQ-EQkA/mo/photo.jpg?sz=256', 'display_name': 'Drew Nicolette', 'link': 'https://stackoverflow.com/users/10616043/drew-nicolette'}",False,102,0,0,1681136405,1681136405,,75977908,CC BY-SA 4.0,https://stackoverflow.com/questions/75977908/nifi-curl-using-execute-stream-command,NiFi - CURL using Execute Stream Command,,,,
"['apache-nifi', 'jolt']","{'account_id': 27715916, 'reputation': 35, 'user_id': 21157631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5933a1b118f197ec01b5e97274d14d19?s=256&d=identicon&r=PG', 'display_name': 'Destiel', 'link': 'https://stackoverflow.com/users/21157631/destiel'}",True,78,1,1,1681724031,1681117888,1681724031.0,75975750,CC BY-SA 4.0,https://stackoverflow.com/questions/75975750/how-to-create-jolt-specification-in-nifi,How to create Jolt Specification in nifi?,75976018.0,,,
"['kubernetes', 'apache-nifi', 'kubernetes-ingress', 'nginx-ingress', 'cert-manager']","{'account_id': 19381960, 'reputation': 335, 'user_id': 14173036, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-H9NyKPTD7HU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDV6SI_anhGhh7KiiZ8DBZxYT23Q/photo.jpg?sz=256', 'display_name': 'Ali Rezvani', 'link': 'https://stackoverflow.com/users/14173036/ali-rezvani'}",False,399,1,0,1682496054,1681033304,,75969757,CC BY-SA 4.0,https://stackoverflow.com/questions/75969757/nifi-access-unknown-certificate-and-token-not-found,NIFI Access Unknown: Certificate and Token not found,,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 27578672, 'reputation': 21, 'user_id': 21048326, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c133f09f8fea4a8738104131a8d47061?s=256&d=identicon&r=PG', 'display_name': 'Ram', 'link': 'https://stackoverflow.com/users/21048326/ram'}",True,57,1,0,1681137148,1681009412,1681111444.0,75968575,CC BY-SA 4.0,https://stackoverflow.com/questions/75968575/how-to-define-the-json-structure-for-any-incoming-flow-file-in-nifi,How to define the JSON structure for any incoming flow file in Nifi,75968962.0,,,
"['json', 'apache-nifi', 'jolt']","{'account_id': 1723702, 'reputation': 7908, 'user_id': 1578872, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/80b9c8f75d350cccb189ca77db412590?s=256&d=identicon&r=PG', 'display_name': 'user1578872', 'link': 'https://stackoverflow.com/users/1578872/user1578872'}",True,159,1,1,1680987493,1680982977,1680987493.0,75967343,CC BY-SA 4.0,https://stackoverflow.com/questions/75967343/jolt-transformer-adding-current-time-in-long-format,Jolt transformer adding current time in long format,75967409.0,,,
['apache-nifi'],"{'account_id': 1723702, 'reputation': 7908, 'user_id': 1578872, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/80b9c8f75d350cccb189ca77db412590?s=256&d=identicon&r=PG', 'display_name': 'user1578872', 'link': 'https://stackoverflow.com/users/1578872/user1578872'}",True,66,1,0,1681142543,1680909337,1681088651.0,75962538,CC BY-SA 4.0,https://stackoverflow.com/questions/75962538/nifi-dynamic-attribute-in-the-flow,Nifi - Dynamic attribute in the flow,75978676.0,,,
"['docker', 'callback', 'apache-nifi', 'httpserver']","{'account_id': 8398152, 'reputation': 1829, 'user_id': 6304472, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2ae7d657d965030944fc101f182038fd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'DataWrangler', 'link': 'https://stackoverflow.com/users/6304472/datawrangler'}",True,118,1,0,1681977061,1680884084,1680894910.0,75960185,CC BY-SA 4.0,https://stackoverflow.com/questions/75960185/nifi-listenhttp-handlehttprequest-external-access,Nifi ListenHTTP/HandleHttpRequest External Access,76061707.0,,,
['apache-nifi'],"{'account_id': 28240266, 'reputation': 3, 'user_id': 21588138, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxZSByNIbTOVNa6PGi7ng3SopQcJC6gBHo47Rphv=k-s256', 'display_name': 'Thomas DevAI', 'link': 'https://stackoverflow.com/users/21588138/thomas-devai'}",False,89,0,0,1680863194,1680862811,1680862903.0,75957543,CC BY-SA 4.0,https://stackoverflow.com/questions/75957543/how-to-enable-cors-for-the-apache-nifi-api,How to enable CORS for the Apache NiFi API?,,,,
"['java', 'spring-boot', 'apache-nifi']","{'account_id': 27715916, 'reputation': 35, 'user_id': 21157631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5933a1b118f197ec01b5e97274d14d19?s=256&d=identicon&r=PG', 'display_name': 'Destiel', 'link': 'https://stackoverflow.com/users/21157631/destiel'}",False,57,1,-1,1680878643,1680859403,1680861627.0,75957165,CC BY-SA 4.0,https://stackoverflow.com/questions/75957165/how-to-convert-csv-file-to-nested-json-using-nifi,How to convert Csv File to nested Json using Nifi?,,,,
['apache-nifi'],"{'account_id': 1723702, 'reputation': 7908, 'user_id': 1578872, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/80b9c8f75d350cccb189ca77db412590?s=256&d=identicon&r=PG', 'display_name': 'user1578872', 'link': 'https://stackoverflow.com/users/1578872/user1578872'}",False,87,0,0,1680891938,1680832065,1680832852.0,75954913,CC BY-SA 4.0,https://stackoverflow.com/questions/75954913/nifi-putfile-failure-file-with-the-same-name-already-exists,Nifi - putFile failure - file with the same name already exists,,,,
['apache-nifi'],"{'account_id': 19113865, 'reputation': 23, 'user_id': 13959316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df40d5dce7b672e8c27815ba75a21abd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pgoose231989', 'link': 'https://stackoverflow.com/users/13959316/pgoose231989'}",False,12,0,0,1680829357,1680829357,,75954776,CC BY-SA 4.0,https://stackoverflow.com/questions/75954776/duplicate-wait-function-but-only-2-of-them-work-as-expected,Duplicate wait function but only 2 of them work as expected,,,,
['apache-nifi'],"{'account_id': 26007099, 'reputation': 1, 'user_id': 19716671, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkhoqK4QVfGg5h7BYO4hu3Okj4RsCZ7u8i6mD8m=k-s256', 'display_name': 'Marwan Zidane', 'link': 'https://stackoverflow.com/users/19716671/marwan-zidane'}",False,28,0,0,1680818532,1680818532,,75954091,CC BY-SA 4.0,https://stackoverflow.com/questions/75954091/apache-nifi-database-that-stores-data-provenance-and-flow-files,Apache Nifi Database that stores data provenance and flow files,,,,
['apache-nifi'],"{'account_id': 1723702, 'reputation': 7908, 'user_id': 1578872, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/80b9c8f75d350cccb189ca77db412590?s=256&d=identicon&r=PG', 'display_name': 'user1578872', 'link': 'https://stackoverflow.com/users/1578872/user1578872'}",False,44,0,0,1680816494,1680815953,1680816494.0,75953870,CC BY-SA 4.0,https://stackoverflow.com/questions/75953870/nifi-splitjson-and-extract-array-of-string-from-generateflow-file-property,Nifi - SplitJson and Extract array of String from generateflow file property,,,,
"['azure-active-directory', 'openid-connect', 'apache-nifi']","{'account_id': 15137929, 'reputation': 3, 'user_id': 10923852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2adcc104d9665ec4ae7b95e11e3beb01?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'TheWaywardProgrammer', 'link': 'https://stackoverflow.com/users/10923852/thewaywardprogrammer'}",False,39,0,0,1680791139,1680791139,,75950665,CC BY-SA 4.0,https://stackoverflow.com/questions/75950665/nifi-container-and-azuread,NiFi container and AzureAD,,,,
