tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason
"['arrays', 'json', 'nested', 'azure-data-factory', 'google-cloud-dataflow']","{'account_id': 9882946, 'reputation': 95, 'user_id': 7318436, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/T3l5L.jpg?s=256&g=1', 'display_name': 'Regazzi', 'link': 'https://stackoverflow.com/users/7318436/regazzi'}",True,87,1,0,1690816736,1690805937,76803553,CC BY-SA 4.0,https://stackoverflow.com/questions/76803553/adf-complex-nested-array-in-data-flow,ADF - Complex nested array in Data Flow,,76804999.0,,,
['azure-data-factory'],"{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",False,48,2,0,1690807988,1690799492,76802751,CC BY-SA 4.0,https://stackoverflow.com/questions/76802751/how-to-automate-azure-data-factory-pipeline-reruns,How to Automate Azure Data Factory Pipeline ReRuns,,,,,
"['pyspark', 'azure-blob-storage', 'azure-data-factory']","{'account_id': 8817191, 'reputation': 185, 'user_id': 6588220, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04b36e8cf2db04f387f1bb1c04417349?s=256&d=identicon&r=PG', 'display_name': 'LordRofticus', 'link': 'https://stackoverflow.com/users/6588220/lordrofticus'}",True,63,1,0,1690810878,1690793720,76802054,CC BY-SA 4.0,https://stackoverflow.com/questions/76802054/adf-pyspark-notebook-check-if-directory-exist-on-azure-storage-account,ADF PySpark Notebook Check if Directory Exist on Azure Storage Account,1690794929.0,76804220.0,,,
['azure-data-factory'],"{'account_id': 9138309, 'reputation': 340, 'user_id': 6797189, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9a1900714f8679263a19da8abca7f5d4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'R. Maier', 'link': 'https://stackoverflow.com/users/6797189/r-maier'}",True,44,2,0,1690804701,1690790815,76801740,CC BY-SA 4.0,https://stackoverflow.com/questions/76801740/azure-data-factory-dataflow-interpretation-error,Azure Data Factory - Dataflow interpretation error,1690792109.0,,,,
['azure-data-factory'],"{'account_id': 9138309, 'reputation': 340, 'user_id': 6797189, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9a1900714f8679263a19da8abca7f5d4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'R. Maier', 'link': 'https://stackoverflow.com/users/6797189/r-maier'}",True,27,1,1,1690815272,1690788977,76801559,CC BY-SA 4.0,https://stackoverflow.com/questions/76801559/azure-datafactory-not-showing-all-activities-in-dataflow-but-its-there-in-th,"Azure Datafactory - Not showing all activities in dataflow, but it&#39;s there in the repo",1690815272.0,,,,
"['azure', 'azure-data-factory']","{'account_id': 13966714, 'reputation': 313, 'user_id': 16525263, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/043e3f45a6e072b4e781bdacad3499ce?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user175025', 'link': 'https://stackoverflow.com/users/16525263/user175025'}",True,65,1,0,1690788195,1690786131,76801254,CC BY-SA 4.0,https://stackoverflow.com/questions/76801254/capture-folder-name-from-blob-using-mapping-data-flow-in-adf,Capture folder name from blob using mapping data flow in ADF,1690788195.0,76801448.0,,,
"['type-conversion', 'azure-data-factory', 'pipeline', 'sqldatatypes']","{'account_id': 18052622, 'reputation': 1, 'user_id': 13121916, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10158230897325097/picture?type=large', 'display_name': 'Ben Hardy', 'link': 'https://stackoverflow.com/users/13121916/ben-hardy'}",False,113,2,0,1690782584,1690747615,76799445,CC BY-SA 4.0,https://stackoverflow.com/questions/76799445/converting-a-string-to-an-integer-failing-in-azure-data-factory-pipeline,Converting a string to an integer failing in Azure Data Factory pipeline,,,,,
"['azure-data-factory', 'oracle-adf', 'change-data-capture', 'azure-mapping-data-flow']","{'account_id': 6500081, 'reputation': 25, 'user_id': 14365284, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-myD8EivX5bM/AAAAAAAAAAI/AAAAAAAAG1w/pjvv8KFQLcc/photo.jpg?sz=256', 'display_name': 'Andrii Rozrutskyi', 'link': 'https://stackoverflow.com/users/14365284/andrii-rozrutskyi'}",True,149,1,0,1690643955,1690612844,76792363,CC BY-SA 4.0,https://stackoverflow.com/questions/76792363/use-array-as-parameter-in-mapping-data-flow-in-azure-data-factory,use array as parameter in mapping Data Flow in Azure Data Factory,,76794221.0,,,
"['azure-data-factory', 'azure-synapse', 'expressionbuilder']","{'account_id': 27585400, 'reputation': 23, 'user_id': 21053684, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp7Oklw_4rGh2VigS57Hdgp2dTgCHv3Ljaa_8bwU=k-s256', 'display_name': 'dwssc2023', 'link': 'https://stackoverflow.com/users/21053684/dwssc2023'}",True,123,1,0,1690607127,1690578904,76791054,CC BY-SA 4.0,https://stackoverflow.com/questions/76791054/adf-synapse-pipeline-expression-get-substring-from-a-split-function,ADF / Synapse Pipeline Expression get Substring from a Split function,1690579764.0,76792040.0,,,
"['azure-data-factory', 'azure-bicep']","{'account_id': 27784187, 'reputation': 15, 'user_id': 21211977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12935ef632ee7eeacaa02854ca2c4601?s=256&d=identicon&r=PG', 'display_name': 'Tacti', 'link': 'https://stackoverflow.com/users/21211977/tacti'}",False,45,1,0,1690618903,1690546501,76787709,CC BY-SA 4.0,https://stackoverflow.com/questions/76787709/how-to-deploy-grant-permissions-on-self-hosted-ir-using-bicep,How to deploy grant permissions on Self-Hosted IR using Bicep,1690546759.0,,,,
"['azure', 'azure-data-factory', 'azure-cli']","{'account_id': 14354037, 'reputation': 43, 'user_id': 10368551, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-nf7cHMl9K0s/AAAAAAAAAAI/AAAAAAAAB9E/fq9IqdrwKHA/photo.jpg?sz=256', 'display_name': 'Shekhar Khadka', 'link': 'https://stackoverflow.com/users/10368551/shekhar-khadka'}",True,88,1,0,1690541076,1690534008,76786172,CC BY-SA 4.0,https://stackoverflow.com/questions/76786172/how-to-update-the-adf-trigger-weekdays-parameter-using-the-azure-cli,How to Update the ADF trigger weekDays parameter using the azure cli?,1690534188.0,,,,
"['azure', 'azure-data-factory']","{'account_id': 29105926, 'reputation': 1, 'user_id': 22296772, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTtcm9LfXulIEoneA-vWS3r5yCIFYobFQS3XYqGxdVahvGA=k-s256', 'display_name': 'Arun Kumar', 'link': 'https://stackoverflow.com/users/22296772/arun-kumar'}",False,44,1,0,1690637826,1690483765,76782646,CC BY-SA 4.0,https://stackoverflow.com/questions/76782646/error-code-11402-when-setup-the-linked-service-to-local-c-drive-folder,Error Code 11402 when setup the Linked Service to Local C Drive folder,,,,,
"['sql-server', 'xml', 'azure-blob-storage', 'azure-data-factory']","{'account_id': 27276229, 'reputation': 9, 'user_id': 20796802, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a2b32c2e581629580df66425061a7ab?s=256&d=identicon&r=PG', 'display_name': 'Priyom', 'link': 'https://stackoverflow.com/users/20796802/priyom'}",False,77,1,-1,1690542948,1690482593,76782527,CC BY-SA 4.0,https://stackoverflow.com/questions/76782527/how-to-load-nested-xml-file-data-from-blob-storage-into-sql-server-using-azure-d,How to load nested XML file data from blob storage into SQL Server using Azure Data Factory?,1690490958.0,,,,
"['pyspark', 'azure-data-factory', 'databricks', 'azure-databricks']","{'account_id': 27465082, 'reputation': 51, 'user_id': 20954952, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp67b2i__IWPCuhWupPqF5rEQccz91erpZjm8DoS=k-s256', 'display_name': 'In&#234;s Silva', 'link': 'https://stackoverflow.com/users/20954952/in%c3%aas-silva'}",True,51,1,0,1690521515,1690481887,76782464,CC BY-SA 4.0,https://stackoverflow.com/questions/76782464/how-to-abort-a-notebook-in-datafactory,How to abort a notebook in DataFactory,,76785019.0,,,
"['salesforce', 'azure-sql-database', 'azure-data-factory', 'etl', 'real-time-data']","{'account_id': 22357698, 'reputation': 13, 'user_id': 16574667, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1282b8a69dea66faf41058df16f72ead?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Abhishek Chaudhary', 'link': 'https://stackoverflow.com/users/16574667/abhishek-chaudhary'}",False,47,1,0,1690507953,1690471571,76781290,CC BY-SA 4.0,https://stackoverflow.com/questions/76781290/extract-salesforce-live-data-in-azure-sql-database,Extract Salesforce live data in Azure SQL database,1690471987.0,,,,
['azure-data-factory'],"{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,34,1,0,1690471819,1690469125,76780914,CC BY-SA 4.0,https://stackoverflow.com/questions/76780914/how-to-parameterize-stored-procedures-in-azure-data-factory,How To Parameterize Stored Procedures in Azure Data Factory,,76780988.0,,,
"['azure-data-factory', 'azure-rest-api', 'azure-log-analytics-workspace']","{'account_id': 17015500, 'reputation': 5, 'user_id': 12309502, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-IxXAGrpZ6Zs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcXiwoHQ2IA3S1ELFYSMxDVhEu1pg/photo.jpg?sz=256', 'display_name': 'user12309502', 'link': 'https://stackoverflow.com/users/12309502/user12309502'}",True,89,1,0,1690794494,1690464551,76780257,CC BY-SA 4.0,https://stackoverflow.com/questions/76780257/how-can-i-connect-log-analytics-workspace-via-rest-api-with-azure-data-factory-w,How can I connect Log Analytics Workspace via rest api with Azure Data Factory without Authentication,1690794477.0,76802132.0,,,
"['azure', 'azure-data-factory', 'azure-databricks']","{'account_id': 3434968, 'reputation': 273, 'user_id': 2878290, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/ccc8b44c9f0b68d5ed43981f31cfaae6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Developer KE', 'link': 'https://stackoverflow.com/users/2878290/developer-ke'}",False,64,1,0,1690895920,1690461811,76779858,CC BY-SA 4.0,https://stackoverflow.com/questions/76779858/databricks-spark-delta-table-authentication-issues-on-azure-datafactory,DataBricks Spark Delta Table Authentication Issues on Azure DataFactory,,,,,
"['sharepoint', 'azure-data-factory', 'pipeline']","{'account_id': 13836929, 'reputation': 3, 'user_id': 9988233, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50e116e8a852f53d2b937062e1019fa1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Abilesh GR', 'link': 'https://stackoverflow.com/users/9988233/abilesh-gr'}",False,78,1,0,1690546477,1690459890,76779608,CC BY-SA 4.0,https://stackoverflow.com/questions/76779608/how-can-i-ignore-a-file-that-has-previously-been-processed-in-adf,How can I ignore a file that has previously been processed in ADF,1690460132.0,,,,
"['azure', 'azure-functions', 'cloud', 'azure-blob-storage', 'azure-data-factory']","{'account_id': 15944870, 'reputation': 3, 'user_id': 13598334, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TwNmc.png?s=256&g=1', 'display_name': 'Vkdhiman', 'link': 'https://stackoverflow.com/users/13598334/vkdhiman'}",False,65,0,0,1690455698,1690455698,76779088,CC BY-SA 4.0,https://stackoverflow.com/questions/76779088/get-metadata-of-files-in-sharepoint-website-folder-and-set-the-metadata-of-copie,Get metadata of files in Sharepoint website folder and set the metadata of copied files (from SharePoint) in blob storage accordingly in ADF pipeline,,,,,
"['sharepoint', 'azure-active-directory', 'azure-data-factory']","{'account_id': 29101254, 'reputation': 1, 'user_id': 22293029, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d6a0ff638cf807594fa81bf3a31809f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Anushant', 'link': 'https://stackoverflow.com/users/22293029/anushant'}",False,45,1,0,1690811379,1690444455,76777592,CC BY-SA 4.0,https://stackoverflow.com/questions/76777592/can-we-integrate-sharepoint-on-premises-with-azure-data-factory,Can we integrate SharePoint On-premises with Azure Data Factory?,,,,,
['azure-data-factory'],"{'account_id': 22363188, 'reputation': 51, 'user_id': 16579426, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GilL-a8PO6FzvMzO3d_wQoOAYZug6HGatKe__Xs=k-s256', 'display_name': 'Jacky', 'link': 'https://stackoverflow.com/users/16579426/jacky'}",False,56,0,0,1690443745,1690443745,76777519,CC BY-SA 4.0,https://stackoverflow.com/questions/76777519/azure-data-factory-explicit-mapping-doesnt-work,Azure Data Factory explicit mapping doesn&#39;t work,,,,,
"['azure', 'azure-data-factory', 'azure-cli']","{'account_id': 14354037, 'reputation': 43, 'user_id': 10368551, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-nf7cHMl9K0s/AAAAAAAAAAI/AAAAAAAAB9E/fq9IqdrwKHA/photo.jpg?sz=256', 'display_name': 'Shekhar Khadka', 'link': 'https://stackoverflow.com/users/10368551/shekhar-khadka'}",True,94,2,0,1690531788,1690441122,76777196,CC BY-SA 4.0,https://stackoverflow.com/questions/76777196/how-to-update-the-adf-schedule-time-using-the-azure-cli,How to update the ADF schedule time using the Azure CLI?,1690447500.0,76779094.0,,,
"['azure', 'azure-data-factory']","{'account_id': 6600337, 'reputation': 421, 'user_id': 5554429, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37455211f8ed730ed6e138240200f063?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sandeep T', 'link': 'https://stackoverflow.com/users/5554429/sandeep-t'}",False,66,1,0,1690803084,1690359187,76769221,CC BY-SA 4.0,https://stackoverflow.com/questions/76769221/azure-data-factory-data-flow-flatten-transformation-with-rule-based-mapping,Azure Data Factory Data Flow Flatten Transformation with Rule based Mapping,1690803084.0,,,,
"['azure', 'azure-devops', 'azure-data-factory', 'cicd']","{'account_id': 11237462, 'reputation': 5, 'user_id': 8243057, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1360340167356350/picture?type=large', 'display_name': 'Jayme Oliveira', 'link': 'https://stackoverflow.com/users/8243057/jayme-oliveira'}",False,43,0,0,1690342839,1690342839,76767895,CC BY-SA 4.0,https://stackoverflow.com/questions/76767895/erro-on-azure-data-factory-deploy,Erro on Azure Data Factory deploy,,,,,
"['azure', 'azure-data-factory', 'exists']","{'account_id': 16026859, 'reputation': 29, 'user_id': 11566889, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KUaY8nMsbCE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcpGXlRW1v7OydJc0fXpYzvT4nDuA/mo/photo.jpg?sz=256', 'display_name': 'Sivaani N', 'link': 'https://stackoverflow.com/users/11566889/sivaani-n'}",True,88,1,0,1690457211,1690337642,76767589,CC BY-SA 4.0,https://stackoverflow.com/questions/76767589/how-to-resolve-field-exists-failed-with-error-in-adf-error,how to resolve &quot;Field &#39;exists&#39; failed with error in ADF&quot; error?,1690346560.0,76779270.0,,,
"['snowflake-cloud-data-platform', 'azure-data-factory']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,79,1,0,1690353392,1690302137,76764704,CC BY-SA 4.0,https://stackoverflow.com/questions/76764704/unable-to-copy-to-snowflake-database-with-azure-data-factory,Unable to copy to SnowFlake Database with Azure Data Factory,,76768599.0,,,
"['sql', 'azure', 'azure-data-factory', 'oracle-adf']","{'account_id': 5489954, 'reputation': 818, 'user_id': 4363607, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://lh6.googleusercontent.com/-rmQAtiHZGXM/AAAAAAAAAAI/AAAAAAAAAEE/KV_KzL5tjCI/photo.jpg?sz=256', 'display_name': 'TopBanana9000', 'link': 'https://stackoverflow.com/users/4363607/topbanana9000'}",False,55,1,0,1690352402,1690301059,76764557,CC BY-SA 4.0,https://stackoverflow.com/questions/76764557/azure-data-factory-how-to-join-comma-delimited-string-column-to-string-column,Azure Data Factory How to Join Comma Delimited String Column to String Column,,,,,
"['snowflake-cloud-data-platform', 'azure-data-factory']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,73,1,-2,1690299415,1690298694,76764229,CC BY-SA 4.0,https://stackoverflow.com/questions/76764229/issue-when-copying-to-snowflake-directly-in-azure-data-factory,Issue when copying to SnowFlake directly in Azure Data Factory,1690299415.0,76764325.0,,,
"['azure', 'azure-data-factory', 'azure-container-instances']","{'account_id': 11940367, 'reputation': 37, 'user_id': 8737378, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47e472f4d6192bc32ab59bd57f0545a8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Derik Roby', 'link': 'https://stackoverflow.com/users/8737378/derik-roby'}",False,44,1,0,1690382411,1690296714,76763913,CC BY-SA 4.0,https://stackoverflow.com/questions/76763913/how-to-execute-a-command-in-a-running-azure-container-instance-from-azure-data-f,How to execute a command in a running Azure Container Instance from Azure Data Factory?,,,,,
['azure-data-factory'],"{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,23,1,0,1690297611,1690295997,76763832,CC BY-SA 4.0,https://stackoverflow.com/questions/76763832/azure-data-factory-auto-create-table-requesting-table-exists-before-copying,Azure Data Factory Auto create table requesting table exists before copying,1690297330.0,76764058.0,,,
"['azure', 'azure-devops', 'azure-pipelines', 'azure-data-factory']","{'account_id': 14354037, 'reputation': 43, 'user_id': 10368551, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-nf7cHMl9K0s/AAAAAAAAAAI/AAAAAAAAB9E/fq9IqdrwKHA/photo.jpg?sz=256', 'display_name': 'Shekhar Khadka', 'link': 'https://stackoverflow.com/users/10368551/shekhar-khadka'}",False,41,0,0,1690282978,1690282978,76762061,CC BY-SA 4.0,https://stackoverflow.com/questions/76762061/how-to-use-the-object-variables-in-parameter-value-in-adf-azure-devops-deploymen,How to use the Object Variables in parameter value in ADF Azure DevOps Deployment,,,,,
"['azure-data-factory', 'azure-logic-apps']","{'account_id': 16026859, 'reputation': 29, 'user_id': 11566889, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KUaY8nMsbCE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcpGXlRW1v7OydJc0fXpYzvT4nDuA/mo/photo.jpg?sz=256', 'display_name': 'Sivaani N', 'link': 'https://stackoverflow.com/users/11566889/sivaani-n'}",True,145,1,0,1690300159,1690277512,76761314,CC BY-SA 4.0,https://stackoverflow.com/questions/76761314/how-to-pass-array-of-values-to-logic-app,How to pass array of values to logic app?,1690278651.0,76762084.0,,,
"['azure', 'azure-devops', 'azure-data-factory', 'azure-pipelines-yaml']","{'account_id': 14354037, 'reputation': 43, 'user_id': 10368551, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-nf7cHMl9K0s/AAAAAAAAAAI/AAAAAAAAB9E/fq9IqdrwKHA/photo.jpg?sz=256', 'display_name': 'Shekhar Khadka', 'link': 'https://stackoverflow.com/users/10368551/shekhar-khadka'}",False,90,0,0,1690276407,1690276407,76761187,CC BY-SA 4.0,https://stackoverflow.com/questions/76761187/how-to-convert-the-string-variable-to-json-object-in-azure-devops-yaml-pipeline,How to convert the string variable to JSON object in Azure DevOps YAML pipeline?,,,,,
"['azure', 'azure-data-factory', 'azure-data-explorer']","{'account_id': 29083725, 'reputation': 1, 'user_id': 22279132, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AAcHTteV_G7Mg9G5Wtr2u4SG1ndoHryk6jAD5-61RZ65K1Mp=k-s256', 'display_name': 'Matorow', 'link': 'https://stackoverflow.com/users/22279132/matorow'}",False,70,1,0,1690380583,1690271899,76760571,CC BY-SA 4.0,https://stackoverflow.com/questions/76760571/load-json-from-rest-api-into-adxkusto-using-azure-data-factory,Load JSON from REST API into ADX(Kusto) using Azure Data Factory,1690272219.0,,,,
"['azure-data-factory', 'delta-lake', 'retention']","{'account_id': 25014025, 'reputation': 33, 'user_id': 18873260, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3329d0ce041a1e658a873746b6d68a77?s=256&d=identicon&r=PG', 'display_name': 'ashap551', 'link': 'https://stackoverflow.com/users/18873260/ashap551'}",False,93,0,1,1692006404,1690245405,76758786,CC BY-SA 4.0,https://stackoverflow.com/questions/76758786/how-to-set-retention-period-vacuum-for-delta-tables-in-azure-data-factory,How to set &quot;Retention Period&quot; + &quot;Vacuum&quot; for Delta Tables in Azure Data Factory refreshed by a CDC Pipeline... without using Data Bricks,1692006404.0,,,,
['azure-data-factory'],"{'account_id': 24347093, 'reputation': 17, 'user_id': 18283481, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1df3d6677f73741c0623b48a3cc8c1ff?s=256&d=identicon&r=PG', 'display_name': 'Jwest', 'link': 'https://stackoverflow.com/users/18283481/jwest'}",True,47,2,0,1690395873,1690232909,76758030,CC BY-SA 4.0,https://stackoverflow.com/questions/76758030/working-in-adf-with-multiple-mappings-for-one-output,Working in ADF with Multiple Mappings for one Output,,,,,
"['azure', 'azure-devops', 'azure-data-factory']","{'account_id': 27931955, 'reputation': 9, 'user_id': 21329760, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxYY0dKvnsyqe94PSoKMeU60kVZ2LIOtBR1_WaW1=k-s256', 'display_name': 'cinnamonroll', 'link': 'https://stackoverflow.com/users/21329760/cinnamonroll'}",True,72,1,0,1690271946,1690227951,76757606,CC BY-SA 4.0,https://stackoverflow.com/questions/76757606/how-to-refresh-the-access-token-for-using-rest-api-in-azure,How to refresh the access token for using REST API in Azure?,1690271946.0,76760494.0,,,
"['azure', 'azure-data-factory', 'azure-data-lake-gen2']","{'account_id': 12016295, 'reputation': 1, 'user_id': 8791330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e27021e94eee4e9d97d8491d489566d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'iSunmi', 'link': 'https://stackoverflow.com/users/8791330/isunmi'}",False,50,0,0,1690206716,1690202498,76754605,CC BY-SA 4.0,https://stackoverflow.com/questions/76754605/how-can-i-use-a-file-csv-from-adls-and-use-it-as-a-request-body-for-adf-web-ac,How can I use a file (csv) from ADLS and use it as a request body for ADF web activity?,1690206716.0,,,,
"['azure', 'data-science', 'azure-data-factory']","{'account_id': 6990919, 'reputation': 41, 'user_id': 5360236, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-r3Yc-fJFHhU/AAAAAAAAAAI/AAAAAAAAAJA/Z2HyUNy3laU/photo.jpg?sz=256', 'display_name': 'Muntazir Abbas', 'link': 'https://stackoverflow.com/users/5360236/muntazir-abbas'}",True,62,1,0,1690215278,1690195398,76753693,CC BY-SA 4.0,https://stackoverflow.com/questions/76753693/creating-dynamic-folders-based-on-filename-in-azure-data-factory-dataflow,Creating Dynamic Folders based on Filename in Azure Data Factory DataFlow,1690202870.0,,,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 18524793, 'reputation': 124, 'user_id': 13496926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48bb973a6422473a0343fe64f66ff886?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'anuj', 'link': 'https://stackoverflow.com/users/13496926/anuj'}",False,68,1,0,1690257797,1690186427,76752543,CC BY-SA 4.0,https://stackoverflow.com/questions/76752543/azure-data-factory-extract-date-from-filepath-copy-activity,Azure data factory extract date from $$FilePath copy activity,1690186492.0,,,,
"['azure', 'azure-blob-storage', 'azure-data-factory']","{'account_id': 1283031, 'reputation': 8195, 'user_id': 1236694, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/77f6b46fe521c6807aefe4a2c33c2320?s=256&d=identicon&r=PG', 'display_name': 'BaltoStar', 'link': 'https://stackoverflow.com/users/1236694/baltostar'}",True,41,2,0,1690263427,1690182161,76752090,CC BY-SA 4.0,https://stackoverflow.com/questions/76752090/is-it-possible-to-build-an-azure-pipeline-from-blob-to-on-premises-sftp-relying,Is it possible to build an Azure pipeline from blob to on-premises SFTP relying only on AZIR?,1690263427.0,,,,
"['git', 'azure-data-factory']","{'account_id': 1766390, 'reputation': 43, 'user_id': 1612181, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/62183fef1274554189273134d9db4965?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'zakiz', 'link': 'https://stackoverflow.com/users/1612181/zakiz'}",True,220,1,0,1690119385,1690110640,76747925,CC BY-SA 4.0,https://stackoverflow.com/questions/76747925/how-to-update-azure-data-factory-live-mode-from-git-branches,How to update Azure Data Factory live mode from Git branches?,,,,,
"['azure', 'airflow', 'azure-data-factory']","{'account_id': 5631364, 'reputation': 21, 'user_id': 4458237, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a082537d3b2f42e0feec15263f7d57a0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'zezzar', 'link': 'https://stackoverflow.com/users/4458237/zezzar'}",False,80,2,0,1690699027,1690036865,76744335,CC BY-SA 4.0,https://stackoverflow.com/questions/76744335/unable-to-import-dags-to-managed-airflow-in-azure-data-factory,Unable to import dags to managed airflow in Azure Data Factory,1690197359.0,,,,
"['azure', 'azure-data-factory', 'expressionbuilder']","{'account_id': 15677247, 'reputation': 1, 'user_id': 11312215, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b45b3b46210022bee06fc50f19aca6f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Michele Baronchelli', 'link': 'https://stackoverflow.com/users/11312215/michele-baronchelli'}",True,104,2,0,1690382805,1689948906,76738779,CC BY-SA 4.0,https://stackoverflow.com/questions/76738779/data-factory-expression-builder-with-variables,Data factory expression builder with variables,1690208368.0,,,,
