tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
"['azure-blob-storage', 'azure-data-lake']","{'account_id': 3223604, 'reputation': 2431, 'user_id': 2720421, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/0af71e1ac586f8df02377ffd652ee28b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'frosty', 'link': 'https://stackoverflow.com/users/2720421/frosty'}",True,1140,2,0,1634704817,1634103218,69550207,CC BY-SA 4.0,https://stackoverflow.com/questions/69550207/azure-sas-token-for-a-specific-file,Azure SAS Token for a specific file,69550778.0,,,,
"['azure', 'azure-functions', 'etl', 'azure-data-factory', 'azure-data-lake']","{'account_id': 21800256, 'reputation': 61, 'user_id': 16099218, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92fc938a7d65974be3e23dafb67563c4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'YusufD', 'link': 'https://stackoverflow.com/users/16099218/yusufd'}",True,1796,1,-1,1634110628,1634046103,69541637,CC BY-SA 4.0,https://stackoverflow.com/questions/69541637/how-can-i-pass-the-file-name-path-after-copy-data-step-to-azure-functions-in,How can i pass the file name / path after &quot;Copy data&quot; step to Azure Functions in ADF,69551445.0,,,,
"['azure-blob-storage', 'azure-storage', 'azure-data-lake']","{'account_id': 3223604, 'reputation': 2431, 'user_id': 2720421, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/0af71e1ac586f8df02377ffd652ee28b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'frosty', 'link': 'https://stackoverflow.com/users/2720421/frosty'}",False,757,1,0,1634704588,1633996615,69533625,CC BY-SA 4.0,https://stackoverflow.com/questions/69533625/azure-datalake-client-fails-on-creating-a-directory,Azure DataLake client fails on creating a directory,,1634013214.0,,,
"['azure-data-lake', 'u-sql']","{'account_id': 1698586, 'reputation': 890, 'user_id': 1559331, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/97994dab161acab4a4e4ada507013b65?s=256&d=identicon&r=PG', 'display_name': 'dileepVikram', 'link': 'https://stackoverflow.com/users/1559331/dileepvikram'}",False,69,1,0,1633935709,1633713923,69499655,CC BY-SA 4.0,https://stackoverflow.com/questions/69499655/how-to-specify-wild-card-paths-while-reading-a-file-in-u-sql,How to specify wild card paths while reading a file in U-SQL,,1633716919.0,,,
"['c#', 'azure', 'api', 'azure-functions', 'azure-data-lake']","{'account_id': 22943557, 'reputation': 1, 'user_id': 17075870, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzvU-aX9QAwB45oLXJZNR9g3VtLgBVh1EfLpz5d=k-s256', 'display_name': 'Z ramos', 'link': 'https://stackoverflow.com/users/17075870/z-ramos'}",False,642,1,0,1633503949,1633402404,69444402,CC BY-SA 4.0,https://stackoverflow.com/questions/69444402/how-to-create-a-connection-to-azure-data-lake-storage-to-api,How to create a connection to Azure data lake storage to API?,,,,,
"['azure', 'azure-active-directory', 'azure-data-lake']","{'account_id': 11474937, 'reputation': 115, 'user_id': 8410692, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-zFYbHi0QIFA/AAAAAAAAAAI/AAAAAAAABBA/GD3hNHcW_Os/photo.jpg?sz=256', 'display_name': 'Raja Sabarish PV', 'link': 'https://stackoverflow.com/users/8410692/raja-sabarish-pv'}",False,221,0,1,1633335899,1633319978,69430764,CC BY-SA 4.0,https://stackoverflow.com/questions/69430764/write-a-csv-file-to-adls-container-from-databricks,Write a CSV file to ADLS container from DataBricks,,1633335899.0,,,
"['json', 'azure', 'azure-data-lake', 'azure-data-factory']","{'account_id': 17642518, 'reputation': 165, 'user_id': 12804516, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-3kQxw1N7vcM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rceenzYvoOeDwETzhbI4qoWEIkgfQ/photo.jpg?sz=256', 'display_name': 'Samyak Jain', 'link': 'https://stackoverflow.com/users/12804516/samyak-jain'}",True,688,1,0,1632934731,1632930674,69379667,CC BY-SA 4.0,https://stackoverflow.com/questions/69379667/convert-file-format-while-copying-data-using-copy-activity-in-azure-data-factory,Convert file format while copying data using copy activity in Azure data factory,69380621.0,,,,
"['azure', 'azure-blob-storage', 'azure-data-lake']","{'account_id': 5482535, 'reputation': 13, 'user_id': 4358467, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-B0MM1tx72_g/AAAAAAAAAAI/AAAAAAAAALE/zJOqz_T9FM8/photo.jpg?sz=256', 'display_name': 'Mahesh Sakore', 'link': 'https://stackoverflow.com/users/4358467/mahesh-sakore'}",True,139,1,1,1632933276,1632914311,69375365,CC BY-SA 4.0,https://stackoverflow.com/questions/69375365/transform-xslx-csv-file-in-blob-storage-and-store-into-adls,Transform xslx csv file in blob storage and store into ADLS,69380323.0,,,,
"['python', 'azure', 'jenkins', 'jenkins-groovy', 'azure-data-lake']","{'account_id': 22816868, 'reputation': 1, 'user_id': 16967344, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxo2lv1muB2jwhlZ0fLAIbC_WPbmLzl6QJc0rFwww=k-s256', 'display_name': 'Aayush Dubey', 'link': 'https://stackoverflow.com/users/16967344/aayush-dubey'}",False,187,1,0,1632284827,1632239569,69271958,CC BY-SA 4.0,https://stackoverflow.com/questions/69271958/while-i-am-calling-my-py-file-from-jenkins-groovy-script-i-am-getting-an-error,"while I am calling my py file from jenkins groovy script, I am getting an error in &quot;from azure.storage.filedatalake import DataLakeServiceClient&quot;",,,,,
"['azure', 'optimization', 'partitioning', 'azure-table-storage', 'azure-data-lake']","{'account_id': 13741836, 'reputation': 200, 'user_id': 9916713, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3616c84914b5623c6b8dd73def89fd13?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Priyanka2304', 'link': 'https://stackoverflow.com/users/9916713/priyanka2304'}",False,47,1,0,1632381345,1631895800,69226704,CC BY-SA 4.0,https://stackoverflow.com/questions/69226704/heap-space-issue-with-non-partitioned-tables-in-adla,HEAP Space issue with Non-partitioned tables in ADLA,,,,,
"['azure', 'databricks', 'azure-data-lake']","{'account_id': 17833524, 'reputation': 1, 'user_id': 12953023, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mArM73CDPtj374ZZn352uKqpf--uwziL6l310L0dA=k-s256', 'display_name': 'Cooldbguy', 'link': 'https://stackoverflow.com/users/12953023/cooldbguy'}",False,1183,1,0,1632729044,1631787192,69206537,CC BY-SA 4.0,https://stackoverflow.com/questions/69206537/move-multiple-files-iteratively-in-pyspark-from-a-list,Move multiple files iteratively in Pyspark from a list,,1632729044.0,,,
"['sql-server', 'azure', 'ssis', 'azure-data-lake']","{'account_id': 13982730, 'reputation': 73, 'user_id': 10098532, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CUmESbPrKeM/AAAAAAAAAAI/AAAAAAAABeQ/c5fyBzxWznk/photo.jpg?sz=256', 'display_name': 'Oki Kuswanda', 'link': 'https://stackoverflow.com/users/10098532/oki-kuswanda'}",False,147,1,0,1632806701,1631604541,69173617,CC BY-SA 4.0,https://stackoverflow.com/questions/69173617/get-last-modified-azure-data-lake-into-table-column-sql-with-ssis,Get Last Modified Azure Data Lake into table column SQL With SSIS,,1631606259.0,,,
"['powershell', 'oauth-2.0', 'azure-active-directory', 'azure-data-lake', 'azure-analysis-services']","{'account_id': 2605256, 'reputation': 1829, 'user_id': 2256537, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/elMkz.gif?s=256&g=1', 'display_name': 'Ashish-BeJovial', 'link': 'https://stackoverflow.com/users/2256537/ashish-bejovial'}",False,222,0,1,1631600484,1631599979,69172622,CC BY-SA 4.0,https://stackoverflow.com/questions/69172622/azure-datalake-gen1-connection-for-azure-analysis-services-data-models-is-failin,Azure Datalake Gen1 connection for Azure Analysis services data models is failing by implementing via End-user authentication,,1631600484.0,,,
"['powershell', 'oauth-2.0', 'azure-active-directory', 'azure-data-lake', 'azure-analysis-services']","{'account_id': 2605256, 'reputation': 1829, 'user_id': 2256537, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/elMkz.gif?s=256&g=1', 'display_name': 'Ashish-BeJovial', 'link': 'https://stackoverflow.com/users/2256537/ashish-bejovial'}",False,263,1,1,1631600573,1631564994,69168770,CC BY-SA 4.0,https://stackoverflow.com/questions/69168770/service-to-service-authentication-is-failing-for-azure-datalake-gen1-to-azure-an,Service to service authentication is failing for Azure Datalake Gen1 to Azure Analysis services,,1631600573.0,,,
"['azure', 'azure-data-lake']","{'account_id': 1278736, 'reputation': 7333, 'user_id': 1233359, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/c0f211c11f443a586e5b5469dbc6766b?s=256&d=identicon&r=PG', 'display_name': 'Dreamer', 'link': 'https://stackoverflow.com/users/1233359/dreamer'}",True,408,1,0,1631249094,1631245381,69126999,CC BY-SA 4.0,https://stackoverflow.com/questions/69126999/how-to-use-new-azdatalakegen2item-to-send-multiple-files-under-a-directory,How to use New-AzDataLakeGen2Item to send multiple files under a directory,69127376.0,,,,
"['azure-data-factory', 'azure-data-lake']","{'account_id': 1046268, 'reputation': 175, 'user_id': 1051196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81cb35b4b89dc1f80f43d4917b8ed6dc?s=256&d=identicon&r=PG', 'display_name': 'sac', 'link': 'https://stackoverflow.com/users/1051196/sac'}",True,1005,3,0,1659605582,1631241975,69126639,CC BY-SA 4.0,https://stackoverflow.com/questions/69126639/dfexecutorusererror-abfss-data-lake-pathxxxxxx-dfs-core-windows-net-has,DFExecutorUserError abfss://&lt;data lake path&gt;@&lt;XXXXXX.dfs.core.windows.net&gt;/ has invalid authority,,1631273382.0,,,
"['python', 'pyspark', 'azure-databricks', 'azure-data-lake']","{'account_id': 2824589, 'reputation': 1674, 'user_id': 2427492, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/MptFz.jpg?s=256&g=1', 'display_name': 'Cornel Verster', 'link': 'https://stackoverflow.com/users/2427492/cornel-verster'}",True,3270,1,0,1631111489,1630997849,69083658,CC BY-SA 4.0,https://stackoverflow.com/questions/69083658/copy-files-from-one-azure-storage-account-to-another-using-pyspark,Copy files from one Azure storage account to another using PySpark,69101058.0,1631111489.0,,,
"['hadoop', 'databricks', 'azure-databricks', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 15438067, 'reputation': 107, 'user_id': 11137562, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15057bc2434402e43464ff9f395d20a3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Dumbledore__', 'link': 'https://stackoverflow.com/users/11137562/dumbledore'}",True,997,1,0,1630322826,1630289592,68978324,CC BY-SA 4.0,https://stackoverflow.com/questions/68978324/how-does-the-abfs-driver-in-databricks-read-blobs-in-azure-data-lake,How does the ABFS Driver in Databricks read blobs in Azure Data Lake?,,1630320464.0,,,
"['python', 'azure', 'azure-data-lake', 'azure-machine-learning-service', 'ml-studio']","{'account_id': 5756767, 'reputation': 9611, 'user_id': 4544413, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/f816ac68363e2ac85f9ee5987975fe11?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Luis Ramon Ramirez Rodriguez', 'link': 'https://stackoverflow.com/users/4544413/luis-ramon-ramirez-rodriguez'}",True,613,1,2,1630298993,1630008530,68944750,CC BY-SA 4.0,https://stackoverflow.com/questions/68944750/mount-a-datalake-storage-in-azure-ml-studio,Mount a datalake storage in azure ML studio,68979053.0,1630044624.0,,,
"['azure', 'azure-data-factory', 'azure-data-lake', 'powerapps']","{'account_id': 12009665, 'reputation': 1, 'user_id': 10236317, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01074336f5736b43f9d7ed79e270249e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'NavidadProg', 'link': 'https://stackoverflow.com/users/10236317/navidadprog'}",False,748,1,0,1630038553,1629929065,68930350,CC BY-SA 4.0,https://stackoverflow.com/questions/68930350/power-apps-using-a-form-to-enter-data-in-datalake-data-factory-or-synapse,"Power Apps: Using a Form to enter data in DataLake, Data Factory or Synapse?",,,,,
"['python-3.x', 'azure', 'azure-databricks', 'azure-data-lake', 'pathlib']","{'account_id': 15589564, 'reputation': 195, 'user_id': 11247054, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/207488882a85d4aad84db555ac7ce53d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Gopesh', 'link': 'https://stackoverflow.com/users/11247054/gopesh'}",False,2147,1,1,1629887583,1629873591,68917983,CC BY-SA 4.0,https://stackoverflow.com/questions/68917983/get-last-modified-date-of-folders-and-files-in-azure-databricks,Get last modified date of Folders and Files in Azure Databricks,,,,,
"['java', 'azure', 'azure-data-lake', 'azure-sdk']","{'account_id': 11092417, 'reputation': 123, 'user_id': 8143795, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-j4BRBkr31mg/AAAAAAAAAAI/AAAAAAAACZg/1by6w94Br9s/photo.jpg?sz=256', 'display_name': 'Kampassi', 'link': 'https://stackoverflow.com/users/8143795/kampassi'}",False,205,1,0,1629805942,1629724189,68893322,CC BY-SA 4.0,https://stackoverflow.com/questions/68893322/how-to-create-resources-in-azure-data-lake-gen1-with-java-sdk,How to create resources in azure data lake gen1 with java sdk?,,1629805942.0,,,
"['azure-data-lake', 'azure-eventhub', 'azure-stream-analytics']","{'account_id': 8264746, 'reputation': 1, 'user_id': 6214729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/953ec1dce55507d2538ba6881a5a2938?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Vishal', 'link': 'https://stackoverflow.com/users/6214729/vishal'}",False,239,0,0,1629622012,1629621613,68879712,CC BY-SA 4.0,https://stackoverflow.com/questions/68879712/azure-stream-analytics-how-to-sort-event-hub-data-based-on-timestamp-and-custo,Azure Stream Analytics - How to sort event hub data based on Timestamp and custom Id fields,,1629622012.0,,,
"['python', 'azure', 'azure-storage', 'azure-blob-storage', 'azure-data-lake']","{'user_type': 'does_not_exist', 'display_name': 'user16628047'}",True,1418,1,0,1634751397,1629323065,68839684,CC BY-SA 4.0,https://stackoverflow.com/questions/68839684/python-read-from-azure-storage-account,python read from azure storage account,,,,,
"['azure', 'azure-data-factory', 'databricks', 'azure-data-lake', 'autoload']","{'account_id': 11944022, 'reputation': 129, 'user_id': 8739814, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e965bdf82a6987e3c3e751963689d525?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'boom_clap', 'link': 'https://stackoverflow.com/users/8739814/boom-clap'}",False,85,0,1,1629366282,1629298990,68834864,CC BY-SA 4.0,https://stackoverflow.com/questions/68834864/read-only-new-data-dump-from-azure-datakake-gen-2,Read only new data dump from Azure Datakake Gen 2,,,,,
"['azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 121574, 'reputation': 11120, 'user_id': 314763, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/db002080f00cbefff2797d18a7dca91a?s=256&d=identicon&r=PG', 'display_name': 'frictionlesspulley', 'link': 'https://stackoverflow.com/users/314763/frictionlesspulley'}",True,271,1,0,1629287789,1629226512,68822677,CC BY-SA 4.0,https://stackoverflow.com/questions/68822677/adding-permissions-to-azure-datalake-gen1,adding permissions to azure datalake gen1,68831894.0,,,,
"['python', 'apache-spark', 'hadoop', 'pyspark', 'azure-data-lake']","{'account_id': 20421277, 'reputation': 311, 'user_id': 14982219, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-rbLd_j2f4Hs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnljVfX8sQdTYLQdLlK1GgVd3Ml0w/s96-c/photo.jpg?sz=256', 'display_name': 'vll1990', 'link': 'https://stackoverflow.com/users/14982219/vll1990'}",True,6094,1,2,1629271423,1629204887,68817740,CC BY-SA 4.0,https://stackoverflow.com/questions/68817740/reading-azure-datalake-gen2-file-from-pyspark-in-local,Reading azure datalake gen2 file from pyspark in local,68828077.0,,,,
"['apache-spark', 'powerbi', 'databricks', 'azure-data-lake', 'delta-lake']","{'account_id': 17182509, 'reputation': 135, 'user_id': 12437721, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a4ad195928ea0875ae3ad959bd8f0a3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'esteebie', 'link': 'https://stackoverflow.com/users/12437721/esteebie'}",False,1539,1,2,1628779792,1628778492,68759323,CC BY-SA 4.0,https://stackoverflow.com/questions/68759323/delta-tables-in-databricks-and-into-power-bi,Delta tables in Databricks and into Power BI,,,,,
"['java', 'azure', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 2018558, 'reputation': 525, 'user_id': 1805265, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/d1804c319433a21b825d483c73c14a77?s=256&d=identicon&r=PG', 'display_name': 'Boat', 'link': 'https://stackoverflow.com/users/1805265/boat'}",False,833,2,1,1652451973,1628753791,68753372,CC BY-SA 4.0,https://stackoverflow.com/questions/68753372/filesystem-exists-check-using-azure-file-data-lake-client-library-for-java,FileSystem exists check using Azure File Data Lake client library for Java,,1652451973.0,,,
"['c#', 'asp.net-core', 'file-upload', 'azure-data-lake', 'iformfile']","{'account_id': 19206513, 'reputation': 585, 'user_id': 14033262, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78bb3b0aeef87cc0d2387ce667f39788?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mr Perfect', 'link': 'https://stackoverflow.com/users/14033262/mr-perfect'}",False,1010,1,0,1628674870,1628665841,68737518,CC BY-SA 4.0,https://stackoverflow.com/questions/68737518/how-to-upload-file-to-azure-datalake-through-api,How to upload file to Azure DataLake through API?,,1628674870.0,,,
"['databricks', 'azure-databricks', 'azure-data-lake', 'azure-data-lake-gen2', 'databricks-connect']","{'account_id': 22163189, 'reputation': 11, 'user_id': 16409849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32012ec4f24ebce979240971cc153535?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/16409849/andy'}",False,287,1,0,1629289645,1628627743,68733199,CC BY-SA 4.0,https://stackoverflow.com/questions/68733199/databrick-connection-to-adls-gen2-text-files,Databrick connection to ADLS Gen2 text files,,1628665415.0,,,
"['azure', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 182648, 'reputation': 3810, 'user_id': 417516, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/CKbzG.gif?s=256&g=1', 'display_name': 'banjara', 'link': 'https://stackoverflow.com/users/417516/banjara'}",False,111,1,-1,1629449413,1628332076,68691506,CC BY-SA 4.0,https://stackoverflow.com/questions/68691506/adls-gen2-compatible-filesystem,ADLS gen2 compatible filesystem,,,,,
"['azure', 'security', 'azure-blob-storage', 'azure-data-lake', 'role-based-access-control']","{'account_id': 12297885, 'reputation': 355, 'user_id': 8972915, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/f9aebee998e9c405690d07f2828f09ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Grevioos', 'link': 'https://stackoverflow.com/users/8972915/grevioos'}",False,1552,1,2,1628030559,1628003576,68638610,CC BY-SA 4.0,https://stackoverflow.com/questions/68638610/how-to-configure-access-to-a-single-blob-storage-container,How to configure access to a single blob storage container,,,,,
"['azure', 'azure-databricks', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 19798180, 'reputation': 1, 'user_id': 14499768, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oCOeF.jpg?s=256&g=1', 'display_name': 'suri', 'link': 'https://stackoverflow.com/users/14499768/suri'}",False,1970,3,0,1659618419,1627981762,68633269,CC BY-SA 4.0,https://stackoverflow.com/questions/68633269/access-data-from-adls-using-azure-databricks,Access data from ADLS using Azure Databricks,,,,,
"['python', 'azure-data-lake', 'azure-synapse']","{'account_id': 15278762, 'reputation': 53, 'user_id': 11023777, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-gAcH5yMifhg/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMITC8SjuoUwHEyloFZyhw65jmomA/mo/photo.jpg?sz=256', 'display_name': 'Sethuramalingam Sundaram', 'link': 'https://stackoverflow.com/users/11023777/sethuramalingam-sundaram'}",False,1099,1,0,1638291589,1627936880,68627726,CC BY-SA 4.0,https://stackoverflow.com/questions/68627726/datalake-files-last-modified-date-time,DataLake Files - Last Modified date time,,,,,
"['azure-data-factory', 'azure-data-lake']","{'account_id': 19492103, 'reputation': 1, 'user_id': 14260116, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-M9ybQATY9w0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck5baJaP52rn0EmppJ_IJOZc9tgVw/photo.jpg?sz=256', 'display_name': 'Dmuk', 'link': 'https://stackoverflow.com/users/14260116/dmuk'}",False,319,1,0,1628661606,1627912880,68622934,CC BY-SA 4.0,https://stackoverflow.com/questions/68622934/access-azure-datalake-from-datafactory-using-service-principal,Access Azure Datalake from Datafactory using Service Principal,,,,,
"['python', 'azure-data-lake', 'azureportal', 'azure-data-lake-gen2', 'sas-token']","{'account_id': 16921593, 'reputation': 83, 'user_id': 12238287, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-aPlk9sCd98Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfNBnzWR_jTOm8MiHDvX9u0n05Jow/photo.jpg?sz=256', 'display_name': 'Markus B', 'link': 'https://stackoverflow.com/users/12238287/markus-b'}",True,224,1,0,1628515124,1627894757,68618909,CC BY-SA 4.0,https://stackoverflow.com/questions/68618909/how-when-should-i-generate-a-azure-datalake-g2-sas-token,How/When should I generate a Azure datalake g2 SAS-Token?,68712758.0,,,,
"['stored-procedures', 'azure-data-factory', 'parquet', 'azure-data-lake', 'azure-synapse']","{'account_id': 9694799, 'reputation': 711, 'user_id': 7191630, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cPTaB.jpg?s=256&g=1', 'display_name': 'Ehsan', 'link': 'https://stackoverflow.com/users/7191630/ehsan'}",True,2133,1,0,1659945525,1627393045,68545929,CC BY-SA 4.0,https://stackoverflow.com/questions/68545929/dynamic-creation-of-external-tables-in-synapse,Dynamic Creation of External Tables in Synapse,,1627570794.0,,,
"['azure', 'azure-data-factory', 'databricks', 'azure-databricks', 'azure-data-lake']","{'account_id': 14864075, 'reputation': 35, 'user_id': 10733789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4001145a818476d33a8d5258aea68da?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sri', 'link': 'https://stackoverflow.com/users/10733789/sri'}",True,709,1,0,1627002053,1626988018,68491500,CC BY-SA 4.0,https://stackoverflow.com/questions/68491500/adf-databricks-python-activity-to-pick-python-script-from-blob-storage-not-from,ADF databricks python activity to pick python script from blob storage not from dbfs,68492925.0,,,,
"['c#', 'azure', 'azure-functions', 'azure-data-lake', 'azure-managed-identity']","{'account_id': 18418802, 'reputation': 33, 'user_id': 13416992, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3628ca4fd75d84664214fc74eb7e7a54?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Deepcoder', 'link': 'https://stackoverflow.com/users/13416992/deepcoder'}",False,438,1,1,1627044280,1626972368,68488681,CC BY-SA 4.0,https://stackoverflow.com/questions/68488681/trying-to-connect-azure-datalake-using-managed-access-but-getting-unauthorized-e,Trying to Connect Azure DataLake using Managed access but getting unauthorized error,,1626972463.0,,,
"['azure-data-lake', 'azure-data-factory', 'sap-bw']","{'account_id': 18774647, 'reputation': 65, 'user_id': 13690713, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e0be30865a7204f8cb86931dae38750?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'the_james', 'link': 'https://stackoverflow.com/users/13690713/the-james'}",False,1320,1,0,1627391446,1626296800,68385100,CC BY-SA 4.0,https://stackoverflow.com/questions/68385100/how-to-use-file-name-prefix-in-data-factory-when-importing-data-into-azure-data,How to use file name prefix in Data Factory when importing data into Azure data lake from SAP BW Open Hub?,,1626299805.0,,,
"['java', 'c#', 'azure', 'rest', 'azure-data-lake']","{'account_id': 3061204, 'reputation': 887, 'user_id': 2593799, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f2b8116383bff828c33544be89ae8eaf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'NoName', 'link': 'https://stackoverflow.com/users/2593799/noname'}",False,24,0,0,1626163542,1626163542,68358708,,https://stackoverflow.com/questions/68358708/what-is-the-limit-of-a-file-that-can-be-created-on-azure-data-lake-storage-gen1,What is the limit of a file that can be created on Azure Data Lake Storage Gen1 with REST API?,,,1626171715.0,Duplicate,
"['azure', 'azure-data-factory', 'azure-databricks', 'azure-data-lake']","{'account_id': 9187098, 'reputation': 1, 'user_id': 13204807, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiIcBKzUgVVyXy29DD0h5QtZqygQGttxOTBpRt8_Q=k-s256', 'display_name': 'Saurav Karna', 'link': 'https://stackoverflow.com/users/13204807/saurav-karna'}",False,254,1,0,1626096389,1625849830,68320387,CC BY-SA 4.0,https://stackoverflow.com/questions/68320387/is-there-a-limit-to-how-many-requests-can-be-sent-to-azure-data-lake-gen-1,Is there a limit to how many requests can be sent to Azure Data Lake (gen 1)?,,1626096389.0,,,
"['azure', 'salesforce', 'azure-data-lake']","{'account_id': 22131119, 'reputation': 1, 'user_id': 16382643, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgMuYmlZugkNnDQANBZKT89p5mr6AU0Zt7faLcC8A=k-s256', 'display_name': 'arushi joshi', 'link': 'https://stackoverflow.com/users/16382643/arushi-joshi'}",True,1873,1,0,1625823500,1625747573,68301713,CC BY-SA 4.0,https://stackoverflow.com/questions/68301713/how-to-create-an-incremental-load-with-salesforce-as-source-in-azure-data-factor,How to create an incremental load with Salesforce as source in Azure data factory?,,,,,
"['azure', 'azure-data-lake', 'azure-synapse', 'dataverse']","{'account_id': 4902173, 'reputation': 13, 'user_id': 3950028, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/782e95f66fa450da1344f4b90cae26cd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Shashidhar Sunagar', 'link': 'https://stackoverflow.com/users/3950028/shashidhar-sunagar'}",False,629,1,0,1627462924,1625632892,68280125,CC BY-SA 4.0,https://stackoverflow.com/questions/68280125/az-synapse-linked-dataverse-tables-disappearing-in-az-data-lake-gen2,AZ synapse linked Dataverse tables disappearing in AZ data lake Gen2,,,,,
