tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id,protected_date
"['json', 'talend']","{'account_id': 6192502, 'reputation': 43, 'user_id': 4824840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4cab0f74bb97ae537f2992e4fa70336?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Don', 'link': 'https://stackoverflow.com/users/4824840/don'}",False,407,1,0,1659311568,1659302764,73187010,CC BY-SA 4.0,https://stackoverflow.com/questions/73187010/textractjsonfields-getting-data-from-3-levels,tExtractJsonFields getting data from 3 levels,,,,,
['talend'],"{'account_id': 20908853, 'reputation': 1, 'user_id': 19656373, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhtUtSJNRB86hbZ4ImR43-L53XUGOw5hU8KIF8=k-s256', 'display_name': 'Yogurt Monster', 'link': 'https://stackoverflow.com/users/19656373/yogurt-monster'}",False,49,0,0,1659221511,1659221511,73179564,CC BY-SA 4.0,https://stackoverflow.com/questions/73179564/pairing-an-output-file-for-an-input-file-in-talend,Pairing an output file for an input file in talend,,,,,
"['talend', 'nexus3', 'tac']","{'account_id': 10752621, 'reputation': 1, 'user_id': 7911480, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a50081fa3895cef6bbd8328f899c86ae?s=256&d=identicon&r=PG', 'display_name': 'Linuxlearner', 'link': 'https://stackoverflow.com/users/7911480/linuxlearner'}",False,71,1,-5,1658981826,1658507690,73083483,CC BY-SA 4.0,https://stackoverflow.com/questions/73083483/previous-version-of-the-source-codetalend-from-nexus-repo,Previous version of the source code(Talend) from nexus repo,,,,,
"['etl', 'talend']","{'account_id': 21005420, 'reputation': 53, 'user_id': 15435344, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgUQq5DKPU3RW4rCernKVSWZbJw6G36mzAUc5ZUKA=k-s256', 'display_name': 'Seka', 'link': 'https://stackoverflow.com/users/15435344/seka'}",True,633,1,0,1658478310,1658474435,73076535,CC BY-SA 4.0,https://stackoverflow.com/questions/73076535/talend-how-to-fix-the-code-of-method-is-exceeding-the-65535-byte-limit,Talend : How to fix the code of method is exceeding the 65535 byte limit,,,,73077294.0,
"['talend', 'talend-mdm']","{'account_id': 19484037, 'reputation': 49, 'user_id': 14253761, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5qhHW54SOAA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucndwakKhJ6U5EHMtaI6ka64P6MIRA/photo.jpg?sz=256', 'display_name': 'Yogee yadav', 'link': 'https://stackoverflow.com/users/14253761/yogee-yadav'}",False,148,1,0,1658501000,1658462895,73075016,CC BY-SA 4.0,https://stackoverflow.com/questions/73075016/dynamic-schema-type-table-column-name-in-camelcase,Dynamic Schema/Type -table column name in camelcase,,,,,
"['sql', 'talend']","{'account_id': 25861978, 'reputation': 1, 'user_id': 19594311, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39aaefe10203d5c54e0603efb06a0a5a?s=256&d=identicon&r=PG', 'display_name': 'ELIJAHAVI', 'link': 'https://stackoverflow.com/users/19594311/elijahavi'}",False,142,1,0,1658407988,1658406231,73066118,CC BY-SA 4.0,https://stackoverflow.com/questions/73066118/how-can-i-fix-this-error-sql-error-1100-hy000-error-update-cancele,How can i fix this error ??????: SQL Error [1100] [HY000]: ERROR: Update canceled: attempt to update a target row with values from multiple join rows,,,,,
"['sql', 'etl', 'talend']","{'account_id': 21005420, 'reputation': 53, 'user_id': 15435344, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgUQq5DKPU3RW4rCernKVSWZbJw6G36mzAUc5ZUKA=k-s256', 'display_name': 'Seka', 'link': 'https://stackoverflow.com/users/15435344/seka'}",True,133,2,0,1658318727,1658315628,73050642,CC BY-SA 4.0,https://stackoverflow.com/questions/73050642/how-to-merge-tables-that-dont-have-the-same-columns-in-talend,How to merge tables that don&#39;t have the same columns in Talend,,,,73051321.0,
"['java', 'talend', 'tmap', 'data-integration']","{'account_id': 20669887, 'reputation': 137, 'user_id': 15175890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-SISewjLUZkU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck7PApEudLbsI2ujMVmcsoqRQKoLg/s96-c/photo.jpg?sz=256', 'display_name': 'Compte Gmail', 'link': 'https://stackoverflow.com/users/15175890/compte-gmail'}",True,435,2,0,1658236466,1658080404,73014105,CC BY-SA 4.0,https://stackoverflow.com/questions/73014105/how-to-verify-if-a-string-contains-at-least-two-numbers-in-talend,How to verify if a string contains at least two numbers in Talend?,,1658236466.0,,73019932.0,
"['pyspark', 'talend', 'delta-lake', 'data-profiling']","{'account_id': 25162939, 'reputation': 51, 'user_id': 19006871, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggw53hfle0nnGwECVBJB6H38xTlOa4v-X-wbWCLNs4=k-s256', 'display_name': 'kh&#220;s h', 'link': 'https://stackoverflow.com/users/19006871/kh%c3%9cs-h'}",False,99,0,0,1657955951,1657955951,73002313,CC BY-SA 4.0,https://stackoverflow.com/questions/73002313/how-can-i-connect-a-local-delta-lake-with-talend-for-data-profiling-purpose,How can I connect a local delta lake with talend for data profiling purpose?,,,,,
"['postgresql', 'csv', 'talend']","{'account_id': 24099947, 'reputation': 7, 'user_id': 18071922, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a84603ba78f290541e6e1518854d70b?s=256&d=identicon&r=PG', 'display_name': 'Twisted', 'link': 'https://stackoverflow.com/users/18071922/twisted'}",False,144,1,0,1658219396,1657890582,72994521,CC BY-SA 4.0,https://stackoverflow.com/questions/72994521/importing-data-from-csv-into-talend-and-convert-to-output-to-postgresql,Importing data from CSV into Talend and convert to output to PostgreSQL,,,,,
"['database', 'talend', 'tmap', 'data-integration']","{'account_id': 20669887, 'reputation': 137, 'user_id': 15175890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-SISewjLUZkU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck7PApEudLbsI2ujMVmcsoqRQKoLg/s96-c/photo.jpg?sz=256', 'display_name': 'Compte Gmail', 'link': 'https://stackoverflow.com/users/15175890/compte-gmail'}",True,142,1,0,1657828665,1657784229,72976856,CC BY-SA 4.0,https://stackoverflow.com/questions/72976856/how-to-transform-a-list-of-numbers-into-seperate-elements-talend-tmap,How to transform a list of numbers into seperate elements talend tmap,,1657805245.0,,72986021.0,
"['batch-file', 'cmd', 'talend']","{'account_id': 11774885, 'reputation': 75, 'user_id': 8616736, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ae3dd0591778daa1a78e024f3deca8e4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Young Pattewa', 'link': 'https://stackoverflow.com/users/8616736/young-pattewa'}",False,351,1,0,1658784669,1657745541,72972519,CC BY-SA 4.0,https://stackoverflow.com/questions/72972519/talend-tsystem-component-is-not-running-batch-file,Talend tSystem component is not running batch file,,,,,
"['mapping', 'talend', 'tmap', 'data-integration']","{'account_id': 20669887, 'reputation': 137, 'user_id': 15175890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-SISewjLUZkU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck7PApEudLbsI2ujMVmcsoqRQKoLg/s96-c/photo.jpg?sz=256', 'display_name': 'Compte Gmail', 'link': 'https://stackoverflow.com/users/15175890/compte-gmail'}",True,126,1,0,1657736377,1657360686,72920439,CC BY-SA 4.0,https://stackoverflow.com/questions/72920439/transform-columns-on-talend-using-tmap,Transform columns on Talend using TMAP,,1657553623.0,,72970909.0,
"['console', 'log4j', 'talend']","{'account_id': 25764266, 'reputation': 1, 'user_id': 19514607, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqtN723MgWPQrJ8DreaZoTGEWIbpBlbQwmXnMg=k-s256', 'display_name': 'kumaran', 'link': 'https://stackoverflow.com/users/19514607/kumaran'}",True,365,1,0,1660368000,1657344806,72919197,CC BY-SA 4.0,https://stackoverflow.com/questions/72919197/how-to-copy-run-console-log-to-a-file-in-talend-open-studio,How to copy run console log to a file in talend open studio?,,1657379322.0,,,
['talend'],"{'account_id': 18395603, 'reputation': 3, 'user_id': 13400146, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjRyEcK2raYTIzEMloPwVzN-4KKFU7ujINmSbDf6A=k-s256', 'display_name': 'ⵡⴰⵍⵉⴷ', 'link': 'https://stackoverflow.com/users/13400146/%e2%b5%a1%e2%b4%b0%e2%b5%8d%e2%b5%89%e2%b4%b7'}",False,136,0,0,1657183856,1657183856,72894887,CC BY-SA 4.0,https://stackoverflow.com/questions/72894887/how-to-calculate-sum-of-one-column-and-append-it-in-a-row-via-talend,How to calculate sum of one column and append it in a row via Talend,,,,,
['talend'],"{'account_id': 18395603, 'reputation': 3, 'user_id': 13400146, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjRyEcK2raYTIzEMloPwVzN-4KKFU7ujINmSbDf6A=k-s256', 'display_name': 'ⵡⴰⵍⵉⴷ', 'link': 'https://stackoverflow.com/users/13400146/%e2%b5%a1%e2%b4%b0%e2%b5%8d%e2%b5%89%e2%b4%b7'}",True,80,1,0,1657122072,1657110261,72883522,CC BY-SA 4.0,https://stackoverflow.com/questions/72883522/how-can-i-filter-csv-column-with-talend,How can i filter csv column with Talend,,,,72886424.0,
['talend'],"{'account_id': 14703701, 'reputation': 57, 'user_id': 10619060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f14b70b7643c4bcee4382a6bf0f145bc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Caz', 'link': 'https://stackoverflow.com/users/10619060/caz'}",False,104,0,0,1657020047,1657020047,72868573,CC BY-SA 4.0,https://stackoverflow.com/questions/72868573/talend-output-data-to-snowflake-table-with-spaces-in-field-names,Talend - Output data to Snowflake table with spaces in Field Names,,,,,
"['jar', 'talend', 'talend-mdm']","{'account_id': 14125254, 'reputation': 1, 'user_id': 10204757, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5114fc127c4b7c5b321d42e676fcbca?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'lanor', 'link': 'https://stackoverflow.com/users/10204757/lanor'}",False,261,2,0,1657021300,1656831913,72844543,CC BY-SA 4.0,https://stackoverflow.com/questions/72844543/is-there-any-way-to-import-executable-jar-file-in-talend,Is there any way to import executable JAR file in Talend?,,,,,
"['mongodb', 'talend']","{'account_id': 16137568, 'reputation': 29, 'user_id': 11649635, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jyyss20imwA/AAAAAAAAAAI/AAAAAAAAAwI/3r9IaNosk0A/photo.jpg?sz=256', 'display_name': 'Akash Tripathi', 'link': 'https://stackoverflow.com/users/11649635/akash-tripathi'}",True,85,2,0,1657023279,1656734514,72836354,CC BY-SA 4.0,https://stackoverflow.com/questions/72836354/how-to-collect-all-information-about-the-current-job-in-talend-data-studio,how to collect all information about the current Job in Talend data studio,,1656909629.0,,72869267.0,
"['mysql', 'etl', 'talend']","{'account_id': 20431429, 'reputation': 1, 'user_id': 14990234, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-rwDdMmGXRdw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn8KRxnePuFTTW7c9MRFfXBrhpXFg/s96-c/photo.jpg?sz=256', 'display_name': 'MH05', 'link': 'https://stackoverflow.com/users/14990234/mh05'}",False,345,1,0,1656679582,1656659782,72825624,CC BY-SA 4.0,https://stackoverflow.com/questions/72825624/talend-transfer-multiple-tables-between-two-servers-without-dynamic-schema,Talend - Transfer multiple tables between two servers without dynamic schema,,,,,
"['cassandra', 'talend', 'cassandra-jdbc']","{'account_id': 19576715, 'reputation': 155, 'user_id': 14326643, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Udyt7Dx3xAg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmpJMQ0CP9G7aWczzyVgQdd-POkaA/photo.jpg?sz=256', 'display_name': 'Hariprasath Vengatachalam', 'link': 'https://stackoverflow.com/users/14326643/hariprasath-vengatachalam'}",True,287,2,0,1665626493,1656577818,72812598,CC BY-SA 4.0,https://stackoverflow.com/questions/72812598/how-do-i-configure-talend-open-studio-to-connect-to-a-cassandra-cluster,How do I configure Talend Open Studio to connect to a Cassandra cluster?,,1656651636.0,,72824612.0,
"['mongodb', 'talend']","{'account_id': 16137568, 'reputation': 29, 'user_id': 11649635, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jyyss20imwA/AAAAAAAAAAI/AAAAAAAAAwI/3r9IaNosk0A/photo.jpg?sz=256', 'display_name': 'Akash Tripathi', 'link': 'https://stackoverflow.com/users/11649635/akash-tripathi'}",True,76,1,0,1656585060,1656566840,72810674,CC BY-SA 4.0,https://stackoverflow.com/questions/72810674/all-output-on-talend-open-studio-is-not-inserting-in-mongodb,All output on talend open studio is not inserting in MongoDb,,,,72811985.0,
"['mongodb', 'talend']","{'account_id': 16137568, 'reputation': 29, 'user_id': 11649635, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jyyss20imwA/AAAAAAAAAAI/AAAAAAAAAwI/3r9IaNosk0A/photo.jpg?sz=256', 'display_name': 'Akash Tripathi', 'link': 'https://stackoverflow.com/users/11649635/akash-tripathi'}",True,188,1,0,1656404717,1656389994,72780708,CC BY-SA 4.0,https://stackoverflow.com/questions/72780708/tfileproperties-not-working-in-my-case-in-talend-open-studio,tfileproperties not working in my case in talend open studio,,,,72783098.0,
"['data-science', 'talend']","{'account_id': 16137568, 'reputation': 29, 'user_id': 11649635, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jyyss20imwA/AAAAAAAAAAI/AAAAAAAAAwI/3r9IaNosk0A/photo.jpg?sz=256', 'display_name': 'Akash Tripathi', 'link': 'https://stackoverflow.com/users/11649635/akash-tripathi'}",True,81,1,0,1656301600,1656052100,72739825,CC BY-SA 4.0,https://stackoverflow.com/questions/72739825/file-destination-source-number-of-rows-columns-and-other-information-while-p,"File destination, source, number of rows , columns and other information while processing excel data source using Talend open studio",,1656301600.0,,72741156.0,
['talend'],"{'account_id': 1442958, 'reputation': 1237, 'user_id': 1362485, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/a35ad503b6f63234008641fc65c03a09?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ps0604', 'link': 'https://stackoverflow.com/users/1362485/ps0604'}",True,148,1,0,1656317765,1655815000,72700901,CC BY-SA 4.0,https://stackoverflow.com/questions/72700901/throw-error-on-invalid-lookup-in-talend-job-that-populates-an-output-table,Throw error on invalid lookup in Talend job that populates an output table,,1656070698.0,,72768963.0,
"['airflow', 'talend']","{'account_id': 25597298, 'reputation': 1, 'user_id': 19372846, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiQ_iyBKgSUFurB4XcpWnXDgh7RayGsjmOrRnWolso=k-s256', 'display_name': 'Rohan Nimje', 'link': 'https://stackoverflow.com/users/19372846/rohan-nimje'}",False,5149,1,0,1655720953,1655708929,72683391,CC BY-SA 4.0,https://stackoverflow.com/questions/72683391/airflow-dag-error-command-failed-the-command-returned-a-non-zero-exit-code-in,Airflow DAG error &quot;command failed. The command returned a non-zero exit code in airflow&quot;,,,,,
['talend'],"{'account_id': 25553482, 'reputation': 1, 'user_id': 19337475, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwj8uyFfgYSlptBrfaJ4CRFHBSWGCNGOc6XICYD=k-s256', 'display_name': 'Dipesh Kumar Nage', 'link': 'https://stackoverflow.com/users/19337475/dipesh-kumar-nage'}",False,220,1,-1,1655728587,1655210858,72617258,CC BY-SA 4.0,https://stackoverflow.com/questions/72617258/slowness-of-talend-version-8-0-1,Slowness of Talend version 8.0.1,,,,,
"['java', 'json', 'talend']","{'account_id': 17203423, 'reputation': 519, 'user_id': 12454540, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1ba36f3978b59d8d8317e1bbc9514ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'swm', 'link': 'https://stackoverflow.com/users/12454540/swm'}",False,208,1,0,1655193173,1655181697,72611608,CC BY-SA 4.0,https://stackoverflow.com/questions/72611608/consume-the-json-in-kafka-topic-using-tjava-in-talend,Consume the Json in kafka topic using tJava in Talend,,,,,
"['encryption', 'passwords', 'talend']","{'account_id': 11311035, 'reputation': 1786, 'user_id': 8294118, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7020f4e1d740db11b51fef739f25fecd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user666', 'link': 'https://stackoverflow.com/users/8294118/user666'}",True,557,2,1,1654616713,1654523336,72518688,CC BY-SA 4.0,https://stackoverflow.com/questions/72518688/how-to-change-encrypted-password-in-context-file-without-using-the-studio,How to change encrypted password in context file without using the studio,,,,72527956.0,
['talend'],"{'account_id': 24477382, 'reputation': 11, 'user_id': 18396279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0443d761e41c3c190589c542cddf4e05?s=256&d=identicon&r=PG', 'display_name': 'dev_bi', 'link': 'https://stackoverflow.com/users/18396279/dev-bi'}",True,133,1,0,1652955167,1652777854,72271044,CC BY-SA 4.0,https://stackoverflow.com/questions/72271044/from-csv-to-tcontextload,From CSV to tContextLoad,,,,,
"['etl', 'talend', 'talend-mdm']","{'account_id': 25302376, 'reputation': 13, 'user_id': 19126442, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de24466aa37234b3c12f4271cd23f634?s=256&d=identicon&r=PG', 'display_name': 'nel', 'link': 'https://stackoverflow.com/users/19126442/nel'}",True,210,2,1,1652971697,1652695850,72257531,CC BY-SA 4.0,https://stackoverflow.com/questions/72257531/any-solutions-on-splitting-output-file,Any solutions on splitting output file?,,,,72261575.0,
"['mongodb', 'object', 'extract', 'etl', 'talend']","{'account_id': 25290857, 'reputation': 1, 'user_id': 19116981, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghg7IXr8X5hURRnG0XdA2LhITqFbf_d7PntXT18ng=k-s256', 'display_name': 'Selim Saidi', 'link': 'https://stackoverflow.com/users/19116981/selim-saidi'}",False,104,2,0,1652597466,1652546243,72242177,CC BY-SA 4.0,https://stackoverflow.com/questions/72242177/extracting-embedded-data-from-mongo-object-sub-fields-in-talend,Extracting embedded data from mongo object ( sub fields) in Talend,,,,,
"['talend', 'talend-mdm']","{'account_id': 24324941, 'reputation': 139, 'user_id': 18264651, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzCgWeSDKHCzAafyKRcGXqAoqM0B4bPuLurriLt=k-s256', 'display_name': 'Wmm', 'link': 'https://stackoverflow.com/users/18264651/wmm'}",True,88,1,2,1652192934,1652190539,72187572,CC BY-SA 4.0,https://stackoverflow.com/questions/72187572/generate-specific-key-for-specific-code-in-talend,Generate specific key for specific code in Talend,,1652190643.0,,72188120.0,
"['unix', 'talend']","{'account_id': 24477382, 'reputation': 11, 'user_id': 18396279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0443d761e41c3c190589c542cddf4e05?s=256&d=identicon&r=PG', 'display_name': 'dev_bi', 'link': 'https://stackoverflow.com/users/18396279/dev-bi'}",False,93,0,0,1652086121,1652086121,72169244,CC BY-SA 4.0,https://stackoverflow.com/questions/72169244/the-tsystem-component-does-not-display-correctly-talend,The tSystem component does not display correctly - Talend,,,,,
"['java', 'function', 'talend', 'data-integration']","{'user_type': 'does_not_exist', 'display_name': 'user10855628'}",True,260,1,0,1651839324,1651830947,72139579,CC BY-SA 4.0,https://stackoverflow.com/questions/72139579/create-function-class-in-my-routine-in-talend,Create Function class in My Routine in Talend,,,,,
"['java', 'xml', 'talend']","{'account_id': 25206767, 'reputation': 11, 'user_id': 19044995, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjJEyYPs0RjJV_PoD4mSLs4a2baN_e96uS3bZQGow=k-s256', 'display_name': 'Fr&#233;d&#233;ric Pouget', 'link': 'https://stackoverflow.com/users/19044995/fr%c3%a9d%c3%a9ric-pouget'}",False,45,1,1,1652253177,1651767134,72130425,CC BY-SA 4.0,https://stackoverflow.com/questions/72130425/counting-true-false-occurences-on-xml,Counting true/false occurences on XML,,1651772778.0,,,
"['parameters', 'talend']","{'account_id': 25203853, 'reputation': 1, 'user_id': 19042456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cbc2d7f47a53137778ce124bece404b?s=256&d=identicon&r=PG', 'display_name': 'yob73', 'link': 'https://stackoverflow.com/users/19042456/yob73'}",False,21,0,0,1651749195,1651749195,72126224,CC BY-SA 4.0,https://stackoverflow.com/questions/72126224/talend-execute-with-parameter-in-shell,Talend Execute with parameter in Shell,,,,,
"['java', 'unix', 'talend']","{'account_id': 24477382, 'reputation': 11, 'user_id': 18396279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0443d761e41c3c190589c542cddf4e05?s=256&d=identicon&r=PG', 'display_name': 'dev_bi', 'link': 'https://stackoverflow.com/users/18396279/dev-bi'}",True,358,1,0,1650952953,1650892019,72000060,CC BY-SA 4.0,https://stackoverflow.com/questions/72000060/compare-2-txt-files-on-talend-and-display-the-differences,"Compare 2 txt files on talend, and display the differences",,,,,
"['java', 'type-conversion', 'talend', 'data-conversion', 'converters']","{'account_id': 24548949, 'reputation': 957, 'user_id': 18458353, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiZeUQnfa6YeqIibOD4GPfu7itNFUDaH4hGGLOTyA=k-s256', 'display_name': 'Charfeddine Mohamed Ali', 'link': 'https://stackoverflow.com/users/18458353/charfeddine-mohamed-ali'}",True,438,1,0,1650810268,1650804658,71988589,CC BY-SA 4.0,https://stackoverflow.com/questions/71988589/converting-string-to-float-in-talend-for-input-64-5-error,"converting string to Float in talend , For input &quot;64,5&quot; error",,1650810268.0,,71989104.0,
"['java', 'etl', 'talend']","{'account_id': 17910755, 'reputation': 13, 'user_id': 13012941, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5ce3212aed31b9cb349a94d6f7ffda7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'logicNotFound', 'link': 'https://stackoverflow.com/users/13012941/logicnotfound'}",False,178,0,1,1650609236,1650608500,71964240,CC BY-SA 4.0,https://stackoverflow.com/questions/71964240/talend-use-parameters-in-tmap-expression,Talend Use parameters in tmap expression,,1650609236.0,,,
"['json', 'talend']","{'account_id': 24671465, 'reputation': 23, 'user_id': 18566438, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi7m5TVHGD7ARQUanjU9NgCQ9vyYTcXqEC7pff_hA=k-s256', 'display_name': 'aymane hmidich', 'link': 'https://stackoverflow.com/users/18566438/aymane-hmidich'}",True,699,2,0,1650633782,1650362881,71923175,CC BY-SA 4.0,https://stackoverflow.com/questions/71923175/how-to-parse-a-dynamic-json-schema-in-talend,How to parse a dynamic JSON schema in Talend,,1650372866.0,,71969488.0,
"['java', 'etl', 'talend', 'tmap']","{'account_id': 24916207, 'reputation': 1, 'user_id': 18785108, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ba0f19a9a07db6c2e89f35e5b19dc57?s=256&d=identicon&r=PG', 'display_name': 'ButterJam', 'link': 'https://stackoverflow.com/users/18785108/butterjam'}",False,354,1,0,1649792292,1649782537,71846514,CC BY-SA 4.0,https://stackoverflow.com/questions/71846514/convert-negative-integer-to-string-talend-open-studio,Convert negative integer to string Talend open studio,,,,,
"['talend', 'snyk']","{'account_id': 17839620, 'reputation': 95, 'user_id': 12957775, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9faa6538a92cf253062bd63dce62f8b5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sundar', 'link': 'https://stackoverflow.com/users/12957775/sundar'}",False,61,1,0,1654106109,1649673749,71826421,CC BY-SA 4.0,https://stackoverflow.com/questions/71826421/snyk-for-talend-package,Snyk For talend package,,,,,
"['java', 'printing', 'talend']","{'account_id': 17203423, 'reputation': 519, 'user_id': 12454540, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1ba36f3978b59d8d8317e1bbc9514ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'swm', 'link': 'https://stackoverflow.com/users/12454540/swm'}",True,520,1,1,1649906146,1649559771,71813461,CC BY-SA 4.0,https://stackoverflow.com/questions/71813461/tjava-fetch-string-from-print-output-in-talend,tJava fetch string from print output in talend,,1649906146.0,,71837231.0,
['talend'],"{'account_id': 19427923, 'reputation': 13, 'user_id': 14368209, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-6YQWeGJ6eOA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnZk0B1Jn5ybSi_pnbBHm_MwxXtPg/photo.jpg?sz=256', 'display_name': 'Cl&#233;ment Clauzel', 'link': 'https://stackoverflow.com/users/14368209/cl%c3%a9ment-clauzel'}",True,207,1,1,1658318203,1649332601,71781766,CC BY-SA 4.0,https://stackoverflow.com/questions/71781766/i-have-problem-with-tfixedflowinput-and-files-name-in-talend,I have problem with tFixedFlowInput and files name in Talend,,,,71857380.0,
"['rest', 'ip', 'port', 'talend', 'esb']","{'account_id': 24846958, 'reputation': 3, 'user_id': 18724388, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwSZ4G0T10-P9mm8bP_2tC7iYOtxkRgYOKPoax1=k-s256', 'display_name': 'eya gue', 'link': 'https://stackoverflow.com/users/18724388/eya-gue'}",False,79,1,0,1649751612,1649322801,71779392,CC BY-SA 4.0,https://stackoverflow.com/questions/71779392/changing-rest-endpoint-with-talend-dynamically,changing rest endpoint with talend dynamically,,,,,
"['rest', 'maven', 'talend', 'jobs', 'esb']","{'account_id': 24846958, 'reputation': 3, 'user_id': 18724388, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwSZ4G0T10-P9mm8bP_2tC7iYOtxkRgYOKPoax1=k-s256', 'display_name': 'eya gue', 'link': 'https://stackoverflow.com/users/18724388/eya-gue'}",True,255,1,0,1688657486,1649244731,71765990,CC BY-SA 4.0,https://stackoverflow.com/questions/71765990/executing-a-job-containing-a-rest-request-from-another-job-in-talend,executing a job containing a rest request from another job in talend,,,,71766272.0,
"['talend', 'talend-mdm']","{'account_id': 22110927, 'reputation': 1, 'user_id': 16365832, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJznfaT1Uwk0AfivYcUaFdNoUklpjFJvAmqarCCX3g=k-s256', 'display_name': 'P Pramod', 'link': 'https://stackoverflow.com/users/16365832/p-pramod'}",False,138,1,-1,1649159958,1649156101,71750533,CC BY-SA 4.0,https://stackoverflow.com/questions/71750533/how-to-upload-the-range-of-files-into-database-in-talend,How to upload the range of files into database in talend,,,,,
