tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date,community_owned_date
"['sql-server', 'bigdata', 'aggregate', 'data-warehouse', 'polling']","{'account_id': 3581767, 'reputation': 59, 'user_id': 2989815, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/912021db3cb352000c845c33f586bf56?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user2989815', 'link': 'https://stackoverflow.com/users/2989815/user2989815'}",False,60,0,1,1571831791,1571831791,58522343,CC BY-SA 4.0,https://stackoverflow.com/questions/58522343/automatic-report-generation-of-aggregated-data-over-the-last-hour,Automatic Report Generation of Aggregated Data over the last hour,,,,,,,
"['data-warehouse', 'dimensional-modeling', 'star-schema', 'fact']","{'account_id': 14871742, 'reputation': 41, 'user_id': 10739073, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e16963ca4db664673263af603465e0fc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'DreamingFighter', 'link': 'https://stackoverflow.com/users/10739073/dreamingfighter'}",True,587,1,1,1582798269,1571812865,58516855,CC BY-SA 4.0,https://stackoverflow.com/questions/58516855/how-to-model-a-dimension-table-that-link-to-several-facts-with-different-level-o,How to model a dimension table that link to several facts with different level of grain?,1571816964.0,,,,,,
"['mysql', 'database', 'oracle', 'data-warehouse']","{'account_id': 13617046, 'reputation': 99, 'user_id': 9822693, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/219de93f0031bf3385db777a45ae3c54?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Wah.P', 'link': 'https://stackoverflow.com/users/9822693/wah-p'}",True,170,2,0,1571581003,1571555209,58470778,CC BY-SA 4.0,https://stackoverflow.com/questions/58470778/how-to-fix-insert-into-select-code-inserting-many-repeat-rows,How to fix INSERT INTO ... SELECT code inserting many repeat rows?,,,,,,,
"['java', 'sql', 'mdx', 'data-warehouse', 'snowflake-cloud-data-platform']","{'account_id': 10446809, 'reputation': 1, 'user_id': 7701617, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc6f49d7d4aefc9bb80b1943fd84c18f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Chiko', 'link': 'https://stackoverflow.com/users/7701617/chiko'}",False,441,1,-1,1570717649,1570706264,58321665,CC BY-SA 4.0,https://stackoverflow.com/questions/58321665/examples-sql-statement-queries-for-data-warehouse-in-oracle-database,Examples SQL statement queries for data warehouse in oracle database,1570717649.0,,,,,,
"['azure-sql-database', 'data-warehouse', 'azure-synapse']","{'account_id': 16857937, 'reputation': 11, 'user_id': 12189437, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec1d1b7756453d6958fb34cd884c07f8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'LenParker', 'link': 'https://stackoverflow.com/users/12189437/lenparker'}",False,64,1,1,1570639933,1570633355,58307082,CC BY-SA 4.0,https://stackoverflow.com/questions/58307082/my-company-is-asking-to-do-transformations-reporting-directly-from-azure-dw,My company is asking to do transformations &amp; reporting directly from Azure DW - does this seem like a good idea?,,,,,,,
"['database', 'oracle', 'data-warehouse', 'oracle-olap']","{'account_id': 15623772, 'reputation': 1, 'user_id': 11271947, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c15b2e4064a130e8ad2d40c62fc69b0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Khizar Khan', 'link': 'https://stackoverflow.com/users/11271947/khizar-khan'}",False,98,0,0,1570543613,1570534856,58285658,CC BY-SA 4.0,https://stackoverflow.com/questions/58285658/oracle-data-warehousing-for-creating-data-cubes,Oracle data warehousing for creating data cubes,1570543613.0,,,,,,
"['sql-server', 'sql-update', 'database-performance', 'data-warehouse', 'fact']","{'account_id': 14633795, 'reputation': 187, 'user_id': 10568683, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b98e0b65e03f49d94ec9e9e4c5517cd8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'BRW', 'link': 'https://stackoverflow.com/users/10568683/brw'}",False,241,0,1,1570400654,1570400654,58261690,CC BY-SA 4.0,https://stackoverflow.com/questions/58261690/performance-improvement-by-selective-updating-of-fact-table-columns-in-dimension,Performance improvement by selective updating of Fact table columns in dimensional data warehouse,,,,,,,
"['hadoop', 'database-design', 'architecture', 'bigdata', 'data-warehouse']","{'account_id': 16825282, 'reputation': 1, 'user_id': 12164734, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e7b97fdfb717994b012352fd3de5933?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user12164734', 'link': 'https://stackoverflow.com/users/12164734/user12164734'}",False,185,1,0,1570212492,1570197402,58237848,CC BY-SA 4.0,https://stackoverflow.com/questions/58237848/how-to-serve-data-from-hdfs-fast-in-realtime-in-my-services,How to serve data from HDFS fast/in realtime in my services?,,,,,,,
"['database-design', 'data-warehouse']","{'account_id': 3510814, 'reputation': 41, 'user_id': 2935169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ad64bbe559c5dabed99fdcad1d66bbf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user2935169', 'link': 'https://stackoverflow.com/users/2935169/user2935169'}",False,45,1,0,1570227803,1570016207,58200716,CC BY-SA 4.0,https://stackoverflow.com/questions/58200716/designing-a-solution-for-hierarchy,Designing a solution for hierarchy,,,,,,,
"['sql-server', 'sql-server-2016', 'data-warehouse']","{'account_id': 8102758, 'reputation': 964, 'user_id': 6105316, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://lh6.googleusercontent.com/-Rm58JD0Liok/AAAAAAAAAAI/AAAAAAAAAAc/VcHZ3I-m2TU/photo.jpg?sz=256', 'display_name': 'askolotl', 'link': 'https://stackoverflow.com/users/6105316/askolotl'}",True,45,2,0,1569995458,1569994333,58195699,CC BY-SA 4.0,https://stackoverflow.com/questions/58195699/should-we-use-bigint-as-an-artificial-key,Should we use bigint as an artificial key?,,,,,,,
"['sql', 'sql-server', 'join', 'sql-like', 'data-warehouse']","{'account_id': 13810643, 'reputation': 1, 'user_id': 9968479, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-poESlU_bIIE/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq1OhoUNW3kvTBPLVL8cPMow1sqRtQ/mo/photo.jpg?sz=256', 'display_name': 'watahek', 'link': 'https://stackoverflow.com/users/9968479/watahek'}",True,62,1,0,1569942985,1569941724,58187501,CC BY-SA 4.0,https://stackoverflow.com/questions/58187501/best-practice-for-joinning-2-tables-using-like-operator-or-better-approach,Best practice for joinning 2 tables using LIKE operator or better approach,1569942824.0,,,,,,
"['database', 'etl', 'data-warehouse', 'vertica', 'dataloader']","{'account_id': 15086966, 'reputation': 421, 'user_id': 10887904, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-vK551YPK0G0/AAAAAAAAAAI/AAAAAAAAAYU/vhKD2iaJxQQ/photo.jpg?sz=256', 'display_name': 'Karam', 'link': 'https://stackoverflow.com/users/10887904/karam'}",True,142,1,-1,1569853402,1569827089,58162968,CC BY-SA 4.0,https://stackoverflow.com/questions/58162968/what-is-the-fastest-way-of-loading-huge-data100-gb-in-vertica-database,What is the fastest way of loading huge data(100 gb) in vertica database?,,,,,,,
"['hive', 'hql', 'data-warehouse']","{'account_id': 8197299, 'reputation': 3925, 'user_id': 6169688, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-xbiq_0X1UQc/AAAAAAAAAAI/AAAAAAAAABQ/XyC6SkmIKn4/photo.jpg?sz=256', 'display_name': 'DennisLi', 'link': 'https://stackoverflow.com/users/6169688/dennisli'}",False,147,0,0,1569739306,1569739306,58152931,CC BY-SA 4.0,https://stackoverflow.com/questions/58152931/hive-how-to-merge-tmp-table-into-history-table-based-on-some-cols-if-exist-then,"Hive how to merge tmp table into history table based on some cols. if Exist then ignore, if not then insert",,,,,,,
"['sql', 'sql-server', 'attributes', 'data-warehouse', 'dimensions']","{'account_id': 3532269, 'reputation': 85, 'user_id': 2951437, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3dcb7d2280ab51471ba76b2bed85c7a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Optional', 'link': 'https://stackoverflow.com/users/2951437/optional'}",False,34,0,0,1569667018,1569665825,58145338,CC BY-SA 4.0,https://stackoverflow.com/questions/58145338/correct-framework-for-different-attribute-values-in-dimension,Correct framework for different attribute values in Dimension,1569667018.0,,,,,,
"['time', 'data-warehouse', 'productivity-power-tools']","{'account_id': 16752973, 'reputation': 13, 'user_id': 12109681, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10158892287654972/picture?type=large', 'display_name': 'Gary Goldsmith', 'link': 'https://stackoverflow.com/users/12109681/gary-goldsmith'}",False,44,1,1,1570730914,1569423371,58101297,CC BY-SA 4.0,https://stackoverflow.com/questions/58101297/how-to-track-5-minute-gaps-in-scans-for-warehouse-employees,How to track 5 minute gaps in scans for warehouse employees?,,,,,,,
"['azure', 'azure-sql-database', 'data-warehouse']","{'account_id': 3510814, 'reputation': 41, 'user_id': 2935169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ad64bbe559c5dabed99fdcad1d66bbf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user2935169', 'link': 'https://stackoverflow.com/users/2935169/user2935169'}",False,30,0,1,1569382607,1569355936,58087514,CC BY-SA 4.0,https://stackoverflow.com/questions/58087514/join-between-fact-and-dimension-using-comparison-operator,Join between fact and dimension using comparison operator,1569382607.0,,,,,,
"['database-design', 'relational-database', 'data-warehouse', 'star-schema', 'fact-table']","{'account_id': 14863039, 'reputation': 35, 'user_id': 10733142, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0b8a4cea741b9a8fd581be1b9c0cbd8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Javier Ruiz Velez', 'link': 'https://stackoverflow.com/users/10733142/javier-ruiz-velez'}",False,784,0,1,1568957057,1568948724,58021270,CC BY-SA 4.0,https://stackoverflow.com/questions/58021270/how-to-improve-this-star-schema-design,How to Improve this Star Schema Design,1568957057.0,,,,,,
"['sql-server', 'ssas', 'data-warehouse', 'dimensional-modeling', 'snowflake-cloud-data-platform']","{'account_id': 13177148, 'reputation': 8489, 'user_id': 9517769, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3iU7v.jpg?s=256&g=1', 'display_name': 'Amira Bedhiafi', 'link': 'https://stackoverflow.com/users/9517769/amira-bedhiafi'}",False,251,0,1,1583851918,1568811639,57993416,CC BY-SA 4.0,https://stackoverflow.com/questions/57993416/many-to-many-relationship-between-two-dimensions-and-fact,Many to Many relationship between two Dimensions and Fact,1583851918.0,,,,,,
"['data-modeling', 'data-warehouse', 'dimensional-modeling', 'datamart']","{'account_id': 3726747, 'reputation': 1929, 'user_id': 3100444, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/d0c09702e5945b086d72ecbc3c3b6cf7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'skyline01', 'link': 'https://stackoverflow.com/users/3100444/skyline01'}",True,1239,1,4,1568830072,1568737712,57978436,CC BY-SA 4.0,https://stackoverflow.com/questions/57978436/how-to-organize-data-marts-in-data-warehouse,how to organize data marts in data warehouse,1568805972.0,57987866.0,,,,,
"['ssas', 'mdx', 'data-warehouse', 'mdx-query']","{'account_id': 10741939, 'reputation': 526, 'user_id': 7904697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c3add1e2cafdfee74dadd6763e92c86?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Krishi H', 'link': 'https://stackoverflow.com/users/7904697/krishi-h'}",False,93,0,1,1568607080,1568549154,57943948,CC BY-SA 4.0,https://stackoverflow.com/questions/57943948/case-statements-in-mdx,Case Statements in MDX,1568607080.0,,,,,,
"['sql-server', 'ssis', 'etl', 'data-warehouse', 'adventureworks']","{'account_id': 406090, 'reputation': 59, 'user_id': 8882180, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8b31fff3aa2f8fce3f658e4e9bf38e3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'icm63', 'link': 'https://stackoverflow.com/users/8882180/icm63'}",False,1162,1,0,1568425122,1568328885,57915400,CC BY-SA 4.0,https://stackoverflow.com/questions/57915400/adventureworks-ssis-etl-to-adventureworksdw-example-demos,AdventureWorks SSIS ETL to AdventureWorksDW Example/Demos,1568351094.0,,,,,,
"['tsql', 'ssas', 'data-warehouse', 'olap', 'olap-cube']","{'account_id': 13834164, 'reputation': 207, 'user_id': 9986180, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5725ea5c8e4853e135a0d4f2b30682a7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'sasko', 'link': 'https://stackoverflow.com/users/9986180/sasko'}",False,81,2,1,1568212827,1568131157,57874450,CC BY-SA 4.0,https://stackoverflow.com/questions/57874450/cant-figure-out-how-to-assign-column-from-dim-table-to-measures-group,can&#39;t figure out how to assign column from Dim table to measures group,1568143627.0,,,,,,
"['sql-server', 'data-warehouse', 'scd2']","{'account_id': 16322657, 'reputation': 59, 'user_id': 11788053, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df46e4eb95a1e01ed719ee2b98af2502?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/11788053/steve'}",True,346,2,0,1568663683,1568121008,57871549,CC BY-SA 4.0,https://stackoverflow.com/questions/57871549/scd-type-2-and-insert-error-with-identity-column,SCD Type 2 and Insert Error with Identity Column,1568122616.0,57872723.0,,,,,
"['azure', 'etl', 'data-warehouse', 'azure-data-factory']","{'account_id': 14781426, 'reputation': 21, 'user_id': 10674837, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5b27868b5210d57da9435566e92e0d8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/10674837/tom'}",True,4211,2,2,1567702927,1567624425,57794556,CC BY-SA 4.0,https://stackoverflow.com/questions/57794556/replace-more-than-value-in-azure-data-factory-data-flow,Replace more than value in Azure Data Factory Data Flow,1567652648.0,,,,,,
"['sql', 'database', 'apache-spark-sql', 'data-warehouse', 'azure-synapse']","{'account_id': 11523230, 'reputation': 11, 'user_id': 8444422, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ceea54cc90fdadcc35e79ee9a96e80e6?s=256&d=identicon&r=PG', 'display_name': 'user8444422', 'link': 'https://stackoverflow.com/users/8444422/user8444422'}",False,568,0,1,1567521302,1567521302,57773882,CC BY-SA 4.0,https://stackoverflow.com/questions/57773882/cannot-open-database-xxx-requested-by-the-login-the-login-failed-clientconnec,Cannot open database XXX; requested by the login. The login failed. ClientConnectionId:,,,,,,,
"['database', 'azure', 'updates', 'data-warehouse', 'azure-data-factory']","{'account_id': 12984082, 'reputation': 115, 'user_id': 9385531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a257f636c95e54d1ac04b4f26636dc6e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Eldho Baby M', 'link': 'https://stackoverflow.com/users/9385531/eldho-baby-m'}",True,2421,1,1,1567761668,1567521157,57773847,CC BY-SA 4.0,https://stackoverflow.com/questions/57773847/how-to-pass-table-name-a-parameter-in-azure-data-factory,How to pass table name a parameter in Azure data factory,1567539658.0,57819185.0,,,,,
"['data-warehouse', 'parquet', 'amazon-athena', 'aws-glue', 'star-schema']","{'account_id': 1052199, 'reputation': 1156, 'user_id': 1055830, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/ef4475f895cfc666ca5b15931169e5d3?s=256&d=identicon&r=PG', 'display_name': 'routeburn', 'link': 'https://stackoverflow.com/users/1055830/routeburn'}",True,320,1,0,1567483383,1567110587,57717377,CC BY-SA 4.0,https://stackoverflow.com/questions/57717377/single-vs-multiple-id-columns-in-data-warehouse-lake,Single vs. multiple ID columns in data warehouse/lake,,57764905.0,,,,,
"['sql-server', 'data-warehouse']","{'account_id': 4003116, 'reputation': 115, 'user_id': 3298593, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/98f748e0c6fc60fe20c6d18d4aee6627?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3298593', 'link': 'https://stackoverflow.com/users/3298593/user3298593'}",False,72,0,0,1567086042,1567081986,57710319,CC BY-SA 4.0,https://stackoverflow.com/questions/57710319/data-warehouse-dimension-design-technique,Data warehouse dimension design technique,1567086042.0,,,,,,
"['data-warehouse', 'fact']","{'account_id': 14660218, 'reputation': 71, 'user_id': 10587646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ff4cb09b1b2cede22f407164d66fe96?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'KrishnaSaran draksharapu', 'link': 'https://stackoverflow.com/users/10587646/krishnasaran-draksharapu'}",False,96,1,0,1567025433,1566933246,57680936,CC BY-SA 4.0,https://stackoverflow.com/questions/57680936/how-to-insert-data-in-datawarehouse-tables-for-early-arriving-facts-what-is-the,How to insert data in DataWarehouse tables for early arriving facts ?What is the procedure to be followed?,,,,,,,
"['sql', 'data-warehouse', 'snowflake-cloud-data-platform', 'sql-data-warehouse']","{'account_id': 16579560, 'reputation': 1, 'user_id': 11980511, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/66f6fa02fad082bbb25cb10b9728f785?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Manan joshi', 'link': 'https://stackoverflow.com/users/11980511/manan-joshi'}",False,45,1,0,1567127579,1566850118,57664333,CC BY-SA 4.0,https://stackoverflow.com/questions/57664333/not-able-to-get-the-dbname-rolename-userid-last-access-date-read-write-acces,"Not able to get the dbname, rolename, userid, last access date, read/write access for a Snowflake target table",1566856615.0,,,,,,
"['database', 'data-warehouse']","{'account_id': 15073682, 'reputation': 21, 'user_id': 10878386, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Xd7v-LgHgGM/AAAAAAAAAAI/AAAAAAAAAM8/tQCADBSlIjg/photo.jpg?sz=256', 'display_name': 'Anurag Tiwari', 'link': 'https://stackoverflow.com/users/10878386/anurag-tiwari'}",False,165,0,0,1566729673,1566729673,57645292,CC BY-SA 4.0,https://stackoverflow.com/questions/57645292/fetching-data-from-data-warehouse-in-correct-way,Fetching data from data warehouse in correct way,,,,,,,
"['data-warehouse', 'business-intelligence', 'star-schema']","{'account_id': 10107408, 'reputation': 31, 'user_id': 11969289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a383329ed0610455d5eb2102f24237e6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rubens S&#244;to', 'link': 'https://stackoverflow.com/users/11969289/rubens-s%c3%b4to'}",False,37,1,0,1566991620,1566592038,57632646,CC BY-SA 4.0,https://stackoverflow.com/questions/57632646/can-i-work-with-many-fact-tables-my-dw-has-many-fact-tables-to-diferent-produc,"Can I work with Many Fact Tables? My DW has many fact tables, to diferent products",,,,,,,
"['data-modeling', 'data-warehouse', 'business-intelligence', 'fact', 'datamart']","{'account_id': 16231558, 'reputation': 723, 'user_id': 11720193, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d699826c3e7204851679d4e6d3662a23?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'marie20', 'link': 'https://stackoverflow.com/users/11720193/marie20'}",False,2058,2,2,1567860947,1566586319,57631621,CC BY-SA 4.0,https://stackoverflow.com/questions/57631621/rapidly-changing-dimension,Rapidly Changing Dimension,1566588631.0,,,,,,
"['sql-server', 'rest', 'tsql', 'ssis', 'data-warehouse']","{'account_id': 13177148, 'reputation': 8489, 'user_id': 9517769, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3iU7v.jpg?s=256&g=1', 'display_name': 'Amira Bedhiafi', 'link': 'https://stackoverflow.com/users/9517769/amira-bedhiafi'}",True,252,1,0,1566568029,1566563958,57626529,,https://stackoverflow.com/questions/57626529/using-ssis-what-is-better-between-using-rest-api-or-querying-a-database-directl,Using SSIS :What is better between using REST API or querying a database directly?,,57627687.0,1566571449.0,Opinion-based,,,
"['sql-server', 'ssis', 'data-warehouse', 'business-intelligence', 'dimensional-modeling']","{'account_id': 13177148, 'reputation': 8489, 'user_id': 9517769, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3iU7v.jpg?s=256&g=1', 'display_name': 'Amira Bedhiafi', 'link': 'https://stackoverflow.com/users/9517769/amira-bedhiafi'}",True,162,1,1,1566457747,1566388237,57590989,,https://stackoverflow.com/questions/57590989/dimension-attribute-with-one-to-many-relationship,Dimension attribute with one-to-many relationship,1566396544.0,57603414.0,1566983515.0,Needs more focus,,,
"['data-modeling', 'data-warehouse']","{'account_id': 8817191, 'reputation': 185, 'user_id': 6588220, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04b36e8cf2db04f387f1bb1c04417349?s=256&d=identicon&r=PG', 'display_name': 'LordRofticus', 'link': 'https://stackoverflow.com/users/6588220/lordrofticus'}",False,64,0,0,1566387560,1566387560,57590790,CC BY-SA 4.0,https://stackoverflow.com/questions/57590790/when-a-data-model-becomes-a-data-nightmare,When a data model becomes a data nightmare,,,,,,,
"['data-warehouse', 'dimensional-modeling', 'fact-table', 'bottom-up']","{'account_id': 10629185, 'reputation': 143, 'user_id': 7827937, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uX8RW.jpg?s=256&g=1', 'display_name': 'Pblade', 'link': 'https://stackoverflow.com/users/7827937/pblade'}",False,65,0,0,1566278147,1566274975,57566704,CC BY-SA 4.0,https://stackoverflow.com/questions/57566704/is-a-table-from-source-system-that-contains-only-relationships-and-current-sta,Is a table (from source system) that contains only relationships and current status of a row from another table a fact table in Data Warehouse?,1566278147.0,,,,,,
"['ssis', 'etl', 'data-warehouse', 'sap-erp', 'sap-dotnet-connector']","{'account_id': 8819100, 'reputation': 303, 'user_id': 6589569, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/Oo0fb.jpg?s=256&g=1', 'display_name': 'Ivo', 'link': 'https://stackoverflow.com/users/6589569/ivo'}",True,7776,3,4,1687717203,1565170135,57391164,CC BY-SA 4.0,https://stackoverflow.com/questions/57391164/what-is-the-best-way-to-transfer-data-from-sap-to-sql-server,What is the best way to transfer data from SAP to SQL Server?,1687717203.0,57663848.0,,,,,
"['oracle', 'data-warehouse', 'real-time-data']","{'account_id': 12832217, 'reputation': 143, 'user_id': 9283013, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1824ca903b379efbd45c315596ade0e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Maarab', 'link': 'https://stackoverflow.com/users/9283013/maarab'}",False,43,0,1,1564636487,1564636487,57302202,CC BY-SA 4.0,https://stackoverflow.com/questions/57302202/how-to-do-real-time-data-ingestion-from-transactional-tables-to-a-flat-table,How to do real time data ingestion from Transactional tables to a Flat table,,,,,,,
"['database', 'caching', 'data-warehouse', 'information-retrieval', 'data-retrieval']","{'account_id': 1228445, 'reputation': 925, 'user_id': 1193534, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/b3c3c2119362f3ba2bec1af655aef686?s=256&d=identicon&r=PG', 'display_name': 'MosesA', 'link': 'https://stackoverflow.com/users/1193534/mosesa'}",False,37,0,2,1564571834,1564568958,57289447,,https://stackoverflow.com/questions/57289447/is-data-warehousing-the-right-solution,Is Data Warehousing the Right Solution,1564571834.0,,,,"{'other_site': {'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'dba.meta', 'site_url': 'https://dba.meta.stackexchange.com', 'name': 'Database Administrators Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=dba.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1313521200, 'open_beta_date': 1294686000, 'closed_beta_date': 1294081200, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/dba/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/dba/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/dba/Img/apple-touch-icon.png', 'audience': 'database professionals who wish to improve their database skills and learn from others in the community', 'site_url': 'https://dba.stackexchange.com', 'api_site_parameter': 'dba', 'logo_url': 'https://cdn.sstatic.net/Sites/dba/Img/logo.png', 'name': 'Database Administrators', 'site_type': 'main_site'}, 'on_date': 1564571554, 'question_id': 244205}",,
"['data-warehouse', 'polybase']","{'account_id': 14041481, 'reputation': 417, 'user_id': 10142778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36968928493757ef53dc560a1c036530?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jeff_hu', 'link': 'https://stackoverflow.com/users/10142778/jeff-hu'}",True,71,1,1,1564059270,1564016507,57192968,CC BY-SA 4.0,https://stackoverflow.com/questions/57192968/how-to-change-extension-and-compression-way,How to change extension and compression way?,1564042731.0,57199255.0,,,,,
"['sql-server', 'data-warehouse']","{'account_id': 6633398, 'reputation': 1, 'user_id': 11751515, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/185fbd15da3fc6b283c8c34cd35f8154?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Hamid Mohammad', 'link': 'https://stackoverflow.com/users/11751515/hamid-mohammad'}",False,182,1,-3,1563452885,1563449394,57093427,CC BY-SA 4.0,https://stackoverflow.com/questions/57093427/the-first-row-index-the-number-is-smaller-than,The first row index the number is smaller than,1563451883.0,,,,,,
"['sql-server', 'architecture', 'data-warehouse']","{'account_id': 16322657, 'reputation': 59, 'user_id': 11788053, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df46e4eb95a1e01ed719ee2b98af2502?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/11788053/steve'}",False,71,1,0,1563387749,1563215453,57045353,CC BY-SA 4.0,https://stackoverflow.com/questions/57045353/how-to-deal-with-similar-fields-across-sql-server-database-tables-in-a-dimension,How to deal with similar fields across SQL Server database tables in a dimension,,,,,,,
"['sql-server', 'database', 'data-visualization', 'tableau-api', 'data-warehouse']","{'account_id': 15043016, 'reputation': 41, 'user_id': 10856999, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-AgfrVtvyqmE/AAAAAAAAAAI/AAAAAAAAABw/h-IQMyIaoTE/photo.jpg?sz=256', 'display_name': 'Andri Wijaya', 'link': 'https://stackoverflow.com/users/10856999/andri-wijaya'}",True,461,2,2,1562579058,1562570072,56929978,CC BY-SA 4.0,https://stackoverflow.com/questions/56929978/tableau-q-calculating-average-from-duplicate-rows,Tableau Q: Calculating Average from Duplicate Rows,1562572599.0,56932237.0,,,,,
