tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
"['oracle', 'oracle-data-integrator']","{'account_id': 5000343, 'reputation': 153, 'user_id': 4019572, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Anupam Kumar', 'link': 'https://stackoverflow.com/users/4019572/anupam-kumar'}",False,698,,1,1,1592379474,1591956795,62342087,CC BY-SA 4.0,https://stackoverflow.com/questions/62342087/single-schedule-multiple-entry-in-odi,Single Schedule Multiple entry in ODI,1591956968.0,,
"['batch-file', 'oracle-data-integrator', 'oracle-fusion-middleware']","{'account_id': 18814904, 'reputation': 51, 'user_id': 13722293, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhT--NAUbrorHcimKwoRq3IPQFqcK3OUphccNXLbQ=k-s256', 'display_name': 'Swarobindo Mukherjee', 'link': 'https://stackoverflow.com/users/13722293/swarobindo-mukherjee'}",True,1878,,1,4,1613542227,1591807910,62308931,CC BY-SA 4.0,https://stackoverflow.com/questions/62308931/rcu-bat-file-not-executing-during-install-of-odi-12-2-1-4,RCU.bat File Not Executing During Install of ODI 12.2.1.4,1613542227.0,,
"['oracle', 'etl', 'oracle-data-integrator']","{'account_id': 14168371, 'reputation': 51, 'user_id': 10235699, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LYUfSDplQ7I/AAAAAAAAAAI/AAAAAAAAHBQ/bgmFHDk9QH0/photo.jpg?sz=256', 'display_name': 'Arif Ali', 'link': 'https://stackoverflow.com/users/10235699/arif-ali'}",True,612,62299665.0,1,1,1591779673,1591607952,62258795,CC BY-SA 4.0,https://stackoverflow.com/questions/62258795/use-credential-file-in-oracle-data-integrator-in-data-server-what-is-it-used-f,&#39;Use Credential File&#39; in oracle data integrator in data server what is it used for?,1591778941.0,,
"['sql', 'oracle', 'oracle-data-integrator']","{'account_id': 18727032, 'reputation': 13, 'user_id': 13653413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4be1fdfee8facf9166b1c8677bdaaa0c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Edo', 'link': 'https://stackoverflow.com/users/13653413/edo'}",True,206,62199717.0,1,1,1591288351,1591286437,62199086,CC BY-SA 4.0,https://stackoverflow.com/questions/62199086/ora-00933-in-odi-procedure,ORA-00933 in ODI procedure,,,
"['sql-server', 'oracle', 'oracle-data-integrator']","{'account_id': 5355895, 'reputation': 279, 'user_id': 4277229, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/49b96fb577a0682ab625bab845ada5a5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'navid sedigh', 'link': 'https://stackoverflow.com/users/4277229/navid-sedigh'}",False,1023,,1,0,1590658157,1590650602,62059130,CC BY-SA 4.0,https://stackoverflow.com/questions/62059130/query-from-sql-server-tables-in-oracle-using-odi,Query from SQL Server tables in Oracle using ODI,1590653246.0,,
['oracle-data-integrator'],"{'account_id': 18519270, 'reputation': 49, 'user_id': 13503962, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93b37b4fee823ab78706367513e4972e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Curious_Mind', 'link': 'https://stackoverflow.com/users/13503962/curious-mind'}",True,2616,62040866.0,1,1,1620829268,1589907220,61896559,CC BY-SA 4.0,https://stackoverflow.com/questions/61896559/what-is-the-difference-between-odi-on-marketplace-or-on-premise,What is the difference between ODI on marketplace or on premise?,,,
['oracle-data-integrator'],"{'account_id': 16154912, 'reputation': 21, 'user_id': 13399201, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35d75361a8d9a69a8f5763a5c92a40ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'RAJESH KUMAR', 'link': 'https://stackoverflow.com/users/13399201/rajesh-kumar'}",False,251,,1,2,1591706093,1587737695,61410466,CC BY-SA 4.0,https://stackoverflow.com/questions/61410466/customisation-of-ikm-in-order-to-change-the-i-name-based-upon-target-table-alia,Customisation of IKM in order to change the I$ name based Upon target table Alias,1587898404.0,,
"['etl', 'data-integration', 'oracle-data-integrator']","{'account_id': 17814388, 'reputation': 33, 'user_id': 12938277, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDW39wVzzxzJpvSHZyvgfWtktJLWQyPFzyh13j1=k-s256', 'display_name': 'Rajneesh Shukla', 'link': 'https://stackoverflow.com/users/12938277/rajneesh-shukla'}",True,1684,61119165.0,1,0,1586428359,1586349458,61100848,CC BY-SA 4.0,https://stackoverflow.com/questions/61100848/invoking-an-select-script-through-odi-oracle-data-integrator,Invoking an select script through ODI (Oracle Data Integrator),1586409516.0,,
"['java', 'oracle', 'variables', 'plsql', 'oracle-data-integrator']","{'account_id': 3910005, 'reputation': 79, 'user_id': 3235631, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/c69263ccaa98e8e0045d14bda539d745?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3235631', 'link': 'https://stackoverflow.com/users/3235631/user3235631'}",False,1517,,0,2,1586103405,1586053330,61037241,CC BY-SA 4.0,https://stackoverflow.com/questions/61037241/error-assigning-variable-in-odi-12-2-1-4-java-code-works-in-12-2-1-3,Error assigning variable in ODI 12.2.1.4: java code works in 12.2.1.3,1586103405.0,,
"['oracle', 'oracle-data-integrator']","{'account_id': 10028729, 'reputation': 61, 'user_id': 7416101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/74344add71346962077e479467965df1?s=256&d=identicon&r=PG', 'display_name': 'Crash Bandicoot', 'link': 'https://stackoverflow.com/users/7416101/crash-bandicoot'}",False,778,,1,1,1591886288,1585238054,60871167,CC BY-SA 4.0,https://stackoverflow.com/questions/60871167/odi-copy-data-from-one-data-source-to-another-with-procedure,ODI - COPY DATA FROM ONE DATA SOURCE TO ANOTHER WITH PROCEDURE,,,
['oracle-data-integrator'],"{'account_id': 16872858, 'reputation': 1, 'user_id': 12200990, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SAlhEJ_sq3E/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdHNi8VxWFZlZ0jD8EyaV8Czh8eXQ/photo.jpg?sz=256', 'display_name': 'thiru8587', 'link': 'https://stackoverflow.com/users/12200990/thiru8587'}",True,188,,1,0,1594085257,1585154555,60853315,CC BY-SA 4.0,https://stackoverflow.com/questions/60853315/how-to-check-latest-value-of-standard-sequence-in-odi-repository,How to check latest value of standard sequence in ODI repository,,,
"['groovy', 'oracle-data-integrator']","{'account_id': 7548255, 'reputation': 1385, 'user_id': 5730590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb9e615aa29f2f0fdaa79311dabca205?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'F.Lazarescu', 'link': 'https://stackoverflow.com/users/5730590/f-lazarescu'}",False,1251,,1,0,1584695516,1584341358,60701457,CC BY-SA 4.0,https://stackoverflow.com/questions/60701457/odi-groovy-script-runs-in-odi-native-groovy-but-not-in-odi-procedure,ODI - Groovy script runs in ODI native groovy but not in ODI Procedure,,,
"['sql', 'oracle11g', 'etl', 'oracle-data-integrator']","{'account_id': 5871210, 'reputation': 740, 'user_id': 4623489, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh5.googleusercontent.com/-H11wiG-W0xQ/AAAAAAAAAAI/AAAAAAAAAC8/78MyTOIWdHU/photo.jpg?sz=256', 'display_name': 'Bonzay', 'link': 'https://stackoverflow.com/users/4623489/bonzay'}",True,2063,60566807.0,1,2,1606309451,1583504518,60566000,CC BY-SA 4.0,https://stackoverflow.com/questions/60566000/odi-column-lineage-query,odi column lineage query,,,
"['oracle', 'oracle-data-integrator']","{'account_id': 14168371, 'reputation': 51, 'user_id': 10235699, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LYUfSDplQ7I/AAAAAAAAAAI/AAAAAAAAHBQ/bgmFHDk9QH0/photo.jpg?sz=256', 'display_name': 'Arif Ali', 'link': 'https://stackoverflow.com/users/10235699/arif-ali'}",False,150,,0,1,1583387045,1583387045,60538859,CC BY-SA 4.0,https://stackoverflow.com/questions/60538859/how-to-increase-the-size-of-staging-tables-in-odi,How to increase the size of staging tables in ODI,,,
"['java', 'jsch', 'oracle-data-integrator']","{'account_id': 4646035, 'reputation': 47, 'user_id': 3764298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49618a7a67004ead641ca73feabf1433?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3764298', 'link': 'https://stackoverflow.com/users/3764298/user3764298'}",True,334,60508183.0,1,2,1583241907,1583235419,60506391,,https://stackoverflow.com/questions/60506391/unknown-location-in-sftp-using-jsch,Unknown location in SFTP using JSCH,1583241907.0,1583247669.0,Duplicate
"['groovy', 'oracle-data-integrator']","{'account_id': 7548255, 'reputation': 1385, 'user_id': 5730590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb9e615aa29f2f0fdaa79311dabca205?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'F.Lazarescu', 'link': 'https://stackoverflow.com/users/5730590/f-lazarescu'}",True,1206,,1,2,1583221461,1582906503,60455535,CC BY-SA 4.0,https://stackoverflow.com/questions/60455535/odi-12c-groovy-automatically-generate-scenarios-of-a-mapping-with-two-physical,ODI 12c Groovy - Automatically generate scenarios of a mapping with two physical layers,1583221461.0,,
"['groovy', 'oracle-data-integrator']","{'account_id': 17854056, 'reputation': 13, 'user_id': 12969140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa6cba39c2ae7c12bdc2d1301ac6d975?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'traytop', 'link': 'https://stackoverflow.com/users/12969140/traytop'}",True,453,60430009.0,1,1,1582795806,1582748211,60421892,CC BY-SA 4.0,https://stackoverflow.com/questions/60421892/using-groovy-in-odi-to-set-the-subscriber-for-a-data-source,Using Groovy in ODI to set the Subscriber for a data source,1582756113.0,,
"['database', 'stored-procedures', 'oracle11g', 'interface', 'oracle-data-integrator']","{'account_id': 6679066, 'reputation': 47, 'user_id': 8509051, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-cd6Jwev_Rbk/AAAAAAAAAAI/AAAAAAAAC90/4cRuqWpoyFQ/photo.jpg?sz=256', 'display_name': 'David Lopez', 'link': 'https://stackoverflow.com/users/8509051/david-lopez'}",False,190,,1,0,1583272899,1582730155,60417030,CC BY-SA 4.0,https://stackoverflow.com/questions/60417030/how-do-i-store-the-row-number-position-for-each-record-of-a-flat-file-using-a,How do I store the row number (position) for each record of a flat file using a ODI 11 interface,,,
['oracle-data-integrator'],"{'account_id': 17820242, 'reputation': 19, 'user_id': 12942769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1dde78a80e8529d4cf691b1f8bb4d200?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Arpitha MG', 'link': 'https://stackoverflow.com/users/12942769/arpitha-mg'}",False,188,,0,1,1582369540,1582357730,60350126,CC BY-SA 4.0,https://stackoverflow.com/questions/60350126/how-to-check-dataserver-under-topology-connectivity-in-odi-12c-without-logging,How to check Dataserver (under topology) connectivity in ODI 12c without logging in to ODI studio?,1582369540.0,,
"['sql', 'etl', 'oracle-data-integrator']","{'account_id': 14168371, 'reputation': 51, 'user_id': 10235699, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LYUfSDplQ7I/AAAAAAAAAAI/AAAAAAAAHBQ/bgmFHDk9QH0/photo.jpg?sz=256', 'display_name': 'Arif Ali', 'link': 'https://stackoverflow.com/users/10235699/arif-ali'}",False,669,,2,1,1583181319,1582176329,60313405,CC BY-SA 4.0,https://stackoverflow.com/questions/60313405/restart-a-scenario-from-the-task-it-fails-automatically,Restart a scenario from the task it fails automatically,,,
"['multithreading', 'oracle-data-integrator']","{'account_id': 14168371, 'reputation': 51, 'user_id': 10235699, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LYUfSDplQ7I/AAAAAAAAAAI/AAAAAAAAHBQ/bgmFHDk9QH0/photo.jpg?sz=256', 'display_name': 'Arif Ali', 'link': 'https://stackoverflow.com/users/10235699/arif-ali'}",False,966,,0,0,1580800406,1580800406,60052308,CC BY-SA 4.0,https://stackoverflow.com/questions/60052308/parallel-processing-in-odi,Parallel processing in odi,,,
['oracle-data-integrator'],"{'account_id': 4986965, 'reputation': 221, 'user_id': 4010263, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c4a73edcddd0026cc62f3893791c7f7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'RKA', 'link': 'https://stackoverflow.com/users/4010263/rka'}",True,562,,1,0,1580721249,1580514860,60012753,CC BY-SA 4.0,https://stackoverflow.com/questions/60012753/odi-studio-on-windows-server,ODI studio on Windows server,,,
"['oracle', 'hive', 'oracle-data-integrator']","{'account_id': 1531246, 'reputation': 31, 'user_id': 1428392, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/670a4aaab29f1f9c0d0a4a09489506a4?s=256&d=identicon&r=PG', 'display_name': 'Invinsible', 'link': 'https://stackoverflow.com/users/1428392/invinsible'}",False,160,,1,0,1583915483,1579156157,59764094,CC BY-SA 4.0,https://stackoverflow.com/questions/59764094/how-to-set-hive-properties-while-loading-data-from-hive-to-hive-in-odi,How to set HIVE properties while loading data from HIVE to HIVE in ODI,1583701239.0,,
['oracle-data-integrator'],"{'account_id': 14871742, 'reputation': 41, 'user_id': 10739073, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e16963ca4db664673263af603465e0fc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'DreamingFighter', 'link': 'https://stackoverflow.com/users/10739073/dreamingfighter'}",True,219,59767419.0,1,0,1579169927,1579076086,59747332,CC BY-SA 4.0,https://stackoverflow.com/questions/59747332/how-to-config-oracle-data-integrator-to-restart-when-a-job-is-error,How to config Oracle Data Integrator to restart when a job is error?,,,
['oracle-data-integrator'],"{'account_id': 8574138, 'reputation': 59, 'user_id': 6423917, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yVnTulzY4yY/AAAAAAAAAAI/AAAAAAAAKdA/0lEEcoPYe4Y/photo.jpg?sz=256', 'display_name': 'Rajesh Kumar', 'link': 'https://stackoverflow.com/users/6423917/rajesh-kumar'}",True,1828,,1,0,1578892808,1578390295,59625823,CC BY-SA 4.0,https://stackoverflow.com/questions/59625823/approach-on-how-to-delete-records-from-odi-target-table-on-conditional-basiswhe,Approach on how to delete records from ODI Target table on conditional basis(Where condition). ODI12c,,,
"['character-encoding', 'oracle-data-integrator']","{'account_id': 16623848, 'reputation': 75, 'user_id': 12013441, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jKBCY75F0pw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfmAiEwzqcBQNx_ynX_UOMejwCf-g/photo.jpg?sz=256', 'display_name': 'Farheen Fatima', 'link': 'https://stackoverflow.com/users/12013441/farheen-fatima'}",True,2531,,1,2,1592303768,1578215534,59598432,CC BY-SA 4.0,https://stackoverflow.com/questions/59598432/loading-unicode-or-utf-8-characters-into-file-datastore-in-oracle-data-integrato,Loading Unicode or UTF-8 characters into file datastore in Oracle Data Integrator (ODI),1578221412.0,,
"['java', 'groovy', 'oracle-data-integrator']","{'account_id': 6795595, 'reputation': 41, 'user_id': 5231037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c369ae081caee00be58128dbbdf7d070?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sukhen', 'link': 'https://stackoverflow.com/users/5231037/sukhen'}",True,692,,1,3,1577418523,1577186690,59468096,CC BY-SA 4.0,https://stackoverflow.com/questions/59468096/setting-context-in-odi-mapping-objects,setting context in odi mapping objects,1577250425.0,,
['oracle-data-integrator'],"{'account_id': 7548255, 'reputation': 1385, 'user_id': 5730590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb9e615aa29f2f0fdaa79311dabca205?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'F.Lazarescu', 'link': 'https://stackoverflow.com/users/5730590/f-lazarescu'}",False,732,,0,0,1575994718,1575994718,59271501,CC BY-SA 4.0,https://stackoverflow.com/questions/59271501/odi-12c-reverse-engineer-txt-line-break-problem,ODI 12c - Reverse engineer txt - line break problem,,,
['oracle-data-integrator'],"{'account_id': 12153577, 'reputation': 11, 'user_id': 8873087, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/420c1db39078e02809e48bba9a1f9101?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'jiang ruixin', 'link': 'https://stackoverflow.com/users/8873087/jiang-ruixin'}",True,747,59436237.0,2,0,1576931658,1575522161,59188538,CC BY-SA 4.0,https://stackoverflow.com/questions/59188538/does-oracle-odi-delete-all-options-in-ikm-sql-incremental-update-have-transactio,Does oracle ODI delete all options in IKM sql incremental update have transaction?,,,
['oracle-data-integrator'],"{'account_id': 14024064, 'reputation': 11, 'user_id': 10129582, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-rEIh5C5LMs0/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7rQ-MnEXqhCpPEKvQ9gJwRbwsRH9w/mo/photo.jpg?sz=256', 'display_name': 'bomma', 'link': 'https://stackoverflow.com/users/10129582/bomma'}",True,274,,1,1,1575553035,1575462014,59175944,CC BY-SA 4.0,https://stackoverflow.com/questions/59175944/how-to-revert-back-the-odi-code-changes-in-oracle-data-integrator-12c,How to Revert back the ODI Code changes in Oracle Data Integrator 12C,,,
['oracle-data-integrator'],"{'account_id': 16194039, 'reputation': 21, 'user_id': 11692116, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-MXILIHzZ_Z4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rceWf6uVwynS0A5IgrK8vGjb1F7Dw/mo/photo.jpg?sz=256', 'display_name': 'P-E B', 'link': 'https://stackoverflow.com/users/11692116/p-e-b'}",True,750,59154399.0,1,2,1575367084,1574957279,59092752,CC BY-SA 4.0,https://stackoverflow.com/questions/59092752/odi-12c-smart-import-into-exec-repository-with-sdk-behave-like-importing-into-de,ODI 12c Smart Import into Exec Repository with SDK behave like importing into Dev Repository,,,
"['oracle', 'oracle-data-integrator']","{'account_id': 16977228, 'reputation': 37, 'user_id': 12280203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88aa073ae9df28f519aa568589b307ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'yogeshd', 'link': 'https://stackoverflow.com/users/12280203/yogeshd'}",True,366,58853353.0,1,1,1573723593,1572147769,58576449,CC BY-SA 4.0,https://stackoverflow.com/questions/58576449/when-would-i-need-to-modify-knowledge-module-in-odi,when would I need to modify knowledge module in ODI?,,,
"['oracle', 'groovy', 'java', 'oracle-data-integrator']","{'account_id': 11685921, 'reputation': 243, 'user_id': 8555816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0fcbc7d2fda18ec0e72c7abef111a69?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lorik Berisha', 'link': 'https://stackoverflow.com/users/8555816/lorik-berisha'}",True,350,58598662.0,1,1,1572298310,1571928106,58543787,CC BY-SA 4.0,https://stackoverflow.com/questions/58543787/odi-groovy-obtaining-directory-of-physical-schema-path-of-source-file,ODI Groovy obtaining Directory of Physical schema (Path of source file),,,
"['etl', 'informatica', 'informatica-powercenter', 'oracle-data-integrator', 'ibm-infosphere']","{'account_id': 2447479, 'reputation': 866, 'user_id': 2134441, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/2bf88c48bb56f7215809d2b44340f008?s=256&d=identicon&r=PG', 'display_name': 'Sumit', 'link': 'https://stackoverflow.com/users/2134441/sumit'}",True,53,,1,0,1572964205,1571226133,58412472,CC BY-SA 4.0,https://stackoverflow.com/questions/58412472/feasibilty-analysis-of-data-transformation-using-any-etl-tool,Feasibilty analysis of data transformation using any ETL tool,,,
"['oracle', 'cmd', 'command-line', 'oracle-data-integrator', 'order-of-execution']","{'account_id': 11081033, 'reputation': 93, 'user_id': 8136206, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/210458642d51b0c5091d766762a69c34?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Aaron R.', 'link': 'https://stackoverflow.com/users/8136206/aaron-r'}",True,3663,58386465.0,2,3,1571107046,1570776358,58335639,CC BY-SA 4.0,https://stackoverflow.com/questions/58335639/how-to-call-odi-scenario-from-command-line-and-wait-for-its-execution,How to call ODI Scenario from command line and wait for its execution,1570777867.0,,
['oracle-data-integrator'],"{'account_id': 9691099, 'reputation': 29, 'user_id': 7189161, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1163741920372884/picture?type=large', 'display_name': 'Srini', 'link': 'https://stackoverflow.com/users/7189161/srini'}",True,1101,,1,2,1569487302,1569340631,58084150,CC BY-SA 4.0,https://stackoverflow.com/questions/58084150/export-all-scenarios-from-execution-repositoryprod-in-odi12c,Export all scenarios from execution repository(prod) in ODI12c,1569434664.0,,
"['java', 'oracle', 'oracle12c', 'oracle-data-integrator']","{'account_id': 16274100, 'reputation': 101, 'user_id': 11751783, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/261eea39cb720e4f89d93bc08d5ee1d7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lanre', 'link': 'https://stackoverflow.com/users/11751783/lanre'}",False,123,,1,2,1580979749,1568809164,57992656,CC BY-SA 4.0,https://stackoverflow.com/questions/57992656/how-should-i-send-data-to-java-method-from-mapping-with-odi12c,How should i send data to java method from mapping with Odi12c,1568824521.0,,
"['oracle', 'oracle-data-integrator']","{'account_id': 16623848, 'reputation': 75, 'user_id': 12013441, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jKBCY75F0pw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfmAiEwzqcBQNx_ynX_UOMejwCf-g/photo.jpg?sz=256', 'display_name': 'Farheen Fatima', 'link': 'https://stackoverflow.com/users/12013441/farheen-fatima'}",True,2597,57954355.0,1,2,1568800865,1568546275,57943599,CC BY-SA 4.0,https://stackoverflow.com/questions/57943599/how-to-convert-a-odi-interface-into-an-sql-query,How to convert a ODI interface into an SQL query?,,,
"['oracle', 'groovy', 'sdk', 'oracle-data-integrator']","{'account_id': 16303279, 'reputation': 11, 'user_id': 11773815, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-GPO8ySiMS-I/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re5OXwwtik2K-B-UvDVMO0nQ2EC8A/photo.jpg?sz=256', 'display_name': 'Sinan Guney', 'link': 'https://stackoverflow.com/users/11773815/sinan-guney'}",False,606,,1,1,1583747753,1568370802,57921975,CC BY-SA 4.0,https://stackoverflow.com/questions/57921975/how-to-reverse-engineering-by-using-odi-sdk,How to reverse-engineering by using ODI-SDK?,,,
"['oracle', 'oracle-data-integrator']","{'account_id': 16669418, 'reputation': 55, 'user_id': 12047279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/848109da0c8cc1c04223454d97366714?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'vinny', 'link': 'https://stackoverflow.com/users/12047279/vinny'}",False,1768,,1,0,1568209176,1568125163,57872805,CC BY-SA 4.0,https://stackoverflow.com/questions/57872805/odi-km-option-calling-project-variable,ODI KM Option - Calling Project Variable,,,
"['oracle', 'interface', 'oracle-data-integrator']","{'account_id': 16623848, 'reputation': 75, 'user_id': 12013441, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-jKBCY75F0pw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfmAiEwzqcBQNx_ynX_UOMejwCf-g/photo.jpg?sz=256', 'display_name': 'Farheen Fatima', 'link': 'https://stackoverflow.com/users/12013441/farheen-fatima'}",True,1864,57771141.0,1,2,1567511302,1567499995,57768006,CC BY-SA 4.0,https://stackoverflow.com/questions/57768006/how-to-change-source-and-target-table-connection-details-in-oracle-odi-without-d,How to change source and target table connection details in oracle ODI without disturbing the existing interface?,,,
"['sql', 'exception', 'sqldatatypes', 'oracle-data-integrator']","{'account_id': 12575995, 'reputation': 85, 'user_id': 9148382, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ce7ea4905a9a5e74d7a16bded9a9858?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SharletteMA', 'link': 'https://stackoverflow.com/users/9148382/sharlettema'}",True,3092,57707003.0,1,1,1567070493,1567062414,57704799,CC BY-SA 4.0,https://stackoverflow.com/questions/57704799/incompatible-data-type-in-operation-error-when-trying-to-format-datetime,&quot;Incompatible data type in operation&quot; Error when trying to format datetime,1567066103.0,,
"['oracle', 'oracle-data-integrator']","{'account_id': 15279388, 'reputation': 107, 'user_id': 11024232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/984f51f59a1d420b5e5e891699e8f3da?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'JuniorGuy', 'link': 'https://stackoverflow.com/users/11024232/juniorguy'}",True,1794,,2,3,1568009221,1566975356,57686576,CC BY-SA 4.0,https://stackoverflow.com/questions/57686576/read-data-from-a-flat-file-datastore-in-an-odi-procedure,Read data from a flat file (Datastore) in an ODI procedure,,,
"['oracle', 'oracle-data-integrator']","{'account_id': 15279388, 'reputation': 107, 'user_id': 11024232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/984f51f59a1d420b5e5e891699e8f3da?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'JuniorGuy', 'link': 'https://stackoverflow.com/users/11024232/juniorguy'}",False,312,,0,2,1566546582,1566546582,57621907,CC BY-SA 4.0,https://stackoverflow.com/questions/57621907/jython-scripts-doesnt-work-when-executing-in-odi,Jython scripts doesn&#39;t work when executing in ODI,,,
['oracle-data-integrator'],"{'account_id': 16558339, 'reputation': 1, 'user_id': 11964908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e60efbc69bcba2f31f3e5c1b858944e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Darinda', 'link': 'https://stackoverflow.com/users/11964908/darinda'}",True,1633,57633218.0,2,0,1566595797,1566512989,57617745,CC BY-SA 4.0,https://stackoverflow.com/questions/57617745/how-to-call-database-package-in-odi-the-db-package-contains-list-of-functions-a,How to call database package in ODI? The db package contains list of functions and out of those I want to call only one function in ODI,,,
"['xml', 'oracle-data-integrator']","{'account_id': 16066065, 'reputation': 1, 'user_id': 11595671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3f37b968b72165080f884e456a6e1b4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sara', 'link': 'https://stackoverflow.com/users/11595671/sara'}",False,348,,0,0,1565726550,1565725304,57484348,CC BY-SA 4.0,https://stackoverflow.com/questions/57484348/odi-40854-no-file-provided-for-synchronization-use-create-file-file-from-sc,ODI-40854: No file provided for synchronization. Use CREATE FILE &lt;file&gt; FROM &lt;schema&gt; command,1565726550.0,,
